Step Index,Current Position,Next Position,Goal Postion,Current Distance,Current Norm Distance,Current Unit Vector,Next Distance,Next Norm Distance,Next Unit Vector,Action
2.1,"(-0.0012792740339449284, -0.024314286044819673, 0.3301282519073063)","(-0.07584965370140848, -0.0631741369144999, 0.28836688646604575)","(-0.047677673991588204, -0.1212237166686039, 0.19782938501023806)",0.170432507007037,0.401713271464332,"(-0.2722391448230446, -0.5686088430288889, -0.7762537160332089)",0.111177575617833,0.262048058784166,"(0.2533962406831027, -0.5221338874454892, -0.8143503845328081)","[0.25301433620253083, 0.35690111487354326, 0.7355787454518691]"
2.2,"(-0.07584965370140848, -0.0631741369144999, 0.28836688646604575)","(-0.16680634035475822, -0.027290739667728766, 0.22586620165981336)","(-0.047677673991588204, -0.1212237166686039, 0.19782938501023806)",0.111177575617833,0.262048058784166,"(0.2533962406831027, -0.5221338874454892, -0.8143503845328081)",0.154276072044748,0.363632189058886,"(0.7721785030190325, -0.6088629024313612, -0.18173146540471394)","[0.8672111459950668, 0.022607572907105952, 0.6968632133639465]"
2.3,"(-0.16680634035475822, -0.027290739667728766, 0.22586620165981336)","(-0.07355974516557079, -0.07467028423588801, 0.2773165085632808)","(-0.047677673991588204, -0.1212237166686039, 0.19782938501023806)",0.154276072044748,0.363632189058886,"(0.7721785030190325, -0.6088629024313612, -0.18173146540471394)",0.095683365797087,0.225527856006245,"(0.2704970812677082, -0.4865363174142544, -0.8307308474244993)","[0.23232717216852292, 0.49063885559015935, 0.7847556718896779]"
2.4,"(-0.07355974516557079, -0.07467028423588801, 0.2773165085632808)","(-0.10893423346944155, -0.08234912425870192, 0.09280984810351092)","(-0.047677673991588204, -0.1212237166686039, 0.19782938501023806)",0.095683365797087,0.225527856006245,"(0.2704970812677082, -0.4865363174142544, -0.8307308474244993)",0.127642873464221,0.300857137988958,"(0.4799058326983193, -0.30455748413403316, 0.8227606763817051)","[1.397639792272181, 0.9733113907972576, 1.4476712014276507]"
2.5,"(-0.10893423346944155, -0.08234912425870192, 0.09280984810351092)","(-0.06988598511913993, -0.1249324263818897, 0.12755011817806916)","(-0.047677673991588204, -0.1212237166686039, 0.19782938501023806)",0.127642873464221,0.300857137988958,"(0.4799058326983193, -0.30455748413403316, 0.8227606763817051)",0.073797960387417,0.173943460758929,"(0.3009339419540165, 0.05025490804645813, 0.9523199078026556)","[1.2830697134903397, 1.4410400902248053, 0.32726268487985133]"
2.6,"(-0.06988598511913993, -0.1249324263818897, 0.12755011817806916)","(-0.10341294137485173, -0.11543765171082075, 0.11060301618185675)","(-0.047677673991588204, -0.1212237166686039, 0.19782938501023806)",0.073797960387417,0.173943460758929,"(0.3009339419540165, 0.05025490804645813, 0.9523199078026556)",0.103674191566486,0.244362412968984,"(0.5376002121754747, -0.055810080313696775, 0.8413508464393812)","[1.3876745399776922, 1.1613740792122242, 0.6747025173580355]"
2.7,"(-0.10341294137485173, -0.11543765171082075, 0.11060301618185675)","(-0.1332245479286837, -0.07181346307066148, 0.1144485279379574)","(-0.047677673991588204, -0.1212237166686039, 0.19782938501023806)",0.103674191566486,0.244362412968984,"(0.5376002121754747, -0.055810080313696775, 0.8413508464393812)",0.129274932323055,0.304703937610213,"(0.6617437147312988, -0.38221063210048684, 0.644988595808459)","[1.2576786810457836, 0.6955923653864076, 1.472633806302884]"
2.8,"(-0.1332245479286837, -0.07181346307066148, 0.1144485279379574)","(-0.14499676877192066, -0.06760746176680352, 0.18378022333053018)","(-0.047677673991588204, -0.1212237166686039, 0.19782938501023806)",0.129274932323055,0.304703937610213,"(0.6617437147312988, -0.38221063210048684, 0.644988595808459)",0.111995928240542,0.263976934413899,"(0.8689520798587658, -0.47873396599423274, 0.1254435040668031)","[0.8699417454839271, 0.4992103145734042, 1.195880107000014]"
2.9,"(-0.14499676877192066, -0.06760746176680352, 0.18378022333053018)","(-0.12309472930483359, -0.04524083120435477, 0.2559011769067322)","(-0.047677673991588204, -0.1212237166686039, 0.19782938501023806)",0.111995928240542,0.263976934413899,"(0.8689520798587658, -0.47873396599423274, 0.1254435040668031)",0.121792709673708,0.287068169697877,"(0.619224709880367, -0.6238705556992149, -0.47680843994745736)","[0.5048990388529292, 0.20246265418064577, 1.009808706254936]"
2.1,"(-0.12309472930483359, -0.04524083120435477, 0.2559011769067322)","(-0.06292694247147715, -0.12007895331791194, 0.10261893652123688)","(-0.047677673991588204, -0.1212237166686039, 0.19782938501023806)",0.121792709673708,0.287068169697877,"(0.619224709880367, -0.6238705556992149, -0.47680843994745736)",0.096430701406645,0.227289342930713,"(0.15813706897747495, -0.011871357710699809, 0.9873458048127404)","[1.5048116279907342, 1.4654960136559452, 0.5304794425079923]"
3.1,"(0.0015484921603640235, -0.023056006758826887, 0.3303627398854645)","(-0.091525059699159, -0.10975792897950998, 0.14103615423225835)","(-0.06757306720503145, -0.11458611610505867, 0.1608072749923769)",0.204706146857265,0.482497015311138,"(-0.3376623537034858, -0.4471292667633124, -0.8282871203243021)",0.031430980758946,0.074083532113316,"(0.7620504329095769, -0.15361235981077184, 0.6290328931110776)","[0.9689709989841274, 1.2944426309603436, 0.904731805145789]"
3.2,"(-0.091525059699159, -0.10975792897950998, 0.14103615423225835)","(-0.15029051699896886, -0.05139046122304793, 0.11192632716094048)","(-0.06757306720503145, -0.11458611610505867, 0.1608072749923769)",0.031430980758946,0.074083532113316,"(0.7620504329095769, -0.15361235981077184, 0.6290328931110776)",0.11500093198439,0.271059796163118,"(0.7192763429531603, -0.5495229803058344, 0.4250482755919864)","[1.3202246589109652, 0.36103696295846033, 1.5269224358235745]"
3.3,"(-0.15029051699896886, -0.05139046122304793, 0.11192632716094048)","(-0.15418454724298564, -0.09094080644043745, 0.13432496450352274)","(-0.06757306720503145, -0.11458611610505867, 0.1608072749923769)",0.11500093198439,0.271059796163118,"(0.7192763429531603, -0.5495229803058344, 0.4250482755919864)",0.093605351942765,0.220629930380274,"(0.9252834185262513, -0.2526063860010828, 0.2829144908834578)","[1.2885711247098175, 0.6746135044405122, 0.6934764389681175]"
3.4,"(-0.15418454724298564, -0.09094080644043745, 0.13432496450352274)","(-0.04279839578835569, -0.12398026463517053, 0.18298916967670295)","(-0.06757306720503145, -0.11458611610505867, 0.1608072749923769)",0.093605351942765,0.220629930380274,"(0.9252834185262513, -0.2526063860010828, 0.2829144908834578)",0.034555329866702,0.081447693582943,"(-0.7169565885275775, 0.27185816388817635, -0.641923974388126)","[0.36193655068060315, 1.4300044217515617, 0.4069943121545994]"
3.5,"(-0.04279839578835569, -0.12398026463517053, 0.18298916967670295)","(-0.07010795958776868, -0.08637351670902682, 0.10079350325193082)","(-0.06757306720503145, -0.11458611610505867, 0.1608072749923769)",0.034555329866702,0.081447693582943,"(-0.7169565885275775, 0.27185816388817635, -0.641923974388126)",0.066362860415954,0.156418762063525,"(0.038197455125484975, -0.4251263314932303, 0.9043276821446111)","[1.2238998935390906, 1.5020195869095696, 1.4162506052473167]"
3.6,"(-0.07010795958776868, -0.08637351670902682, 0.10079350325193082)","(-0.1521720761546663, -0.05304451694048011, 0.24700038465276847)","(-0.06757306720503145, -0.11458611610505867, 0.1608072749923769)",0.066362860415954,0.156418762063525,"(0.038197455125484975, -0.4251263314932303, 0.9043276821446111)",0.135549300610229,0.319492765488623,"(0.6241198484151417, -0.45401635336755286, -0.6358801504128667)","[0.8454318535713846, 0.224795355793552, 0.12732735469492715]"
3.7,"(-0.1521720761546663, -0.05304451694048011, 0.24700038465276847)","(-0.09542633355089312, -0.11454404473630725, 0.20977024346335021)","(-0.06757306720503145, -0.11458611610505867, 0.1608072749923769)",0.135549300610229,0.319492765488623,"(0.6241198484151417, -0.45401635336755286, -0.6358801504128667)",0.056330972809132,0.132773376213906,"(0.49445739984356474, -0.0007468603266266159, -0.8692015427618579)","[0.6748733530691101, 0.9882711816782761, 0.44683855201251593]"
3.8,"(-0.09542633355089312, -0.11454404473630725, 0.20977024346335021)","(-0.0554194636192137, -0.037693027365320486, 0.3014992361988289)","(-0.06757306720503145, -0.11458611610505867, 0.1608072749923769)",0.056330972809132,0.132773376213906,"(0.49445739984356474, -0.0007468603266266159, -0.8692015427618579)",0.160793299375864,0.37899344119344,"(-0.0755852615313774, -0.4782107776767236, -0.8749864686685483)","[0.09289942488278896, 0.12152658038059959, 0.9646397645586049]"
3.9,"(-0.0554194636192137, -0.037693027365320486, 0.3014992361988289)","(-0.08768087582468709, -0.042906846167678016, 0.3007216909139119)","(-0.06757306720503145, -0.11458611610505867, 0.1608072749923769)",0.160793299375864,0.37899344119344,"(-0.0755852615313774, -0.4782107776767236, -0.8749864686685483)",0.15848749316241,0.373558603827988,"(0.12687315710805147, -0.45227082911790084, -0.8828104548171383)","[0.3576068492127817, 0.1691605481760909, 0.44352188366343154]"
3.1,"(-0.08768087582468709, -0.042906846167678016, 0.3007216909139119)","(-0.057903748578549186, -0.12507693393202718, 0.1639462204387992)","(-0.06757306720503145, -0.11458611610505867, 0.1608072749923769)",0.15848749316241,0.373558603827988,"(0.12687315710805147, -0.45227082911790084, -0.8828104548171383)",0.014608420855613,0.034432378164769,"(-0.6619003328321688, 0.7181349668563267, -0.2148723313386974)","[0.7465842200512033, 1.460843297627417, 0.34334691450584187]"
4.1,"(0.001141320202753467, -0.02149203353286947, 0.3306376326484813)","(-0.08799418783418277, -0.1266699752186097, 0.14843845709571796)","(-0.14590047001579082, -0.08452233409010615, 0.20640857999706777)",0.202551140163855,0.477417615823096,"(-0.7259489633067179, -0.31118215630012214, -0.6133219124361267)",0.09214171866202,0.217180113653657,"(-0.6284480365947075, 0.4574219120342573, 0.6291408901757866)","[1.1901038414889031, 1.2909043704000398, 0.19783050279322076]"
4.2,"(-0.08799418783418277, -0.1266699752186097, 0.14843845709571796)","(-0.06257518626081732, -0.0878244417062952, 0.28595021684391764)","(-0.14590047001579082, -0.08452233409010615, 0.20640857999706777)",0.09214171866202,0.217180113653657,"(-0.6284480365947075, 0.4574219120342573, 0.6291408901757866)",0.115242695299233,0.271629637761009,"(-0.7230417818553744, 0.028653509080249967, -0.6902097928230178)","[0.3459085690772127, 0.555367651990825, 0.03929231819830939]"
4.3,"(-0.06257518626081732, -0.0878244417062952, 0.28595021684391764)","(-0.10947614652401536, -0.09040600934823446, 0.11845767232455448)","(-0.14590047001579082, -0.08452233409010615, 0.20640857999706777)",0.115242695299233,0.271629637761009,"(-0.7230417818553744, 0.028653509080249967, -0.6902097928230178)",0.095376680256736,0.224804991255329,"(-0.3818996781365029, 0.06168882416845082, 0.9221426813741731)","[1.1768317994735882, 1.0658742572851772, 1.3328426473206292]"
4.4,"(-0.10947614652401536, -0.09040600934823446, 0.11845767232455448)","(-0.07264904802258035, -0.08924462253900903, 0.1850375019901519)","(-0.14590047001579082, -0.08452233409010615, 0.20640857999706777)",0.095376680256736,0.224804991255329,"(-0.3818996781365029, 0.06168882416845082, 0.9221426813741731)",0.076451251182696,0.180197327138269,"(-0.9581454961170071, 0.061768622172290934, 0.279538629862907)","[0.3560550011676179, 1.2506343306507577, 1.3918392871213623]"
4.5,"(-0.07264904802258035, -0.08924462253900903, 0.1850375019901519)","(-0.03307789594032826, -0.11748709749829464, 0.1987315835079942)","(-0.14590047001579082, -0.08452233409010615, 0.20640857999706777)",0.076451251182696,0.180197327138269,"(-0.9581454961170071, 0.061768622172290934, 0.279538629862907)",0.117790259031315,0.277634303062543,"(-0.9578260121277776, 0.2798598430743295, 0.06517513886299042)","[0.037638969229284565, 1.3862706510219271, 0.6762669238167827]"
4.6,"(-0.03307789594032826, -0.11748709749829464, 0.1987315835079942)","(-0.04636283010039866, -0.12167342742217102, 0.23078064163817572)","(-0.14590047001579082, -0.08452233409010615, 0.20640857999706777)",0.117790259031315,0.277634303062543,"(-0.9578260121277776, 0.2798598430743295, 0.06517513886299042)",0.109004325071678,0.256925658122821,"(-0.9131531235108263, 0.3408221949691946, -0.2235880239163136)","[0.30414747021500155, 1.0794629278275791, 0.24051412981810977]"
4.7,"(-0.04636283010039866, -0.12167342742217102, 0.23078064163817572)","(-0.1598173504267142, -0.06507798472099077, 0.22609216729228682)","(-0.14590047001579082, -0.08452233409010615, 0.20640857999706777)",0.109004325071678,0.256925658122821,"(-0.9131531235108263, 0.3408221949691946, -0.2235880239163136)",0.030971049248753,0.072999463147519,"(0.44935127315661805, -0.6278233976815759, -0.6355479640720189)","[0.9840997952568367, 0.32634706894749127, 0.03048969255187096]"
4.8,"(-0.1598173504267142, -0.06507798472099077, 0.22609216729228682)","(-0.0809295990146177, -0.08927498862512079, 0.1704568060464658)","(-0.14590047001579082, -0.08452233409010615, 0.20640857999706777)",0.030971049248753,0.072999463147519,"(0.44935127315661805, -0.6278233976815759, -0.6355479640720189)",0.074406530990065,0.175377875425472,"(-0.8731877449017011, 0.06387415824625998, 0.48318035355528843)","[0.5224125571068428, 1.265276384368156, 1.4199241435172274]"
4.9,"(-0.0809295990146177, -0.08927498862512079, 0.1704568060464658)","(-0.07221430160563158, -0.10855158290460101, 0.24436609726842565)","(-0.14590047001579082, -0.08452233409010615, 0.20640857999706777)",0.074406530990065,0.175377875425472,"(-0.8731877449017011, 0.06387415824625998, 0.48318035355528843)",0.086300807243992,0.203412953413666,"(-0.8538294224969599, 0.27843596811972665, -0.4398280674715278)","[0.3812934887020446, 0.863636695404346, 0.43653375764963553]"
4.1,"(-0.07221430160563158, -0.10855158290460101, 0.24436609726842565)","(-0.17415582893213935, -0.06462605542519569, 0.14338903963615143)","(-0.14590047001579082, -0.08452233409010615, 0.20640857999706777)",0.086300807243992,0.203412953413666,"(-0.8538294224969599, 0.27843596811972665, -0.4398280674715278)",0.071872732517309,0.16940565515132,"(0.39313043941308246, -0.27682652332884294, 0.8768212666151193)","[1.2393320729397495, 0.38601166736520565, 0.7808765406155913]"
5.1,"(0.0012738900087102623, -0.024262341508468063, 0.3301351590568052)","(-0.08280077502017769, -0.09062399084985112, 0.09879041304330383)","(-0.1289022615594541, -0.09552953828907534, 0.09909497932228403)",0.274598631507557,0.647235181478466,"(-0.47405972438206295, -0.2595322357920996, -0.8413741119760915)",0.046362746008275,0.109278040322937,"(-0.994364883629793, -0.10580795706856144, 0.006569202758737443)","[1.309552635319216, 1.3461054726537875, 1.3613774228263196]"
5.2,"(-0.08280077502017769, -0.09062399084985112, 0.09879041304330383)","(-0.09457156284099845, -0.11083095795468995, 0.12180846910758616)","(-0.1289022615594541, -0.09552953828907534, 0.09909497932228403)",0.046362746008275,0.109278040322937,"(-0.994364883629793, -0.10580795706856144, 0.006569202758737443)",0.043916203575761,0.103511484507964,"(-0.7817319331629184, 0.3484230971654422, -0.5172006670867773)","[1.182940153946331, 1.2334866903930417, 0.8312211110111117]"
5.3,"(-0.09457156284099845, -0.11083095795468995, 0.12180846910758616)","(-0.16059103727792326, -0.03115454944228855, 0.17566335106421144)","(-0.1289022615594541, -0.09552953828907534, 0.09909497932228403)",0.043916203575761,0.103511484507964,"(-0.7817319331629184, 0.3484230971654422, -0.5172006670867773)",0.104933470574309,0.24733056205511,"(0.30198920844830596, -0.6134838435673343, -0.7296849262953266)","[0.955985651926571, 0.07103473981009926, 1.3797589308779545]"
5.4,"(-0.16059103727792326, -0.03115454944228855, 0.17566335106421144)","(-0.15284866715380083, -0.09876509661699162, 0.15800515665496728)","(-0.1289022615594541, -0.09552953828907534, 0.09909497932228403)",0.104933470574309,0.24733056205511,"(0.30198920844830596, -0.6134838435673343, -0.7296849262953266)",0.063673449505665,0.15007975975665,"(0.3760814873429488, 0.050814874222079025, -0.9251921764885983)","[1.2249900207568862, 0.6979100257136654, 0.320500256251961]"
5.5,"(-0.15284866715380083, -0.09876509661699162, 0.15800515665496728)","(-0.052915140275260786, -0.04699055381014284, 0.29110817232562036)","(-0.1289022615594541, -0.09552953828907534, 0.09909497932228403)",0.063673449505665,0.15007975975665,"(0.3760814873429488, 0.050814874222079025, -0.9251921764885983)",0.212130011791451,0.499995232769725,"(-0.35821014029310294, -0.22881714882782375, -0.9051675026167815)","[0.06384229761584974, 0.22772209184878678, 1.1141826030230984]"
5.6,"(-0.052915140275260786, -0.04699055381014284, 0.29110817232562036)","(-0.04900405934986702, -0.09746991899280116, 0.1941176820000732)","(-0.1289022615594541, -0.09552953828907534, 0.09909497932228403)",0.212130011791451,0.499995232769725,"(-0.35821014029310294, -0.22881714882782375, -0.9051675026167815)",0.124164414458374,0.292658331485245,"(-0.6434871259862673, 0.01562751060511241, -0.7652973929148202)","[0.07007741538933906, 1.3550367532611212, 1.1977232240351792]"
5.7,"(-0.04900405934986702, -0.09746991899280116, 0.1941176820000732)","(-0.07982790894125934, -0.09800277842860605, 0.09283556142299695)","(-0.1289022615594541, -0.09552953828907534, 0.09909497932228403)",0.124164414458374,0.292658331485245,"(-0.6434871259862673, 0.01562751060511241, -0.7652973929148202)",0.049533718961134,0.116752095249355,"(-0.9907261890975757, 0.04993043509354297, 0.12636680690578533)","[1.3889561270998079, 1.3290219271358934, 1.1727503902768261]"
5.8,"(-0.07982790894125934, -0.09800277842860605, 0.09283556142299695)","(-0.019888195929908467, -0.08232852639702992, 0.30114465335408525)","(-0.1289022615594541, -0.09552953828907534, 0.09909497932228403)",0.049533718961134,0.116752095249355,"(-0.9907261890975757, 0.04993043509354297, 0.12636680690578533)",0.229961744636828,0.542025030153969,"(-0.4740530465261002, -0.057405251960030886, -0.8786229829265385)","[0.07289317304064755, 0.4872354939957164, 0.1237987910787568]"
5.9,"(-0.019888195929908467, -0.08232852639702992, 0.30114465335408525)","(-0.07147127861607695, -0.1271499469139451, 0.1714156806402454)","(-0.1289022615594541, -0.09552953828907534, 0.09909497932228403)",0.229961744636828,0.542025030153969,"(-0.4740530465261002, -0.057405251960030886, -0.8786229829265385)",0.097613789407891,0.230077908092116,"(-0.58834907743818, 0.32393382960208855, -0.7408861161588652)","[0.8821152697771257, 1.3194453544072522, 0.19668098231739092]"
5.1,"(-0.07147127861607695, -0.1271499469139451, 0.1714156806402454)","(-0.15237769849247665, -0.05032041632392456, 0.14055782818984025)","(-0.1289022615594541, -0.09552953828907534, 0.09909497932228403)",0.097613789407891,0.230077908092116,"(-0.58834907743818, 0.32393382960208855, -0.7408861161588652)",0.065682027102321,0.154814022553765,"(0.35741035970847884, -0.6883027817445873, -0.6312662793272891)","[1.141628569461975, 0.3336376225614596, 1.538917460571016]"
6.1,"(0.0032631720967828386, -0.025188444953057842, 0.3299369424974749)","(-0.05880191533559641, -0.12321513495035666, 0.1349849242293335)","(-0.08229759822201936, -0.10339559401938317, 0.20056631389999155)",0.173705967445961,0.409428891712029,"(-0.49256091530315294, -0.4502271868734457, -0.7447679000304346)",0.072427757028287,0.170713860469445,"(-0.32440163620207935, 0.27364565387870393, 0.9054731550646382)","[1.1065964181870367, 1.5410677808331419, 0.3702967492063526]"
6.2,"(-0.05880191533559641, -0.12321513495035666, 0.1349849242293335)","(-0.09561360274553843, -0.08710973910339699, 0.21691623519374803)","(-0.08229759822201936, -0.10339559401938317, 0.20056631389999155)",0.072427757028287,0.170713860469445,"(-0.32440163620207935, 0.27364565387870393, 0.9054731550646382)",0.026643291334348,0.062798839918822,"(0.4997882715170462, -0.6112553705026132, -0.6136599674785022)","[0.4620615609295157, 0.7888088008533234, 1.202465123769947]"
6.3,"(-0.09561360274553843, -0.08710973910339699, 0.21691623519374803)","(-0.06138681317364534, -0.09956945788443389, 0.20424745896778987)","(-0.08229759822201936, -0.10339559401938317, 0.20056631389999155)",0.026643291334348,0.062798839918822,"(0.4997882715170462, -0.6112553705026132, -0.6136599674785022)",0.021574315239948,0.050851148685411,"(-0.9692444379256523, -0.1773468169161017, -0.17062627605358144)","[0.20133696726009298, 1.2065449010495026, 1.1695968501320788]"
6.4,"(-0.06138681317364534, -0.09956945788443389, 0.20424745896778987)","(-0.1589685215920262, -0.04786353753787208, 0.2233756484471533)","(-0.08229759822201936, -0.10339559401938317, 0.20056631389999155)",0.021574315239948,0.050851148685411,"(-0.9692444379256523, -0.1773468169161017, -0.17062627605358144)",0.097378157355536,0.229522518018501,"(0.7873523740039017, -0.5702722046665839, -0.23423460832066156)","[0.8292693790695196, 0.18860808438786042, 0.7494141422743872]"
6.5,"(-0.1589685215920262, -0.04786353753787208, 0.2233756484471533)","(-0.102094380018372, -0.09752793915441343, 0.25072621931832983)","(-0.08229759822201936, -0.10339559401938317, 0.20056631389999155)",0.097378157355536,0.229522518018501,"(0.7873523740039017, -0.5702722046665839, -0.23423460832066156)",0.054243507027878,0.127853172182509,"(0.36496131760393485, -0.10817248342652527, -0.9247172273090505)","[0.6303445200074608, 0.6484523702286883, 0.12295701314254619]"
6.6,"(-0.102094380018372, -0.09752793915441343, 0.25072621931832983)","(-0.07304143260149074, -0.07668580002670478, 0.27030499229032295)","(-0.08229759822201936, -0.10339559401938317, 0.20056631389999155)",0.054243507027878,0.127853172182509,"(0.36496131760393485, -0.10817248342652527, -0.9247172273090505)",0.075250069506653,0.177366114776377,"(-0.12300540957919402, -0.3549471006178548, -0.9267589896932391)","[0.22971596812227876, 0.5168405024650187, 0.9144363316113021]"
6.7,"(-0.07304143260149074, -0.07668580002670478, 0.27030499229032295)","(-0.14279166915102054, -0.10096343494941215, 0.13460799143775792)","(-0.08229759822201936, -0.10339559401938317, 0.20056631389999155)",0.075250069506653,0.177366114776377,"(-0.12300540957919402, -0.3549471006178548, -0.9267589896932391)",0.089531828515543,0.211028543584573,"(0.675671120896397, -0.02716530099180068, 0.7367025063135263)","[1.2723979969358337, 0.7872340680242278, 0.6436626174296419]"
6.8,"(-0.14279166915102054, -0.10096343494941215, 0.13460799143775792)","(-0.09738712687362328, -0.08753957440529642, 0.22069727742992626)","(-0.08229759822201936, -0.10339559401938317, 0.20056631389999155)",0.089531828515543,0.211028543584573,"(0.675671120896397, -0.02716530099180068, 0.7367025063135263)",0.029738240122331,0.070093704170181,"(0.5074116218556157, -0.5331862123939192, -0.6769386300979434)","[0.45994401818952396, 0.7734892429500184, 1.139516200010082]"
6.9,"(-0.09738712687362328, -0.08753957440529642, 0.22069727742992626)","(-0.0999879432171534, -0.08025180179996573, 0.08515173919762703)","(-0.08229759822201936, -0.10339559401938317, 0.20056631389999155)",0.029738240122331,0.070093704170181,"(0.5074116218556157, -0.5331862123939192, -0.6769386300979434)",0.119034060159562,0.280565970436645,"(0.1486158245078818, -0.19442999918169548, 0.9695928589485632)","[1.4672870423458368, 1.0134840080123824, 1.5415978779174135]"
6.1,"(-0.0999879432171534, -0.08025180179996573, 0.08515173919762703)","(-0.19922993473104522, -0.031398391890326324, 0.14294416683838285)","(-0.08229759822201936, -0.10339559401938317, 0.20056631389999155)",0.119034060159562,0.280565970436645,"(0.1486158245078818, -0.19442999918169548, 0.9695928589485632)",0.14891971081043,0.351007124554648,"(0.7852038919003628, -0.48346321475675674, 0.3869343201650451)","[1.3624160116749704, 0.05059472706160493, 0.3724877034602605]"
