Step Index,Current Position,Next Position,Goal Postion,Current Distance,Current Norm Distance,Current Unit Vector,Next Distance,Next Norm Distance,Next Unit Vector,Action
1.18,"(0.055933500108498825, 0.11597241309052062, 0.22679790700526556)","(-0.09953033938299954, -0.11857784663533115, 0.10700009733785035)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.21290534699588745,0.5018227153722232,"(0.8793605976202613, 0.2919409153964236, -0.37615879794368107)",0.4550209799749324,1.0724947350747431,"(0.75311782916302, 0.6520711234830759, 0.08727419616530127)","[1.4446617392599883, 1.1160586860123154, 0.6459307153502675]"
1.19,"(-0.09953033938299954, -0.11857784663533115, 0.10700009733785035)","(-0.009130847253018715, 0.03835976952352562, 0.28937390788951267)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.4550209799749324,1.0724947350747431,"(0.75311782916302, 0.6520711234830759, 0.08727419616530127)",0.32176917655521003,0.7584172223966683,"(0.7840555867820437, 0.43437481165255654, -0.4433681989471856)","[-0.2165106482356801, -0.747561404647093, 1.5178304534612004]"
1.2,"(-0.009130847253018715, 0.03835976952352562, 0.28937390788951267)","(0.04827013056049837, -0.08224097284994952, 0.20932095401189316)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.32176917655521003,0.7584172223966683,"(0.7840555867820437, 0.43437481165255654, -0.4433681989471856)",0.3311974862964058,0.7806399615737573,"(0.588422167384572, 0.7861447583639716, -0.18903907486891572)","[0.001255133583516672, 1.1204359003431508, -1.4616434448585949]"
1.21,"(0.04827013056049837, -0.08224097284994952, 0.20932095401189316)","(-0.0014878200162422445, -0.11248907272080666, 0.25247266805706997)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.3311974862964058,0.7806399615737573,"(0.588422167384572, 0.7861447583639716, -0.18903907486891572)",0.3943265616601421,0.9294366191728726,"(0.6204042970517494, 0.7369964287533182, -0.26820658493888594)","[0.2170974033154972, 0.9057130488565136, -0.3685519154947767]"
1.22,"(-0.0014878200162422445, -0.11248907272080666, 0.25247266805706997)","(-0.08486002874701282, -0.11907441882518856, 0.21011181338925777)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.3943265616601421,0.9294366191728726,"(0.6204042970517494, 0.7369964287533182, -0.26820658493888594)",0.4471489916499791,1.053940280654757,"(0.7335677998869969, 0.6646612636065767, -0.14178747345890502)","[0.9082179787495073, 0.9770843765387774, -0.1678159133957627]"
1.23,"(-0.08486002874701282, -0.11907441882518856, 0.21011181338925777)","(-0.07777740058527416, -0.11822303619261572, 0.22060934810845123)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.4471489916499791,1.053940280654757,"(0.7335677998869969, 0.6646612636065767, -0.14178747345890502)",0.44303716251087427,1.0442486064302856,"(0.7243895118092909, 0.6689082908945252, -0.16679788234046214)","[0.7993318019021326, 0.9531096079134437, -0.15850694289929854]"
1.24,"(-0.07777740058527416, -0.11822303619261572, 0.22060934810845123)","(-0.15708085844800215, -0.057560966511612, 0.22420068337594906)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.44303716251087427,1.0442486064302856,"(0.7243895118092909, 0.6689082908945252, -0.16679788234046214)",0.47089481403784306,1.1099097207724569,"(0.8499455075654946, 0.5005133938000095, -0.16455691050828075)","[1.1429496349004142, 0.23977268568987645, -0.4515006344921337]"
1.25,"(-0.15708085844800215, -0.057560966511612, 0.22420068337594906)","(-0.08903620908835176, 0.07388278327083757, 0.22610047298913272)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.47089481403784306,1.1099097207724569,"(0.8499455075654946, 0.5005133938000095, -0.16455691050828075)",0.3570995222736306,0.8416916458605359,"(0.9302456644373766, 0.2919225739948671, -0.22231557432549615)","[0.37325372470539825, -1.2886356830130872, 1.530212578773753]"
1.26,"(-0.08903620908835176, 0.07388278327083757, 0.22610047298913272)","(-0.1341369161400487, -0.06952018584772807, 0.10709201843406649)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.3570995222736306,0.8416916458605359,"(0.9302456644373766, 0.2919225739948671, -0.22231557432549615)",0.45304296640758396,1.067832512385573,"(0.8327929520926878, 0.5466333200066112, 0.08745234361237067)","[1.3323407242077834, 0.5936994599738051, 1.5703501423659472]"
1.27,"(-0.1341369161400487, -0.06952018584772807, 0.10709201843406649)","(0.1571112216671826, -0.054549447157963296, 0.23113056730879586)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.45304296640758396,1.067832512385573,"(0.8327929520926878, 0.5466333200066112, 0.08745234361237067)",0.2620473329717258,0.6176514871205215,"(0.32834851107396196, 0.8879221914018174, -0.32215126461292476)","[-0.770457813795566, 0.19869786310323506, -0.37352174850047964]"
1.28,"(0.1571112216671826, -0.054549447157963296, 0.23113056730879586)","(-0.03317723421718884, 0.056219599602442154, 0.2689896094643255)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.2620473329717258,0.6176514871205215,"(0.32834851107396196, 0.8879221914018174, -0.32215126461292476)",0.3258413529703786,0.7680154342545137,"(0.8480547511158318, 0.37413481828358797, -0.37526827318302736)","[0.5843864024834594, -1.0716954049012626, -1.49398222787484]"
1.29,"(-0.03317723421718884, 0.056219599602442154, 0.2689896094643255)","(0.04969579135967107, 0.07908743816791813, 0.29796377581215194)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.3258413529703786,0.7680154342545137,"(0.8480547511158318, 0.37413481828358797, -0.37526827318302736)",0.2647874100892029,0.6241099108229955,"(0.730617372836976, 0.3740387686257806, -0.571220845272391)","[-0.2633538278445151, -0.8779983789542468, 0.21559218948860356]"
1.3,"(0.04969579135967107, 0.07908743816791813, 0.29796377581215194)","(0.10516314985433524, 0.0053289722801697584, 0.28314383454575615)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.2647874100892029,0.6241099108229955,"(0.730617372836976, 0.3740387686257806, -0.571220845272391)",0.2598360964809434,0.612439552729057,"(0.5310691058474112, 0.6650316297289228, -0.5250700298765147)","[-0.3261813485592442, -0.3102417562083127, -0.9029055253742195]"
1.31,"(0.10516314985433524, 0.0053289722801697584, 0.28314383454575615)","(0.03838959226288753, -0.1132901304359515, 0.18410896989534514)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.2598360964809434,0.612439552729057,"(0.5310691058474112, 0.6650316297289228, -0.5250700298765147)",0.3581224508461868,0.8441027116282825,"(0.5717722542461044, 0.8137393361758504, -0.10442596436908953)","[-0.042321192700896, 1.4170766740210186, -0.6895562276649226]"
1.32,"(0.03838959226288753, -0.1132901304359515, 0.18410896989534514)","(0.08028637010304708, 0.07866982072289819, 0.21235422002668317)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.3581224508461868,0.8441027116282825,"(0.5717722542461044, 0.8137393361758504, -0.10442596436908953)",0.2018088179732758,0.4756679456404831,"(0.8070395774176327, 0.49283463062335375, -0.3252708830189251)","[-1.096120446024097, -1.4270523010641016, 1.5325402150648595]"
1.33,"(0.08028637010304708, 0.07866982072289819, 0.21235422002668317)","(-0.018391022804973754, -0.11711404566547108, 0.2279598469843906)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.2018088179732758,0.4756679456404831,"(0.8070395774176327, 0.49283463062335375, -0.3252708830189251)",0.40270967377631206,0.9491958039221754,"(0.6494631569978185, 0.733139181590057, -0.20175368180008071)","[0.45334510630776303, 1.1227180727025097, -0.5732571541993057]"
1.34,"(-0.018391022804973754, -0.11711404566547108, 0.2279598469843906)","(0.07650902997726006, -0.11707923568214518, 0.23185532032926964)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.40270967377631206,0.9491958039221754,"(0.6494631569978185, 0.733139181590057, -0.20175368180008071)",0.34952458536155273,0.823837348335234,"(0.4767763135451879, 0.84459704132707, -0.2435984085001796)","[-0.580453835520606, 0.902957328015532, 0.037375574730599194]"
1.35,"(0.07650902997726006, -0.11707923568214518, 0.23185532032926964)","(0.06864323896127425, 0.1142070210001248, 0.21504924584212426)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.34952458536155273,0.823837348335234,"(0.4767763135451879, 0.84459704132707, -0.2435984085001796)",0.19801507428488757,0.46672600601333986,"(0.8813007542395769, 0.32280963566038384, -0.34511290862783334)","[-0.3649567536522184, -1.457485982472622, -0.609900095407825]"
1.36,"(0.06864323896127425, 0.1142070210001248, 0.21504924584212426)","(-0.1366302488307949, 0.06572600539512832, 0.20818554953011306)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.19801507428488757,0.46672600601333986,"(0.8813007542395769, 0.32280963566038384, -0.34511290862783334)",0.40081095200293343,0.9447204737837002,"(0.9475397820650541, 0.2804369217669038, -0.15337370802720213)","[1.2612514297245918, -0.9157542961074913, -1.1153107227083436]"
1.37,"(-0.1366302488307949, 0.06572600539512832, 0.20818554953011306)","(0.17864908508931865, -0.010728194327727706, 0.17317867546982665)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.40081095200293343,0.9447204737837002,"(0.9475397820650541, 0.2804369217669038, -0.15337370802720213)",0.20131599720951968,0.47450635596061147,"(0.32041660416533757, 0.9381092011106726, -0.1314698694250855)","[-1.421894855406465, -0.10513726389080337, 1.0849171128509036]"
1.38,"(0.17864908508931865, -0.010728194327727706, 0.17317867546982665)","(0.053365243961706, -0.08430971371452388, 0.07856531014466232)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.20131599720951968,0.47450635596061147,"(0.32041660416533757, 0.9381092011106726, -0.1314698694250855)",0.33096432499177264,0.7800903951083693,"(0.5734419542721513, 0.7929492361641726, 0.20590248650074877)","[-1.5558616418917024, 1.5445755968002652, -1.3499968174337043]"
1.39,"(0.053365243961706, -0.08430971371452388, 0.07856531014466232)","(-0.03326967315919614, -0.07071642553908718, 0.29869239797099084)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.33096432499177264,0.7800903951083693,"(0.5734419542721513, 0.7929492361641726, 0.20590248650074877)",0.4017858497792691,0.947018329879069,"(0.6879877591269274, 0.6193464022217041, -0.37826297379804424)","[0.382680193333915, 0.428117278645166, -0.5959145772215786]"
1.4,"(-0.03326967315919614, -0.07071642553908718, 0.29869239797099084)","(-0.029079177201834436, -0.10766875626874024, 0.21468602647098167)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.4017858497792691,0.947018329879069,"(0.6879877591269274, 0.6193464022217041, -0.37826297379804424)",0.4005138583846036,0.944020217409806,"(0.6797099395740934, 0.7135756860118174, -0.16971781985680345)","[0.7674618266344098, 1.2642352329752438, -0.9218480763639842]"
1.41,"(-0.029079177201834436, -0.10766875626874024, 0.21468602647098167)","(-0.12246326629300583, -0.09308081359629589, 0.11019205663948961)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.4005138583846036,0.944020217409806,"(0.6797099395740934, 0.7135756860118174, -0.16971781985680345)",0.45668813076050613,1.076424247160542,"(0.8005842826777829, 0.5938604275306095, 0.07996623626544837)","[1.3447538124226688, 0.9307622209293314, 1.1278191764214303]"
1.42,"(-0.12246326629300583, -0.09308081359629589, 0.11019205663948961)","(-0.08354736420691856, -0.010475063229849577, 0.29734255677058014)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.45668813076050613,1.076424247160542,"(0.8005842826777829, 0.5938604275306095, 0.07996623626544837)",0.4061953680324161,0.9574116640742893,"(0.8042963145266538, 0.46431661475788033, -0.37083354715913186)","[0.284981833890057, -0.11876444293795656, 0.926771831603268]"
1.43,"(-0.08354736420691856, -0.010475063229849577, 0.29734255677058014)","(0.10141839077354528, -0.11734033627170368, 0.19853849502524398)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.4061953680324161,0.9574116640742893,"(0.8042963145266538, 0.46431661475788033, -0.37083354715913186)",0.3317780502475761,0.7820083639297073,"(0.4272002997185668, 0.8905608162942524, -0.1562092711771019)","[-0.7618212556860787, 0.9894984709946513, -0.2995034456755114]"
1.44,"(0.10141839077354528, -0.11734033627170368, 0.19853849502524398)","(-0.1658978441856095, -0.019640293670567743, 0.20198843019022086)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.3317780502475761,0.7820083639297073,"(0.4272002997185668, 0.8905608162942524, -0.1562092711771019)",0.45770226628014654,1.0788145875038082,"(0.8937074329769474, 0.43208981738974495, -0.1207700871484812)","[0.8934023783729856, -0.04287759366195928, 1.1143372171737567]"
1.45,"(-0.1658978441856095, -0.019640293670567743, 0.20198843019022086)","(-0.13596945177653272, 0.07323020599384178, 0.15700883205254762)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.45770226628014654,1.0788145875038082,"(0.8937074329769474, 0.43208981738974495, -0.1207700871484812)",0.3935025622903295,0.9274944340325794,"(0.9634588472543761, 0.26657511041581683, -0.026167922234366748)","[0.9958044217111792, -1.1853950656543357, 1.3518678335433327]"
1.46,"(-0.13596945177653272, 0.07323020599384178, 0.15700883205254762)","(0.06694632204766221, -0.03281444132444412, 0.27232399703490495)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.3935025622903295,0.9274944340325794,"(0.9634588472543761, 0.26657511041581683, -0.026167922234366748)",0.302199304579146,0.7122905917925768,"(0.5830845688976114, 0.6980248899100012, -0.4156604847464064)","[-0.10654815663426961, 0.10381859311534923, -1.564172194831074]"
1.47,"(0.06694632204766221, -0.03281444132444412, 0.27232399703490495)","(0.08190006768844431, -0.12699154648849487, 0.16535368994234947)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.302199304579146,0.7122905917925768,"(0.5830845688976114, 0.6980248899100012, -0.4156604847464064)",0.3456131293908622,0.8146179581979411,"(0.4665737261634559, 0.8828360832574761, -0.05393892984243826)","[-0.9999701190415918, 1.2515411841280037, -0.03693870478548822]"
1.48,"(0.08190006768844431, -0.12699154648849487, 0.16535368994234947)","(0.024954705404819852, -0.11321185783769036, 0.261509761433017)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.3456131293908622,0.8146179581979411,"(0.4665737261634559, 0.8828360832574761, -0.05393892984243826)",0.3816655450452777,0.8995943168225853,"(0.5717030806347643, 0.7633386262006474, -0.3007818633874537)","[-0.10942857048499677, 0.8667408140040466, -0.05960218908241211]"
1.49,"(0.024954705404819852, -0.11321185783769036, 0.261509761433017)","(0.1438367253808835, 0.00963012871212825, 0.2724599841713068)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.3816655450452777,0.8995943168225853,"(0.5717030806347643, 0.7633386262006474, -0.3007818633874537)",0.2325256287403256,0.5480681629398326,"(0.4271243064108915, 0.7246429874675715, -0.5407932762036599)","[-0.786638874121738, -0.26461169060355566, 0.2963231791229917]"
1.5,"(0.1438367253808835, 0.00963012871212825, 0.2724599841713068)","(0.1133921397702896, -0.0571352573753806, 0.21692480191196764)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.2325256287403256,0.5480681629398326,"(0.4271243064108915, 0.7246429874675715, -0.5407932762036599)",0.27769935690520736,0.6545436613293848,"(0.4672748794062066, 0.8471876023860615, -0.25283859167316924)","[-0.5317916364205363, 0.45470647527549696, -1.5558972143568497]"
1.51,"(0.1133921397702896, -0.0571352573753806, 0.21692480191196764)","(0.19569186795645213, -0.009332696569638541, 0.09445863789141085)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.27769935690520736,0.6545436613293848,"(0.4672748794062066, 0.8471876023860615, -0.25283859167316924)",0.20031132768991888,0.47213832719340765,"(0.23694219328609653, 0.9358476812909973, 0.26085918512300454)","[-1.570358318118779, -0.12921705004585504, -0.5270991343194414]"
1.52,"(0.19569186795645213, -0.009332696569638541, 0.09445863789141085)","(-0.11218574204023027, -0.08254769705800998, 0.13815630408376228)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.20031132768991888,0.47213832719340765,"(0.23694219328609653, 0.9358476812909973, 0.26085918512300454)",0.44078509461085036,1.0389404314842874,"(0.8061520674452379, 0.5913899885236418, 0.019409421108717635)","[0.9424763979916435, 0.9690435394153494, 1.505957357525401]"
1.53,"(-0.11218574204023027, -0.08254769705800998, 0.13815630408376228)","(0.2024890283099976, 0.0012193616777610577, 0.14169981897687856)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.44078509461085036,1.0389404314842874,"(0.8061520674452379, 0.5913899885236418, 0.019409421108717635)",0.1815915747266992,0.4280154463186423,"(0.2239368485600504, 0.9742127825797275, 0.027599675999146322)","[-1.5424673959522637, -0.20329362883930086, 0.4587703452979577]"
1.54,"(0.2024890283099976, 0.0012193616777610577, 0.14169981897687856)","(0.019279987073023388, -0.12310817399912438, 0.18892802123399266)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.1815915747266992,0.4280154463186423,"(0.2239368485600504, 0.9742127825797275, 0.027599675999146322)",0.3776839621943654,0.8902096360434647,"(0.5927550773022155, 0.7975884579112575, -0.11177687658539465)","[-0.5595821056654837, 1.4445457544847626, 0.46993560129548234]"
1.55,"(0.019279987073023388, -0.12310817399912438, 0.18892802123399266)","(-0.13536321030549847, 0.09666969784461109, 0.1255822752239072)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.3776839621943654,0.8902096360434647,"(0.5927550773022155, 0.7975884579112575, -0.11177687658539465)",0.38775929749830573,0.9139574290972795,"(0.9761655904240539, 0.2100749038545956, 0.054491052866876395)","[1.2431733283407032, -1.2139498386787086, 0.9421298195082723]"
1.56,"(-0.13536321030549847, 0.09666969784461109, 0.1255822752239072)","(0.04251583574555079, 0.0821718489573974, 0.25638366214860087)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.38775929749830573,0.9139574290972795,"(0.9761655904240539, 0.2100749038545956, 0.054491052866876395)",0.2479743226713486,0.5844810837368388,"(0.8091089245547229, 0.3869608151125833, -0.4422714955469151)","[-0.6086627895103716, -1.1814981145413908, 1.2798159964223197]"
1.57,"(0.04251583574555079, 0.0821718489573974, 0.25638366214860087)","(0.05934847113045503, -0.045009337242551455, 0.31360474598262766)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.2479743226713486,0.5844810837368388,"(0.8091089245547229, 0.3869608151125833, -0.4422714955469151)",0.33380855382267594,0.7867943067536293,"(0.550631791917881, 0.668459599589466, -0.4999663923165178)","[-0.33950508798912565, 0.20815164813273881, 0.3300155257701061]"
1.58,"(0.05934847113045503, -0.045009337242551455, 0.31360474598262766)","(0.014348922853047126, 0.0754756307639657, 0.2587649185374909)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.33380855382267594,0.7867943067536293,"(0.550631791917881, 0.668459599589466, -0.4999663923165178)",0.2746730280998874,0.647410535928245,"(0.8330091673329398, 0.37372640820050573, -0.40795134385467025)","[-0.4329867129179992, -1.2181112282094468, 1.450253693525546]"
1.59,"(0.014348922853047126, 0.0754756307639657, 0.2587649185374909)","(0.10838594265532926, -0.09408645115504533, 0.11282969239935794)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.2746730280998874,0.647410535928245,"(0.8330091673329398, 0.37372640820050573, -0.40795134385467025)",0.30563254441275955,0.7203828156852031,"(0.44094823371301933, 0.8906598826488522, 0.11085859743520746)","[-1.2194696578825837, 1.0594120950758283, -1.1040590990044896]"
1.6,"(0.10838594265532926, -0.09408645115504533, 0.11282969239935794)","(-0.0772475166734084, -0.08834802855652694, 0.2596250524113988)","(0.2431540732793515, 0.1781281949852932, 0.14671168760351022)",0.30563254441275955,0.7203828156852031,"(0.44094823371301933, 0.8906598826488522, 0.11085859743520746)",0.43175940581486577,1.0176666789758868,"(0.7420836364828263, 0.6171868405249811, -0.2615191777809347)","[0.2858123027268088, 0.6377627863848834, 0.8532903346914138]"
