Step Index,Current Position,Next Position,Goal Postion,Current Distance,Current Norm Distance,Current Unit Vector,Next Distance,Next Norm Distance,Next Unit Vector,Action
2.5,"(-0.18023551826336728, -0.04574632005854635, 0.09342800091368275)","(-0.17228673759196989, -0.04167791655051457, 0.12106512490833783)","(-0.047677673991588204, -0.1212237166686039, 0.19782938501023806)",0.18484606698085201,0.4356863581260774,"(0.7171255869107055, -0.4083256833258788, 0.5648017607394921)",0.16657642293188787,0.3926243941364541,"(0.7480594276618222, -0.4775333670756945, 0.4608350854867899)","[1.3065571973409358, 0.17248929631224125, 1.2124027934226842]"
2.6,"(-0.17228673759196989, -0.04167791655051457, 0.12106512490833783)","(-0.06471424396547526, -0.12283514297058147, 0.18305950958728823)","(-0.047677673991588204, -0.1212237166686039, 0.19782938501023806)",0.16657642293188787,0.3926243941364541,"(0.7480594276618222, -0.4775333670756945, 0.4608350854867899)",0.022605101884559435,0.05328073610661594,"(0.7536603931665532, 0.07128595616188142, 0.6533868105694534)","[0.571090638274689, 1.317369977595074, 0.4927188417180682]"
2.7,"(-0.06471424396547526, -0.12283514297058147, 0.18305950958728823)","(-0.05848890520478551, -0.08253579986733647, 0.2574572777070808)","(-0.047677673991588204, -0.1212237166686039, 0.19782938501023806)",0.022605101884559435,0.05328073610661594,"(0.7536603931665532, 0.07128595616188142, 0.6533868105694534)",0.07189661476198443,0.16946194614185342,"(0.15037190901112882, -0.5381048458170772, -0.8293560537480439)","[0.11206807482471065, 0.6700052058278778, 1.1375644152389013]"
2.8,"(-0.05848890520478551, -0.08253579986733647, 0.2574572777070808)","(-0.12726417530243384, -0.11627334243148854, 0.12907017140111335)","(-0.047677673991588204, -0.1212237166686039, 0.19782938501023806)",0.07189661476198443,0.16946194614185342,"(0.15037190901112882, -0.5381048458170772, -0.8293560537480439)",0.1052917226192732,0.24817497022300358,"(0.7558666467887919, -0.047015796816389226, 0.6530353184338408)","[1.391726651033456, 0.9506946568808429, 0.2949205207415512]"
2.9,"(-0.12726417530243384, -0.11627334243148854, 0.12907017140111335)","(-0.11856772392046448, -0.049852136893174956, 0.282598184565881)","(-0.047677673991588204, -0.1212237166686039, 0.19782938501023806)",0.1052917226192732,0.24817497022300358,"(0.7558666467887919, -0.047015796816389226, 0.6530353184338408)",0.1315486638345816,0.31006317417820733,"(0.5388884072438648, -0.542548876552456, -0.6443911863843564)","[0.6166667960255622, 0.18771065882692461, 0.013826847301837105]"
2.1,"(-0.11856772392046448, -0.049852136893174956, 0.282598184565881)","(-0.15806199906880902, -0.09165963423764106, 0.13364602566000547)","(-0.047677673991588204, -0.1212237166686039, 0.19782938501023806)",0.1315486638345816,0.31006317417820733,"(0.5388884072438648, -0.542548876552456, -0.6443911863843564)",0.13106577665515667,0.3089249981811426,"(0.8422055542969832, -0.2255667588095711, 0.4897034221153211)","[1.3318892292968019, 0.6442167538467576, 0.5913065425217024]"
3.1,"(0.0007345231104178807, -0.025868637314398587, 0.32982417808366826)","(-0.02502010206686713, -0.12659162947148064, 0.18182473953531272)","(-0.06757306720503145, -0.11458611610505867, 0.1608072749923769)",0.2027398122427992,0.4778623201779025,"(-0.3369224305764121, -0.4375927836236373, -0.8336640999197453)",0.048955296026627494,0.11538873931807715,"(-0.8692208727533616, 0.24523421040885954, -0.4293195271764697)","[0.2985443805842441, 1.5187186575400535, 0.1662072731744469]"
3.2,"(-0.02502010206686713, -0.12659162947148064, 0.18182473953531272)","(-0.049321792662037796, -0.09749415712446677, 0.1910432138065132)","(-0.06757306720503145, -0.11458611610505867, 0.1608072749923769)",0.048955296026627494,0.11538873931807715,"(-0.8692208727533616, 0.24523421040885954, -0.4293195271764697)",0.03923590294883194,0.09247991013698774,"(-0.4651676951794733, -0.4356203807232818, -0.7706191661644028)","[0.07731160048190981, 1.3611863522943475, 1.2096913775694473]"
3.3,"(-0.049321792662037796, -0.09749415712446677, 0.1910432138065132)","(-0.1246889944445064, -0.09591087180391643, 0.22790061439712866)","(-0.06757306720503145, -0.11458611610505867, 0.1608072749923769)",0.03923590294883194,0.09247991013698774,"(-0.4651676951794733, -0.4356203807232818, -0.7706191661644028)",0.09006947366679545,0.21229578535898078,"(0.6341319085617241, -0.2073426605137026, -0.7449065335160946)","[0.7831786356264099, 0.6239216916189576, 0.2909227121855951]"
3.4,"(-0.1246889944445064, -0.09591087180391643, 0.22790061439712866)","(-0.06221779638640512, -0.08272515959374308, 0.16019456273450855)","(-0.06757306720503145, -0.11458611610505867, 0.1608072749923769)",0.09006947366679545,0.21229578535898078,"(0.6341319085617241, -0.2073426605137026, -0.7449065335160946)",0.032313695110087866,0.07616410979179238,"(-0.16572759012492172, -0.9859892656277823, 0.018961380175833657)","[0.3380453517171904, 1.5592121545861846, 1.488250950813442]"
3.5,"(-0.06221779638640512, -0.08272515959374308, 0.16019456273450855)","(-0.1595349425957983, -0.07117583879061905, 0.20966176197997233)","(-0.06757306720503145, -0.11458611610505867, 0.1608072749923769)",0.032313695110087866,0.07616410979179238,"(-0.16572759012492172, -0.9859892656277823, 0.018961380175833657)",0.11281932281628274,0.2659176940408923,"(0.8151252205308788, -0.3847769710967845, -0.43303297492000603)","[0.9465418593399579, 0.38525361979468636, 0.4608126769591603]"
3.6,"(-0.1595349425957983, -0.07117583879061905, 0.20966176197997233)","(-0.05715974448340869, -0.09834283595692936, 0.23167453318706216)","(-0.06757306720503145, -0.11458611610505867, 0.1608072749923769)",0.11281932281628274,0.2659176940408923,"(0.8151252205308788, -0.3847769710967845, -0.43303297492000603)",0.07344691773047703,0.17311604528156926,"(-0.14178025495686278, -0.2211567299220933, -0.96487722540981)","[0.14431348504613453, 0.9582752821339581, 1.0650018646437016]"
3.7,"(-0.05715974448340869, -0.09834283595692936, 0.23167453318706216)","(-0.15600184950678694, -0.06682193346953143, 0.22476212083117308)","(-0.06757306720503145, -0.11458611610505867, 0.1608072749923769)",0.07344691773047703,0.17311604528156926,"(-0.14178025495686278, -0.2211567299220933, -0.96487722540981)",0.11912719667848923,0.28078549531701097,"(0.7423055756143976, -0.40095111752220064, -0.5368618386228213)","[0.8913181510705488, 0.3409015970917545, 0.378129632752426]"
3.8,"(-0.15600184950678694, -0.06682193346953143, 0.22476212083117308)","(-0.1319418913104994, -0.08515594562285309, 0.08372895690653034)","(-0.06757306720503145, -0.11458611610505867, 0.1608072749923769)",0.11912719667848923,0.28078549531701097,"(0.7423055756143976, -0.40095111752220064, -0.5368618386228213)",0.10464486404155389,0.24665030993375686,"(0.6151168974705482, -0.2812385562517338, 0.7365704833372347)","[1.5351106506574306, 0.7384042678204477, 1.1331491701602792]"
3.9,"(-0.1319418913104994, -0.08515594562285309, 0.08372895690653034)","(-0.08512955971032662, -0.11066465827723361, 0.13426204660537733)","(-0.06757306720503145, -0.11458611610505867, 0.1608072749923769)",0.10464486404155389,0.24665030993375686,"(0.6151168974705482, -0.2812385562517338, 0.7365704833372347)",0.03206645304211029,0.0755813546489206,"(0.5475034136840656, -0.12229159934450272, 0.8278192899021249)","[0.9998193021627535, 1.3334187483887505, 0.8829184119916265]"
3.1,"(-0.08512955971032662, -0.11066465827723361, 0.13426204660537733)","(-0.18700261690295972, -0.03771264132223746, 0.1307336356325293)","(-0.06757306720503145, -0.11458611610505867, 0.1608072749923769)",0.03206645304211029,0.0755813546489206,"(0.5475034136840656, -0.12229159934450272, 0.8278192899021249)",0.1451804816446796,0.3421936768896068,"(0.8226281408145817, -0.5295028223626119, 0.20714657383112295)","[1.3277165016872192, 0.10572836542376292, 0.8459969928512461]"
4.1,"(0.0041537704342272394, -0.024671736637106534, 0.33002162857403855)","(-0.06519130368043098, -0.11851445900412558, 0.23076015007797682)","(-0.14590047001579082, -0.08452233409010615, 0.20640857999706777)",0.2034171941380703,0.4794589246165665,"(-0.7376674380247723, -0.2942258529648962, -0.6076823992226925)",0.09089792655569491,0.21424846754442878,"(-0.887909872024504, 0.3739592992057063, -0.26790017114404)","[0.46045606230514746, 0.9922155166241767, 0.28286178109539484]"
4.2,"(-0.06519130368043098, -0.11851445900412558, 0.23076015007797682)","(-0.12327193414538419, -0.06435921208740567, 0.21681907651237134)","(-0.14590047001579082, -0.08452233409010615, 0.20640857999706777)",0.09089792655569491,0.21424846754442878,"(-0.887909872024504, 0.3739592992057063, -0.26790017114404)",0.03204653744524066,0.07553441313692762,"(-0.7061148465438118, -0.6291825454514113, -0.32485558020402194)","[0.6375204624106574, 0.47485202642929447, 1.3292296998085638]"
4.3,"(-0.12327193414538419, -0.06435921208740567, 0.21681907651237134)","(-0.06547825146039424, -0.10790309053545447, 0.24379401231919587)","(-0.14590047001579082, -0.08452233409010615, 0.20640857999706777)",0.03204653744524066,0.07553441313692762,"(-0.7061148465438118, -0.6291825454514113, -0.32485558020402194)",0.0917173023984084,0.21617975492683927,"(-0.8768489309252969, 0.25492198128315263, -0.4076159170025574)","[0.32384107980872423, 0.8796086956397838, 0.5789279282508546]"
4.4,"(-0.06547825146039424, -0.10790309053545447, 0.24379401231919587)","(-0.06967521040339339, -0.1053005057057034, 0.14315442509835893)","(-0.14590047001579082, -0.08452233409010615, 0.20640857999706777)",0.0917173023984084,0.21617975492683927,"(-0.8768489309252969, 0.25492198128315263, -0.4076159170025574)",0.10120825426127282,0.23855014300066102,"(-0.7531525977675608, 0.20530115618788997, 0.6249900797163828)","[0.7472764361389076, 1.4988453995340725, 0.9874296841360268]"
4.5,"(-0.06967521040339339, -0.1053005057057034, 0.14315442509835893)","(-0.08495778605650395, -0.09891916299395627, 0.09018492637567052)","(-0.14590047001579082, -0.08452233409010615, 0.20640857999706777)",0.10120825426127282,0.23855014300066102,"(-0.7531525977675608, 0.20530115618788997, 0.6249900797163828)",0.13201976015640532,0.31117355885738596,"(-0.4616178963443607, 0.10905056096749481, 0.8803504375686318)","[1.4641088930784283, 1.2686626495556426, 1.1701755200614323]"
4.6,"(-0.08495778605650395, -0.09891916299395627, 0.09018492637567052)","(-0.10729219052297147, -0.08620146128700454, 0.216138262711343)","(-0.14590047001579082, -0.08452233409010615, 0.20640857999706777)",0.13201976015640532,0.31117355885738596,"(-0.4616178963443607, 0.10905056096749481, 0.8803504375686318)",0.03985078969430198,0.09392921209493305,"(-0.9688209390324757, 0.042135355654908814, -0.24415282078253087)","[0.5552502056702895, 0.7350144888388399, 1.107658485905526]"
4.7,"(-0.10729219052297147, -0.08620146128700454, 0.216138262711343)","(-0.11180861858366016, -0.09116540061571962, 0.14856566046079722)","(-0.14590047001579082, -0.08452233409010615, 0.20640857999706777)",0.03985078969430198,0.09392921209493305,"(-0.9688209390324757, 0.042135355654908814, -0.24415282078253087)",0.06746990445682922,0.15902808989144138,"(-0.5052897540998358, 0.09845969961116595, 0.8573143833823194)","[0.9652932399498368, 1.008352040875549, 1.2753194344889338]"
4.8,"(-0.11180861858366016, -0.09116540061571962, 0.14856566046079722)","(-0.1101376493712496, -0.11581870371175979, 0.1337970081181216)","(-0.14590047001579082, -0.08452233409010615, 0.20640857999706777)",0.06746990445682922,0.15902808989144138,"(-0.5052897540998358, 0.09845969961116595, 0.8573143833823194)",0.08678065719202727,0.20454397058769205,"(-0.41210589780860546, 0.36063761942251, 0.8367253052517465)","[1.2440008233439586, 1.1027207595999198, 0.6053072537893813]"
4.9,"(-0.1101376493712496, -0.11581870371175979, 0.1337970081181216)","(-0.07937486393320761, -0.08986834833461746, 0.12971082569052966)","(-0.14590047001579082, -0.08452233409010615, 0.20640857999706777)",0.08678065719202727,0.20454397058769205,"(-0.41210589780860546, 0.36063761942251, 0.8367253052517465)",0.10166996433865626,0.23963840408952766,"(-0.6543289998705084, 0.0525820411100379, 0.7543796715720555)","[0.9032507599254929, 1.429332257211442, 1.3885666119545579]"
4.1,"(-0.07937486393320761, -0.08986834833461746, 0.12971082569052966)","(-0.06652998721109957, -0.044624056040371854, 0.29224724418406606)","(-0.14590047001579082, -0.08452233409010615, 0.20640857999706777)",0.10166996433865626,0.23963840408952766,"(-0.6543289998705084, 0.0525820411100379, 0.7543796715720555)",0.12353065369126791,0.2911645430316752,"(-0.6425164963755208, -0.3229828132331385, -0.6948774382877407)","[0.1736344538924817, 0.2073130385337598, 1.017726842979968]"
5.1,"(0.004165843032941111, -0.023160378249824698, 0.3303086708077014)","(-0.1419935513211207, -0.04449267367983945, 0.2614707049552013)","(-0.1289022615594541, -0.09552953828907534, 0.09909497932228403)",0.27641307298120515,0.6515118610454074,"(-0.4814103152112608, -0.2618152580799658, -0.8364788575001256)",0.1707103385609138,0.40236812671691174,"(0.0766871524714087, -0.29896762574238955, -0.9511768707258317)","[0.7295595300233048, 0.1727111043225816, 0.3583882671055683]"
5.2,"(-0.1419935513211207, -0.04449267367983945, 0.2614707049552013)","(-0.10429078337296907, -0.07852025774491207, 0.18695655948623557)","(-0.1289022615594541, -0.09552953828907534, 0.09909497932228403)",0.1707103385609138,0.40236812671691174,"(0.0766871524714087, -0.29896762574238955, -0.9511768707258317)",0.0928153960938613,0.21876798658828242,"(-0.2651659015880967, -0.18325925719222616, -0.9466272176988814)","[0.6420972885123865, 0.8759305388785698, 1.5175411945161768]"
5.3,"(-0.10429078337296907, -0.07852025774491207, 0.18695655948623557)","(-0.11378409575593326, -0.09677346574729633, 0.22698046406341743)","(-0.1289022615594541, -0.09552953828907534, 0.09909497932228403)",0.0928153960938613,0.21876798658828242,"(-0.2651659015880967, -0.18325925719222616, -0.9466272176988814)",0.1287819999078238,0.3035420847652918,"(-0.1173934696956231, 0.009659171771764117, -0.9930385056348552)","[0.6690314246723003, 0.7237440453690535, 0.5830440142081239]"
5.4,"(-0.11378409575593326, -0.09677346574729633, 0.22698046406341743)","(-0.10228131032511197, -0.0926029881039794, 0.18754575046311112)","(-0.1289022615594541, -0.09552953828907534, 0.09909497932228403)",0.1287819999078238,0.3035420847652918,"(-0.1173934696956231, 0.009659171771764117, -0.9930385056348552)",0.09241633327509849,0.2178273865040604,"(-0.2880546142757986, -0.031667023364629586, -0.9570902459150051)","[0.6485556615498715, 0.9745313418591215, 1.2286772968497852]"
5.5,"(-0.10228131032511197, -0.0926029881039794, 0.18754575046311112)","(-0.037969109690756925, -0.11502176802719238, 0.2442216022864294)","(-0.1289022615594541, -0.09552953828907534, 0.09909497932228403)",0.09241633327509849,0.2178273865040604,"(-0.2880546142757986, -0.031667023364629586, -0.9570902459150051)",0.17236740359452038,0.40627386645734614,"(-0.5275542241305071, 0.11308535913188579, -0.8419609504912157)","[0.14526730921986075, 0.9966251923358862, 0.4691301961343181]"
5.6,"(-0.037969109690756925, -0.11502176802719238, 0.2442216022864294)","(-0.10922575024963559, -0.026053607293436892, 0.2732087384509012)","(-0.1289022615594541, -0.09552953828907534, 0.09909497932228403)",0.17236740359452038,0.40627386645734614,"(-0.5275542241305071, 0.11308535913188579, -0.8419609504912157)",0.18849315956536528,0.44428263778649246,"(-0.10438846351342074, -0.36858595376001285, -0.9237139402304855)","[0.4140202808719554, 0.0021978368865705556, 1.082947578131558]"
5.7,"(-0.10922575024963559, -0.026053607293436892, 0.2732087384509012)","(-0.10872658281889665, -0.11090437219480936, 0.18656135195869475)","(-0.1289022615594541, -0.09552953828907534, 0.09909497932228403)",0.18849315956536528,0.44428263778649246,"(-0.10438846351342074, -0.36858595376001285, -0.9237139402304855)",0.09107035671634622,0.21465488933068752,"(-0.22153947198645518, 0.16882369258332322, -0.9604263757178341)","[0.8261560132008152, 0.9983557714704513, 0.6473178128514804]"
5.8,"(-0.10872658281889665, -0.11090437219480936, 0.18656135195869475)","(-0.15276702726227792, -0.04532062686974087, 0.21863001686897568)","(-0.1289022615594541, -0.09552953828907534, 0.09909497932228403)",0.09107035671634622,0.21465488933068752,"(-0.22153947198645518, 0.16882369258332322, -0.9604263757178341)",0.13182976533869062,0.31072573677739806,"(0.1810271424022611, -0.38086172186031114, -0.9067378466432678)","[0.7938117083122834, 0.19868375596645388, 1.0211140824306404]"
5.9,"(-0.15276702726227792, -0.04532062686974087, 0.21863001686897568)","(-0.14243355635989668, -0.08951515549075212, 0.19051882188074473)","(-0.1289022615594541, -0.09552953828907534, 0.09909497932228403)",0.13182976533869062,0.31072573677739806,"(0.1810271424022611, -0.38086172186031114, -0.9067378466432678)",0.09261526724884758,0.21829627837688162,"(0.14610220541809152, -0.06493943144560826, -0.9871357636189112)","[0.9388429991007705, 0.6714815448243633, 0.7143168797259547]"
5.1,"(-0.14243355635989668, -0.08951515549075212, 0.19051882188074473)","(-0.16529523685462777, -0.07903088188794938, 0.11301491966276703)","(-0.1289022615594541, -0.09552953828907534, 0.09909497932228403)",0.09261526724884758,0.21829627837688162,"(0.14610220541809152, -0.06493943144560826, -0.9871357636189112)",0.04231334367501747,0.0997335074909392,"(0.860082709952811, -0.38991615807632474, -0.3289728282263254)","[1.449641884365066, 0.5442647335980282, 0.7392428424978122]"
6.1,"(0.0077732183164866955, -0.023194333702574527, 0.33019820349191925)","(-0.15261150263441284, -0.07589759035972611, 0.21687489724371584)","(-0.08229759822201936, -0.10339559401938317, 0.20056631389999155)",0.17705767689510515,0.41732894664555187,"(-0.5087089027597883, -0.45296686211647597, -0.7321449815967366)",0.07724089104652354,0.1820585261462936,"(0.9103196954323349, -0.35600319062987673, -0.2111392440294525)","[0.9322062684145614, 0.4619197250178627, 0.42689398403947776]"
6.2,"(-0.15261150263441284, -0.07589759035972611, 0.21687489724371584)","(-0.1320072722606044, -0.11180301527495988, 0.1321642791145006)","(-0.08229759822201936, -0.10339559401938317, 0.20056631389999155)",0.07724089104652354,0.1820585261462936,"(0.9103196954323349, -0.35600319062987673, -0.2111392440294525)",0.08497396535402249,0.2002855570871335,"(0.5849988738489759, 0.09894114297890326, 0.8049763771822488)","[1.3688576805367685, 0.9340169782220737, 0.44690971151252423]"
6.3,"(-0.1320072722606044, -0.11180301527495988, 0.1321642791145006)","(-0.10077475051734917, -0.10915309784593402, 0.1445361798047324)","(-0.08229759822201936, -0.10339559401938317, 0.20056631389999155)",0.08497396535402249,0.2002855570871335,"(0.5849988738489759, 0.09894114297890326, 0.8049763771822488)",0.05927841035309804,0.13972055312878157,"(0.3117012110356659, 0.09712648824851544, 0.945203047138238)","[1.0179609946632768, 1.1901290657945984, 0.9114335162132132]"
6.4,"(-0.10077475051734917, -0.10915309784593402, 0.1445361798047324)","(-0.1827291869099114, -0.05832006757981499, 0.16856533793688297)","(-0.08229759822201936, -0.10339559401938317, 0.20056631389999155)",0.05927841035309804,0.13972055312878157,"(0.3117012110356659, 0.09712648824851544, 0.945203047138238)",0.11464017425304966,0.2702094820357962,"(0.8760592815063727, -0.3931913636145671, 0.27914277147269156)","[1.2254371792030203, 0.30570277536802765, 0.4851001623831402]"
6.5,"(-0.1827291869099114, -0.05832006757981499, 0.16856533793688297)","(-0.07283052589955924, -0.1155928348731393, 0.23730349458961153)","(-0.08229759822201936, -0.10339559401938317, 0.20056631389999155)",0.11464017425304966,0.2702094820357962,"(0.8760592815063727, -0.3931913636145671, 0.27914277147269156)",0.03984995091370898,0.09392723507011558,"(-0.2375679795179699, 0.30607919392844474, -0.9218877275199313)","[0.529184789666225, 0.9423447422760993, 0.16910956945513894]"
6.6,"(-0.07283052589955924, -0.1155928348731393, 0.23730349458961153)","(-0.13761302552341123, -0.08176884233051257, 0.16301462208124157)","(-0.08229759822201936, -0.10339559401938317, 0.20056631389999155)",0.03984995091370898,0.09392723507011558,"(-0.2375679795179699, 0.30607919392844474, -0.9218877275199313)",0.07026836019573825,0.16562411332421798,"(0.7872024784313486, -0.30777367834723224, 0.5344039865758455)","[1.0032043261305774, 0.7147267039395993, 1.1585538783989409]"
6.7,"(-0.13761302552341123, -0.08176884233051257, 0.16301462208124157)","(-0.07539627466376919, -0.12724964434333086, 0.13106138028150627)","(-0.08229759822201936, -0.10339559401938317, 0.20056631389999155)",0.07026836019573825,0.16562411332421798,"(0.7872024784313486, -0.30777367834723224, 0.5344039865758455)",0.0738077216896927,0.17396646836903712,"(-0.09350408602591975, 0.32319179860660735, 0.9417027382406209)","[1.396013574991014, 1.3988692536774283, 0.15442311267457065]"
6.8,"(-0.07539627466376919, -0.12724964434333086, 0.13106138028150627)","(-0.06944358637054594, -0.08519209665180716, 0.1781070370320012)","(-0.08229759822201936, -0.10339559401938317, 0.20056631389999155)",0.0738077216896927,0.17396646836903712,"(-0.09350408602591975, 0.32319179860660735, 0.9417027382406209)",0.031638774542042745,0.07457330675703577,"(-0.4062740114789384, -0.5753540594117053, 0.7098655745387878)","[0.380325178721447, 1.3361719502307265, 1.4781995667958228]"
6.9,"(-0.06944358637054594, -0.08519209665180716, 0.1781070370320012)","(-0.12236128299616442, -0.04877258966960085, 0.2785771924050737)","(-0.08229759822201936, -0.10339559401938317, 0.20056631389999155)",0.031638774542042745,0.07457330675703577,"(-0.4062740114789384, -0.5753540594117053, 0.7098655745387878)",0.10331731997595124,0.2435212585633849,"(0.3877731708823895, -0.5286916497882126, -0.7550609958063222)","[0.6330218783733002, 0.2183088236286522, 0.2616645901446646]"
