index,goal_position,current_pos,current_angles,current_distance,next_pos,change_to_next,next_angles,next_distance,next_utility,utility_of_changes
1.11,"[-0.18879698265140005, 0.0031380292656530816, 0.18638672100768028]","[-0.1579490068888067, -0.025660665753921723, 0.2190033581531296]","[0.7958105052714597, 0.008785392100162603, 1.0853416276116326]",0.05333673651581932,"[-0.16487594541111078, -0.025879884541024526, 0.20530814171110823]",+5.0° on alpha,"[0.8764091326049179, 0.009588113815891752, 1.0929964932334952]",0.04209840265115992,0.78266525,"{'+5.0° on alpha': 0.78266525, '-5.0° on alpha': 0.6857892, '+5.0° on beta': 0.7199339, '-5.0° on beta': 0.7732548, '+5.0° on gamma': 0.7421915, '-5.0° on gamma': 0.75539774}"
1.12,"[-0.18879698265140005, 0.0031380292656530816, 0.18638672100768028]","[-0.16487594541111078, -0.025879884541024526, 0.20530814171110823]","[0.8764091326049179, 0.009588113815891752, 1.0929964932334952]",0.04209840265115992,"[-0.16577365098526736, -0.01811071830721423, 0.20657786642198736]",-5.0° on beta,"[0.8743699587483951, -0.06569151566788012, 1.100632247827721]",0.0372728510791149,0.8129404,"{'+5.0° on alpha': 0.7834912, '-5.0° on alpha': 0.7458054, '+5.0° on beta': 0.7386949, '-5.0° on beta': 0.8129404, '+5.0° on gamma': 0.7588925, '-5.0° on gamma': 0.7961233}"
1.13,"[-0.18879698265140005, 0.0031380292656530816, 0.18638672100768028]","[-0.16577365098526736, -0.01811071830721423, 0.20657786642198736]","[0.8743699587483951, -0.06569151566788012, 1.100632247827721]",0.0372728510791149,"[-0.16631094540656247, -0.010439538381722607, 0.20729378214813546]",-5.0° on beta,"[0.872349622966019, -0.14170807868240232, 1.108144565751906]",0.03357197372401594,0.8330628,"{'+5.0° on alpha': 0.81582433, '-5.0° on alpha': 0.7640141, '+5.0° on beta': 0.7720155, '-5.0° on beta': 0.8330628, '+5.0° on gamma': 0.789669, '-5.0° on gamma': 0.8206188}"
1.14,"[-0.18879698265140005, 0.0031380292656530816, 0.18638672100768028]","[-0.16631094540656247, -0.010439538381722607, 0.20729378214813546]","[0.872349622966019, -0.14170807868240232, 1.108144565751906]",0.03357197372401594,"[-0.1663980542155287, -0.0026896256236298103, 0.20764804689746058]",-5.0° on beta,"[0.870347950599232, -0.2181277417234937, 1.1155981090096327]",0.03142797376821024,0.84411,"{'+5.0° on alpha': 0.8393629, '-5.0° on alpha': 0.77512413, '+5.0° on beta': 0.80140465, '-5.0° on beta': 0.84411, '+5.0° on gamma': 0.8150169, '-5.0° on gamma': 0.8372901}"
1.15,"[-0.18879698265140005, 0.0031380292656530816, 0.18638672100768028]","[-0.1663980542155287, -0.0026896256236298103, 0.20764804689746058]","[0.870347950599232, -0.2181277417234937, 1.1155981090096327]",0.03142797376821024,"[-0.1723796076829225, -0.0029620709762695637, 0.19330656280228775]",+5.0° on alpha,"[0.9513678589114347, -0.2181642935899486, 1.1229551889208844]",0.018831506426186268,0.8497333,"{'+5.0° on alpha': 0.8497333, '-5.0° on alpha': 0.778645, '+5.0° on beta': 0.8244547, '-5.0° on beta': 0.8444599, '+5.0° on gamma': 0.833049, '-5.0° on gamma': 0.8440048}"
1.16,"[-0.18879698265140005, 0.0031380292656530816, 0.18638672100768028]","[-0.1723796076829225, -0.0029620709762695637, 0.19330656280228775]","[0.9513678589114347, -0.2181642935899486, 1.1229551889208844]",0.018831506426186268,"[-0.17369701659553088, -0.0027721555328822315, 0.19667662378476491]",-5.0° on gamma,"[0.9497460164723677, -0.2140114091482319, 1.0517679604705252]",0.019204722294349715,0.86074704,"{'+5.0° on alpha': 0.8390898, '-5.0° on alpha': 0.8377587, '+5.0° on beta': 0.82697767, '-5.0° on beta': 0.85089177, '+5.0° on gamma': 0.84479123, '-5.0° on gamma': 0.86074704}"
1.17,"[-0.18879698265140005, 0.0031380292656530816, 0.18638672100768028]","[-0.17369701659553088, -0.0027721555328822315, 0.19667662378476491]","[0.9497460164723677, -0.2140114091482319, 1.0517679604705252]",0.019204722294349715,"[-0.17485527800108297, -0.002590345455882241, 0.199926984212702]",-5.0° on gamma,"[0.9481620074372668, -0.21003167969164593, 0.9818112338838096]",0.020261395143678106,0.87619954,"{'+5.0° on alpha': 0.862741, '-5.0° on alpha': 0.8386379, '+5.0° on beta': 0.828978, '-5.0° on beta': 0.86792576, '+5.0° on gamma': 0.8412927, '-5.0° on gamma': 0.87619954}"
1.18,"[-0.18879698265140005, 0.0031380292656530816, 0.18638672100768028]","[-0.17485527800108297, -0.002590345455882241, 0.199926984212702]","[0.9481620074372668, -0.21003167969164593, 0.9818112338838096]",0.020261395143678106,"[-0.18026049616450102, -0.002922271844049895, 0.18538675421773587]",+5.0° on alpha,"[1.0270998318838966, -0.2076040838473423, 0.9821916722741175]",0.010516595678368004,0.88550276,"{'+5.0° on alpha': 0.88550276, '-5.0° on alpha': 0.8356195, '+5.0° on beta': 0.85231787, '-5.0° on beta': 0.87578756, '+5.0° on gamma': 0.85140103, '-5.0° on gamma': 0.88447684}"
1.19,"[-0.18879698265140005, 0.0031380292656530816, 0.18638672100768028]","[-0.18026049616450102, -0.002922271844049895, 0.18538675421773587]","[1.0270998318838966, -0.2076040838473423, 0.9821916722741175]",0.010516595678368004,"[-0.18129505344095448, -0.002768802824229153, 0.1890976854030902]",-5.0° on gamma,"[1.0244591617319303, -0.2036745509778295, 0.912316738664563]",0.009925670514870984,0.9009958,"{'+5.0° on alpha': 0.80556184, '-5.0° on alpha': 0.8718291, '+5.0° on beta': 0.86502045, '-5.0° on beta': 0.88886124, '+5.0° on gamma': 0.86306095, '-5.0° on gamma': 0.9009958}"
2.0,"[-0.010320282790092514, 0.12118925534698441, 0.22972991022047054]","[-0.17570256170864915, -0.02519443850342399, 0.18884270400258457]","[0.9989497190271068, 0.001506159015803643, 0.9913566932885862]",,"[-0.16944187674220143, -0.025585103036032657, 0.20276135053668418]",-5.0° on alpha,"[0.9172452457468729, 0.0056938329960551926, 1.0063225097831987]",0.2181506295017828,0.26389903,"{'+5.0° on alpha': 0.2077252, '-5.0° on alpha': 0.26389903, '+5.0° on beta': 0.22207329, '-5.0° on beta': 0.25155553, '+5.0° on gamma': 0.23002705, '-5.0° on gamma': 0.24409872}"
