index,act_pos,next_pos,changes
15.148,"(0.13642027643443294, -0.0917078789265036, 0.11465811774052564)","(0.053609982512497975, 0.0832799018556919, 0.2551267202960048)","[-0.6339419065560759, -1.1785297502219036, 1.2147591389582315]"
15.149,"(0.053609982512497975, 0.0832799018556919, 0.2551267202960048)","(0.16116748175359627, -0.050960487605217195, 0.10278208710995915)","[-1.3480047705999887, 0.3237776784247741, -1.3240151591377638]"
15.15,"(0.16116748175359627, -0.050960487605217195, 0.10278208710995915)","(-0.07834219454667125, -0.11733782367868445, 0.15358591241673336)","[0.8236242513971493, 1.3481230776512976, 0.686028385234878]"
15.151,"(-0.07834219454667125, -0.11733782367868445, 0.15358591241673336)","(-0.014261974576062403, 0.08198634076730951, 0.23844220845978484)","[-0.2990954435870704, -1.5038012344397045, 1.5215253144238703]"
15.152,"(-0.014261974576062403, 0.08198634076730951, 0.23844220845978484)","(-0.07069528490555252, -0.12630883807409726, 0.18028561757463277)","[0.9976913381309536, 1.2715765578602791, -0.25789668906408403]"
15.153,"(-0.07069528490555252, -0.12630883807409726, 0.18028561757463277)","(-0.021561997626971925, -0.10306021465487296, 0.2600030095922397)","[-0.07655137537686446, 0.859338255754097, 0.7521353859024682]"
15.154,"(-0.021561997626971925, -0.10306021465487296, 0.2600030095922397)","(-0.15217287916365924, 0.03569612103353195, 0.2541544530726375)","[0.7613634976915441, -0.46088073489600007, 0.338725762432033]"
15.155,"(-0.15217287916365924, 0.03569612103353195, 0.2541544530726375)","(-0.03819472616338451, -0.10931412301660834, 0.1909141194204719)","[0.01269589392326891, 1.409233451921155, 0.9267321228268119]"
15.156,"(-0.03819472616338451, -0.10931412301660834, 0.1909141194204719)","(0.1149413680094176, 0.07609582051006725, 0.15929138076830474)","[-0.8635543560433739, -1.3844460940070356, -1.506513770024594]"
15.157,"(0.1149413680094176, 0.07609582051006725, 0.15929138076830474)","(-0.1947509567082646, 0.0184868459409201, 0.1535098392948125)","[1.2019157188147158, -0.3102886730895452, 0.6806277700989718]"
15.158,"(-0.1947509567082646, 0.0184868459409201, 0.1535098392948125)","(-0.16171205611044917, -0.0036027208530496416, 0.1709530197548942)","[1.5264648516097536, -0.20703867899459721, -1.5518177722971274]"
15.159,"(-0.16171205611044917, -0.0036027208530496416, 0.1709530197548942)","(0.02547951984593007, -0.016379733516468806, 0.3269145671327052)","[-0.04170496221493814, -0.023844882332750745, -0.3323551328859856]"
15.16,"(0.02547951984593007, -0.016379733516468806, 0.3269145671327052)","(0.1296769844844661, -0.11646847391935562, 0.13218323761740458)","[-1.43368664498941, 0.9790409864832869, -0.058247068786703785]"
15.161,"(0.1296769844844661, -0.11646847391935562, 0.13218323761740458)","(-0.0547709041786503, -0.0960143580304137, 0.16914774017007966)","[1.4716182414658485, 1.5647787672770852, -1.2094787902028103]"
15.162,"(-0.0547709041786503, -0.0960143580304137, 0.16914774017007966)","(0.11898738238811019, 0.030579875507577833, 0.2525383710733833)","[-0.5217075881850545, -0.5044045207007095, -1.3139212243320249]"
15.163,"(0.11898738238811019, 0.030579875507577833, 0.2525383710733833)","(-0.0949841841281163, -0.09639352732369577, 0.2531860248795208)","[0.47488838371192515, 0.7219467793643819, 0.3741672495478105]"
15.164,"(-0.0949841841281163, -0.09639352732369577, 0.2531860248795208)","(0.16847300612226251, -0.0025529737891763714, 0.17552697768557204)","[-1.0085569259286795, -0.1912328455749367, -1.3763727684081937]"
15.165,"(0.16847300612226251, -0.0025529737891763714, 0.17552697768557204)","(0.05729129178378416, 0.10796186190321697, 0.2517350951631187)","[-0.26624435126901375, -1.210285421740648, -0.48271280100232106]"
15.166,"(0.05729129178378416, 0.10796186190321697, 0.2517350951631187)","(-0.11370614962633092, 0.009182738197010046, 0.2736188332724221)","[0.8351894066630812, -0.2833038590426101, -1.0816517166443542]"
15.167,"(-0.11370614962633092, 0.009182738197010046, 0.2736188332724221)","(0.13118919279793578, 0.08002679879354847, 0.18958285081894807)","[-0.7869283717953632, -1.1371508101876395, -1.171625923544788]"
15.168,"(0.13118919279793578, 0.08002679879354847, 0.18958285081894807)","(0.138926392053821, 0.08476149509681268, 0.16197982768834393)","[-0.9881922238891747, -1.155051964357161, -1.0610819090221326]"
15.169,"(0.138926392053821, 0.08476149509681268, 0.16197982768834393)","(0.06406241901654221, -0.12008551394903459, 0.13726199383171145)","[-0.9904062210034065, 1.4323304067766984, -0.4946337561435919]"
15.17,"(0.06406241901654221, -0.12008551394903459, 0.13726199383171145)","(-0.15670470413757737, 0.010077735795974145, 0.2482492798700578)","[0.7188598963573365, -0.3039201448523784, 0.6449875438404084]"
15.171,"(-0.15670470413757737, 0.010077735795974145, 0.2482492798700578)","(-0.05387236479257842, -0.12633120188689748, 0.1506103649400143)","[1.1532929985742564, 1.4521861398970322, -0.09627956882530027]"
15.172,"(-0.05387236479257842, -0.12633120188689748, 0.1506103649400143)","(-0.16132849998312565, -0.04423282638529773, 0.18850341438501858)","[1.4067052442237815, 0.1763223879213504, -1.1802348185546174]"
15.173,"(-0.16132849998312565, -0.04423282638529773, 0.18850341438501858)","(0.13956210198876443, -0.008426924009148752, 0.2659387231335343)","[-0.8638278650305897, -0.1610793848591154, 0.72716539206006]"
15.174,"(0.13956210198876443, -0.008426924009148752, 0.2659387231335343)","(0.10699129190838999, 0.10175300961947259, 0.23493720705902993)","[-0.8183515282028304, -1.1426155188600335, 0.3320503975991436]"
15.175,"(0.10699129190838999, 0.10175300961947259, 0.23493720705902993)","(0.014551450458169038, 0.026294275849189936, 0.3078547328914827)","[-0.2632058777780014, -0.5083884359919116, 1.1156424037071289]"
15.176,"(0.014551450458169038, 0.026294275849189936, 0.3078547328914827)","(-0.024885601133655812, -0.1220217559590789, 0.18908634849976022)","[0.09143559611056708, 1.398785014601631, 0.44338136587519483]"
15.177,"(-0.024885601133655812, -0.1220217559590789, 0.18908634849976022)","(-0.030009852845786382, 0.061853637354328625, 0.3076723362081012)","[0.05862679095952079, -0.7279878348212298, 0.5775169532748173]"
15.178,"(-0.030009852845786382, 0.061853637354328625, 0.3076723362081012)","(0.10236374973522533, -0.10267045669802634, 0.1868132233049004)","[-1.287587471824615, 0.9772279038776004, 0.9765088737499811]"
15.179,"(0.10236374973522533, -0.10267045669802634, 0.1868132233049004)","(0.14677832310186228, 0.05592272024773145, 0.08463026596649664)","[-1.4667173905326163, -0.9558298062154912, -1.471641133793034]"
15.18,"(0.14677832310186228, 0.05592272024773145, 0.08463026596649664)","(0.1533667445954742, -0.06657852413321272, 0.2331889697999997)","[-0.9530624202464943, 0.3502813187497706, 0.21579482493999672]"
15.181,"(0.1533667445954742, -0.06657852413321272, 0.2331889697999997)","(0.059482991884310166, -0.09107696100497124, 0.27407889041114014)","[-0.18769695966902059, 0.6391793855800105, -0.5817268477001408]"
15.182,"(0.059482991884310166, -0.09107696100497124, 0.27407889041114014)","(0.0684999921788319, -0.11153459411957749, 0.22074537950496637)","[-0.3223030507875406, 1.0501713072430383, -0.7262969289930951]"
15.183,"(0.0684999921788319, -0.11153459411957749, 0.22074537950496637)","(0.022073753094814495, -0.05376192577575076, 0.3076911366337344)","[0.08037682828163158, 0.262822976263512, -0.7688835900927864]"
15.184,"(0.022073753094814495, -0.05376192577575076, 0.3076911366337344)","(0.0975402399872235, 0.12136174556407668, 0.16534906345910994)","[-0.9444759897096111, -1.566234730691126, -0.412224565101112]"
15.185,"(0.0975402399872235, 0.12136174556407668, 0.16534906345910994)","(0.15028218206575727, 0.05392180978260831, 0.23745352906979483)","[-1.0350987710031192, -0.6262836675668108, 0.6548726532100477]"
15.186,"(0.15028218206575727, 0.05392180978260831, 0.23745352906979483)","(-0.20061972560935243, 0.019900629816643096, 0.14139115986997702)","[1.5429205739220044, -0.32536277284827914, -0.41462088915187084]"
15.187,"(-0.20061972560935243, 0.019900629816643096, 0.14139115986997702)","(-0.1582162918437135, 0.08532379064527622, 0.12301734610409548)","[1.2793261662153828, -1.0130037909927998, 0.7775336940426957]"
15.188,"(-0.1582162918437135, 0.08532379064527622, 0.12301734610409548)","(-0.022597378544977096, 0.036760050763214605, 0.3256531942141822)","[0.039273523509172154, -0.45071523745437037, 0.09796086000128984]"
15.189,"(-0.022597378544977096, 0.036760050763214605, 0.3256531942141822)","(-0.10436473946811903, -0.12047998360866906, 0.13944853968652632)","[1.1645763871629988, 1.137965848123073, 0.4585527544305534]"
15.19,"(-0.10436473946811903, -0.12047998360866906, 0.13944853968652632)","(0.1048205762668751, 0.11866763133484882, 0.10817726957012148)","[-1.4300961470606053, -1.515911079072507, -0.5459664988467088]"
15.191,"(0.1048205762668751, 0.11866763133484882, 0.10817726957012148)","(0.07798905409908595, 0.12526536849713713, 0.19855476929734192)","[-0.7328241957578012, -1.4330127702498285, -0.04335413146180485]"
15.192,"(0.07798905409908595, 0.12526536849713713, 0.19855476929734192)","(-0.03779125270289799, 0.0357388504871318, 0.30949092984050147)","[0.4126606764990741, -0.4701538115719796, -0.9013622936256402]"
15.193,"(-0.03779125270289799, 0.0357388504871318, 0.30949092984050147)","(0.11479581520932143, -0.026366949715263318, 0.26049680027939376)","[-0.9047252515973843, 0.07666109931984456, 1.2713906062632965]"
15.194,"(0.11479581520932143, -0.026366949715263318, 0.26049680027939376)","(-0.14712465819471887, 0.05564357430673378, 0.20032606129895802)","[1.313330948041986, -0.796081111185343, -1.2349569611493727]"
15.195,"(-0.14712465819471887, 0.05564357430673378, 0.20032606129895802)","(-0.017432162126660797, 0.01268540627851513, 0.3309511817132835)","[0.05147449642742074, -0.24604952614100392, 0.11292877027398054]"
15.196,"(-0.017432162126660797, 0.01268540627851513, 0.3309511817132835)","(-0.1650786502418572, -0.05069890806274956, 0.2275127041743994)","[0.9091301883816276, 0.24991367351984212, 0.3139920632717889]"
15.197,"(-0.1650786502418572, -0.05069890806274956, 0.2275127041743994)","(0.0005248136077578854, -0.07469743952008415, 0.3079814009121218)","[-0.04059013175296356, 0.4578265617384542, 0.1263000168390771]"
15.198,"(0.0005248136077578854, -0.07469743952008415, 0.3079814009121218)","(0.15348524127539015, 0.07404512709011543, 0.1920067024484184)","[-1.3388873935602577, -0.8754946934369389, 0.8701098545820248]"
15.199,"(0.15348524127539015, 0.07404512709011543, 0.1920067024484184)","(0.17130236743015104, -0.0114722484268758, 0.22713798661834342)","[-1.1426018160372102, -0.0677006049128529, 0.6323291088224277]"
16.0,"(-0.0009937931975314048, -0.019758105872398055, 0.33089196725072795)","(-0.036834680243483346, -0.07857777262241478, 0.29887184120490945)","[0.11580538442082046, 0.5048576351954003, 0.3556411877802142]"
16.1,"(-0.036834680243483346, -0.07857777262241478, 0.29887184120490945)","(-0.14683459810075639, 0.06038103402019202, 0.1908167111640199)","[0.8481356094813834, -0.8643031580118609, 1.2484532219909086]"
16.2,"(-0.14683459810075639, 0.06038103402019202, 0.1908167111640199)","(0.03890939678253143, -0.1067213390528105, 0.26375635486228527)","[-0.38433405089780553, 0.8273735726321955, 0.4030206797570088]"
16.3,"(0.03890939678253143, -0.1067213390528105, 0.26375635486228527)","(-0.011144735605679374, 0.0961618620513017, 0.2475110760546845)","[-0.24617370853573037, -1.3620556145183553, 1.13416632106992]"
16.4,"(-0.011144735605679374, 0.0961618620513017, 0.2475110760546845)","(0.06208014173710909, -0.09572772926652118, 0.18014446876063758)","[-1.3821109379321086, 1.3475926375415532, 1.2747417683902227]"
16.5,"(0.06208014173710909, -0.09572772926652118, 0.18014446876063758)","(-0.10283835465830934, 0.12498129461542962, 0.11797942410114448)","[1.5510507742105384, -1.4907967670794455, 0.11653314520895762]"
16.6,"(-0.10283835465830934, 0.12498129461542962, 0.11797942410114448)","(0.10435895285165658, 0.07282025913140112, 0.21272244161550402)","[-0.5552724063327799, -1.1823314819424615, -1.4633812102756856]"
16.7,"(0.10435895285165658, 0.07282025913140112, 0.21272244161550402)","(-0.06533838005948306, -0.05796581072593001, 0.2936595080013533)","[0.14029046978739615, 0.33772956363776235, 0.7961218141768038]"
16.8,"(-0.06533838005948306, -0.05796581072593001, 0.2936595080013533)","(-0.006623157687707701, -0.0940873112028941, 0.20299752330484216)","[-0.5537656765825567, 1.4660264596257526, 1.2965226503285079]"
16.9,"(-0.006623157687707701, -0.0940873112028941, 0.20299752330484216)","(0.15480847098718112, 0.09253468908707298, 0.16588223617063422)","[-1.460650319632647, -0.9538474672691624, 0.5043114934221771]"
16.1,"(0.15480847098718112, 0.09253468908707298, 0.16588223617063422)","(0.053102478729763224, 0.11825122350993736, 0.24172120023288313)","[-0.5121859354652069, -1.2684108740018891, 0.15896277219650695]"
16.11,"(0.053102478729763224, 0.11825122350993736, 0.24172120023288313)","(-0.12678488613494415, -0.11299636426039275, 0.14481512484074804)","[1.4809995149815665, 0.9500573016476147, -0.4803637902545313]"
16.12,"(-0.12678488613494415, -0.11299636426039275, 0.14481512484074804)","(-0.14841444408656432, -0.0066886117908379955, 0.22436840510397776)","[0.6532585252377695, -0.17902253135453033, 1.3134295361353951]"
16.13,"(-0.14841444408656432, -0.0066886117908379955, 0.22436840510397776)","(0.05199523410626891, 0.08937339964301522, 0.23268068883107834)","[-0.8511074976768428, -1.4538511634701028, 1.2507613300656713]"
16.14,"(0.05199523410626891, 0.08937339964301522, 0.23268068883107834)","(0.17102612784785814, -0.06056005416246775, 0.10525974044715472)","[-1.454280704287809, 0.3465249566230293, -0.9544180448707457]"
16.15,"(0.17102612784785814, -0.06056005416246775, 0.10525974044715472)","(0.11250919053794206, 0.09411905203982665, 0.13243508289437414)","[-1.1016271223906537, -1.535972183680221, -1.2461133970804954]"
16.16,"(0.11250919053794206, 0.09411905203982665, 0.13243508289437414)","(-0.05329704163138941, -0.09798035733101482, 0.26575339909038137)","[0.1494200150309464, 0.6946885501167439, 0.6216352036317753]"
16.17,"(-0.05329704163138941, -0.09798035733101482, 0.26575339909038137)","(-0.12213830140922638, 0.004672764469390621, 0.28584202580930046)","[0.7275999125820699, -0.26750963983609666, -0.5525441558240477]"
16.18,"(-0.12213830140922638, 0.004672764469390621, 0.28584202580930046)","(-0.16398012200630002, -0.021403251160368064, 0.11421083703607615)","[1.3007030200342595, -0.06875339186052981, 1.566398253508072]"
16.19,"(-0.16398012200630002, -0.021403251160368064, 0.11421083703607615)","(-0.007027729727532857, -0.126883182098129, 0.2198269836868378)","[0.12059917072243112, 1.1966656817603518, -0.1332995545158645]"
16.2,"(-0.007027729727532857, -0.126883182098129, 0.2198269836868378)","(-0.005868358444819457, -0.12727737805634273, 0.1967938429031868)","[-0.016919245846736645, 1.3840731350595001, 0.1553729997581379]"
16.21,"(-0.005868358444819457, -0.12727737805634273, 0.1967938429031868)","(-0.12698144467166617, 0.03903380894711777, 0.266406560793091)","[0.5407885294248168, -0.5335793143693962, 0.7807354274981111]"
16.22,"(-0.12698144467166617, 0.03903380894711777, 0.266406560793091)","(-0.0860572129924901, -0.10186096225566245, 0.14909693882354375)","[0.790768775587205, 1.2806002984438494, 1.1160509249002106]"
16.23,"(-0.0860572129924901, -0.10186096225566245, 0.14909693882354375)","(-0.15449591682782984, 0.04315396523020232, 0.15874259842447097)","[1.0351870550631443, -0.7889622507594418, 1.5218064469772359]"
16.24,"(-0.15449591682782984, 0.04315396523020232, 0.15874259842447097)","(-0.07963370077088522, 0.030008497900808263, 0.2777323152865279)","[0.21006779571628545, -0.5608896801460115, 1.3284902335864308]"
16.25,"(-0.07963370077088522, 0.030008497900808263, 0.2777323152865279)","(-0.17393490303742978, 0.007504986210426839, 0.19935163833482783)","[0.9386612616268886, -0.2692224459984925, 0.9710927436452378]"
16.26,"(-0.17393490303742978, 0.007504986210426839, 0.19935163833482783)","(0.09681180180187171, -0.0051517906696348145, 0.2971347737469144)","[-0.6299586957640727, -0.1367070962430089, 0.7345391088931544]"
16.27,"(0.09681180180187171, -0.0051517906696348145, 0.2971347737469144)","(-0.011813602114075651, -0.11748324295542392, 0.20469090577733917)","[-0.19587641338123443, 1.3746657499593218, 0.6679356197361849]"
16.28,"(-0.011813602114075651, -0.11748324295542392, 0.20469090577733917)","(-0.0733437910953405, -0.09213653342736595, 0.2695529514255555)","[0.613267199272681, 0.6339174783962367, -0.4923082285255467]"
16.29,"(-0.0733437910953405, -0.09213653342736595, 0.2695529514255555)","(0.13307433738113228, -0.10240230692412125, 0.0931150869641634)","[-1.5655307621912362, 0.8620735477055756, -0.7114818903802842]"
16.3,"(0.13307433738113228, -0.10240230692412125, 0.0931150869641634)","(-0.14026640679299013, 0.00652859851625125, 0.24841115880138678)","[1.041698511851032, -0.2825121291492747, -1.1015780321880353]"
16.31,"(-0.14026640679299013, 0.00652859851625125, 0.24841115880138678)","(-0.16550569714131763, 0.08889270202874855, 0.14742818739018237)","[1.3058358278028233, -0.9610079376113415, 0.3487354284433923]"
16.32,"(-0.16550569714131763, 0.08889270202874855, 0.14742818739018237)","(-0.06028880511853983, -0.10378331142465966, 0.2152609622090715)","[0.9478208660514146, 1.0691992140090791, -1.0380781379863484]"
16.33,"(-0.06028880511853983, -0.10378331142465966, 0.2152609622090715)","(-0.04673805239171898, -0.12791274917929674, 0.19469899019207468)","[0.551886712361198, 1.2818737626747065, 0.051259781384337066]"
16.34,"(-0.04673805239171898, -0.12791274917929674, 0.19469899019207468)","(-0.06519188125404958, -0.10757340021871334, 0.11205975918489464)","[1.1572454878299754, 1.5011664933598836, 0.9155573941712245]"
16.35,"(-0.06519188125404958, -0.10757340021871334, 0.11205975918489464)","(0.0032374774797316597, -0.08220772990219159, 0.23722310085444984)","[0.39866813947261603, 0.9675675461257378, -1.4968017265465012]"
16.36,"(0.0032374774797316597, -0.08220772990219159, 0.23722310085444984)","(0.0448103028734318, -0.021998036661200576, 0.2967222923857632)","[-0.4995509563520026, -0.03983734970148668, 1.3102180306916593]"
16.37,"(0.0448103028734318, -0.021998036661200576, 0.2967222923857632)","(0.060479594432522765, -0.11475101655743808, 0.11651179527089522)","[-1.1904434098469634, 1.551673894594523, -0.6802678804591404]"
16.38,"(0.060479594432522765, -0.11475101655743808, 0.11651179527089522)","(0.09875239485308605, 0.05659626472979998, 0.2912671547321627)","[-0.46750866616178977, -0.6165513693920678, -0.22276012465738224]"
16.39,"(0.09875239485308605, 0.05659626472979998, 0.2912671547321627)","(0.0718839423504787, -0.09638374144253781, 0.24540608650895143)","[-0.26802550120261515, 0.8088725727591313, -0.8867508290979974]"
16.4,"(0.0718839423504787, -0.09638374144253781, 0.24540608650895143)","(0.09073650376801685, -0.11457295923799575, 0.13012332607687793)","[-1.1226888889520341, 1.2892832261097462, -0.7417229101783899]"
16.41,"(0.09073650376801685, -0.11457295923799575, 0.13012332607687793)","(0.08257160608360668, 0.1053743201943732, 0.24707619438300202)","[-0.7032060365995656, -1.1029711991393718, 0.41788202121787743]"
16.42,"(0.08257160608360668, 0.1053743201943732, 0.24707619438300202)","(-0.16215555081289226, 0.03359269637650705, 0.1888126624829362)","[0.890919739335788, -0.5391482145777938, 1.266240312792119]"
16.43,"(-0.16215555081289226, 0.03359269637650705, 0.1888126624829362)","(-0.10052114794528799, -0.09938777291608251, 0.2265057146911738)","[0.9628755604183373, 0.8366866002373773, -0.7476089191118095]"
16.44,"(-0.10052114794528799, -0.09938777291608251, 0.2265057146911738)","(-0.12170059152763735, 0.05257493284364793, 0.2781435432078947)","[0.6097910013004244, -0.5493924307342785, 0.15488258015579018]"
16.45,"(-0.12170059152763735, 0.05257493284364793, 0.2781435432078947)","(0.009491433240609685, 0.10112380249772004, 0.26220994730094765)","[-0.32014414777274597, -1.227028859590069, 0.8204819389273746]"
16.46,"(0.009491433240609685, 0.10112380249772004, 0.26220994730094765)","(-0.17236437729187878, 0.012462724872113005, 0.23609916273780632)","[1.0065554901706326, -0.2535178217186882, -0.24601606915153557]"
16.47,"(-0.17236437729187878, 0.012462724872113005, 0.23609916273780632)","(-0.15749119999977246, -0.050254270676516354, 0.1564655649329659)","[1.0394815438896667, 0.3396145959339866, 1.3894097825346192]"
16.48,"(-0.15749119999977246, -0.050254270676516354, 0.1564655649329659)","(0.07464194989180958, -0.101569353473802, 0.08319965964654438)","[-1.4800389734332406, 1.3634260871914752, -1.112302455932779]"
16.49,"(0.07464194989180958, -0.101569353473802, 0.08319965964654438)","(0.1323356453326461, -0.07223195134723934, 0.17284702171736474)","[-1.4827793082468657, 0.6593740977286967, 1.4053228019713222]"
16.5,"(0.1323356453326461, -0.07223195134723934, 0.17284702171736474)","(-0.012369287197120906, -0.12140922349963791, 0.24459088288912847)","[0.11966156684020605, 1.0510978564686975, -0.019631649642029503]"
16.51,"(-0.012369287197120906, -0.12140922349963791, 0.24459088288912847)","(-0.15119244245263425, -0.026566043290237998, 0.1936974865542054)","[1.407212906223105, 0.048015820611606135, -1.5036995591534366]"
16.52,"(-0.15119244245263425, -0.026566043290237998, 0.1936974865542054)","(0.058088907863062436, 0.08405526404105647, 0.26156914061444847)","[-0.6212952129187989, -1.115048291994131, 1.0632707676083297]"
16.53,"(0.058088907863062436, 0.08405526404105647, 0.26156914061444847)","(0.15574978439242415, 0.03522340201908354, 0.21850604404867427)","[-0.7410935336570915, -0.5523212478802739, -1.0863362825017673]"
16.54,"(0.15574978439242415, 0.03522340201908354, 0.21850604404867427)","(-0.13272926280399053, 0.08384091627672051, 0.13357352216915958)","[1.1367121453861952, -1.282857037953161, 1.2679975827555572]"
16.55,"(-0.13272926280399053, 0.08384091627672051, 0.13357352216915958)","(-0.11154121668707494, 0.02891023124318667, 0.2935166937767823)","[0.6384643805240136, -0.4087211118038593, -0.3518964584639157]"
16.56,"(-0.11154121668707494, 0.02891023124318667, 0.2935166937767823)","(-0.05962500381336046, 0.08620004442337821, 0.27049413886692)","[0.5953223507910167, -1.050069437577101, -0.8493102744292302]"
16.57,"(-0.05962500381336046, 0.08620004442337821, 0.27049413886692)","(-0.18923643789594044, -0.054131337062118326, 0.11915704861774865)","[1.455461441898255, 0.243585562187622, 0.47378756389126353]"
16.58,"(-0.18923643789594044, -0.054131337062118326, 0.11915704861774865)","(0.025523488234747455, -0.09819996325843831, 0.23915230369980772)","[-0.5326599930161747, 1.005738805222961, 1.1107781890880744]"
16.59,"(0.025523488234747455, -0.09819996325843831, 0.23915230369980772)","(0.018546691953309852, -0.06699913910808357, 0.2687899513800613)","[-0.4038700539643898, 0.5541467725080425, 1.431589937869333]"
16.6,"(0.018546691953309852, -0.06699913910808357, 0.2687899513800613)","(-0.12448858141942007, -0.07714203946563537, 0.25009342535772444)","[0.6808208744331288, 0.4570370803477497, 0.4159222102051618]"
16.61,"(-0.12448858141942007, -0.07714203946563537, 0.25009342535772444)","(0.13913292657612603, -0.0943741737658307, 0.1914529876673856)","[-1.208882358373072, 0.6903239898592695, 0.6379787113273097]"
16.62,"(0.13913292657612603, -0.0943741737658307, 0.1914529876673856)","(-0.1412117140950766, -0.10420492818713574, 0.15796210114075732)","[1.4233233207653708, 0.7951060929269393, -0.4811325860143104]"
16.63,"(-0.1412117140950766, -0.10420492818713574, 0.15796210114075732)","(-0.12791255937824034, 0.1158867789421969, 0.13775660806392206)","[1.5225526795585331, -1.2943200969953863, -0.2881534880888091]"
16.64,"(-0.12791255937824034, 0.1158867789421969, 0.13775660806392206)","(-0.03719457427031515, -0.03678844265030949, 0.2922862349742884)","[0.4639544582475698, 0.15743468690645485, -1.339485620691021]"
16.65,"(-0.03719457427031515, -0.03678844265030949, 0.2922862349742884)","(0.09056800950760513, 0.08926405537786863, 0.2029689485792147)","[-1.218314568265591, -1.4352672951560117, 1.2955052179977136]"
16.66,"(0.09056800950760513, 0.08926405537786863, 0.2029689485792147)","(0.14857611051429237, -0.09631430207820736, 0.18651026209535443)","[-1.2213493984854735, 0.6428923599481615, 0.2027863379096862]"
16.67,"(0.14857611051429237, -0.09631430207820736, 0.18651026209535443)","(-0.04312904495547191, 0.11454679080754204, 0.22911347974722468)","[0.11804715183414996, -1.4654426327197383, 0.6841825563882655]"
16.68,"(-0.04312904495547191, 0.11454679080754204, 0.22911347974722468)","(0.12624442062909674, 0.03717676795276263, 0.2676951674197732)","[-0.5403480895326361, -0.5083687620036181, -0.8071409090034659]"
16.69,"(0.12624442062909674, 0.03717676795276263, 0.2676951674197732)","(0.06456777289742115, -0.007874705540779256, 0.29026342419667067)","[-0.6285249922362538, -0.1545021278349068, 1.3437393066191272]"
16.7,"(0.06456777289742115, -0.007874705540779256, 0.29026342419667067)","(0.10047764594438162, 0.08791929826840832, 0.226359723702696)","[-0.4836085833150637, -1.1827354663185368, -1.0669950571585505]"
16.71,"(0.10047764594438162, 0.08791929826840832, 0.226359723702696)","(-0.006804440786468531, 0.04964299181473212, 0.29653909587604854)","[0.2839071668459451, -0.727568346386541, -1.1978274367884982]"
16.72,"(-0.006804440786468531, 0.04964299181473212, 0.29653909587604854)","(-0.034850624817374276, 0.1125499838665791, 0.24724830758528787)","[0.0684137035551757, -1.3486245672596917, 0.5681325462946758]"
16.73,"(-0.034850624817374276, 0.1125499838665791, 0.24724830758528787)","(0.08266552386869716, -0.09543111026877119, 0.16073016386382732)","[-0.6324617608614906, 1.229122819975045, -1.2708650517590658]"
16.74,"(0.08266552386869716, -0.09543111026877119, 0.16073016386382732)","(0.15065584723403128, 0.006411996364661848, 0.22136988176963604)","[-1.2439068616989222, -0.35959339328880646, 1.300668712117109]"
16.75,"(0.15065584723403128, 0.006411996364661848, 0.22136988176963604)","(0.06857336729768877, -0.0831187808767842, 0.2781125676661659)","[-0.5775373686406734, 0.5154043183876786, 0.5328962951030889]"
16.76,"(0.06857336729768877, -0.0831187808767842, 0.2781125676661659)","(-0.18655705146230903, 0.03158492304895974, 0.11261504180100396)","[1.356281806463993, -0.5311602755974321, 0.9094862235140613]"
16.77,"(-0.18655705146230903, 0.03158492304895974, 0.11261504180100396)","(-0.06742450462071216, -0.08902499787161984, 0.28237330682412665)","[0.3562233620286411, 0.5373187662266028, -0.03857696644859461]"
16.78,"(-0.06742450462071216, -0.08902499787161984, 0.28237330682412665)","(-0.0060509449447220184, -0.10380092361424148, 0.1917377246951063)","[0.6884867298853147, 1.5503240083687846, -1.0245565843933446]"
16.79,"(-0.0060509449447220184, -0.10380092361424148, 0.1917377246951063)","(0.060411523357467634, -0.10047665924203035, 0.18401003010188158)","[-1.2958016550021951, 1.3419824295641911, 1.0590495129850728]"
16.8,"(0.060411523357467634, -0.10047665924203035, 0.18401003010188158)","(-0.08506926631717429, -0.09181950191418586, 0.1619799151444321)","[0.6038745453090028, 1.2353899298978264, 1.336982637780245]"
16.81,"(-0.08506926631717429, -0.09181950191418586, 0.1619799151444321)","(-0.09708216893116343, 0.07797100421138699, 0.26550395632936663)","[0.7394928846322513, -0.8745265265931722, -0.6842490003797185]"
16.82,"(-0.09708216893116343, 0.07797100421138699, 0.26550395632936663)","(-0.0581780437346261, 0.08725135542443549, 0.2843925132857226)","[0.4254128876785622, -0.9200945090151563, -0.3803886247256487]"
16.83,"(-0.0581780437346261, 0.08725135542443549, 0.2843925132857226)","(0.023872522211310115, 0.07734886117281731, 0.290615960716862)","[0.03923330276265714, -0.9108169427547217, -0.8081948063416369]"
16.84,"(0.023872522211310115, 0.07734886117281731, 0.290615960716862)","(-0.005779771177888129, -0.02407040602148904, 0.304755712405329)","[-0.23127821345212432, 0.013728642937809036, 1.2223187903089354]"
16.85,"(-0.005779771177888129, -0.02407040602148904, 0.304755712405329)","(0.007475513754256133, 0.02331162183310882, 0.31047515743717946)","[-0.2779075227934127, -0.43761561222941725, 1.0014810549639768]"
16.86,"(0.007475513754256133, 0.02331162183310882, 0.31047515743717946)","(-0.13456835322392177, -0.07384516233375028, 0.23783340826193572)","[0.6846614125491658, 0.4569932900608933, 0.5255725168768005]"
