index,act_pos,next_pos,changes
1.39,"(-0.015608303731800575, 0.09175738822869962, 0.26089133705515244)","(0.15925634169908842, 0.0693156577647491, 0.16976356500760298)","[-1.0145596725741073, -0.8725944320354764, -0.9817751444043992]"
1.4,"(0.15925634169908842, 0.0693156577647491, 0.16976356500760298)","(0.07864636348216379, -0.12518811387362172, 0.19778538867491066)","[-0.8138301529494155, 1.127394374691357, 0.11053718950168963]"
1.41,"(0.07864636348216379, -0.12518811387362172, 0.19778538867491066)","(0.0010110370858358413, -0.10537736832357732, 0.2582577205769811)","[0.23430870216648492, 0.8867376350111357, -0.7246214288277139]"
1.42,"(0.0010110370858358413, -0.10537736832357732, 0.2582577205769811)","(0.11290901971893655, 0.09051632028697915, 0.1924225140921297)","[-1.3151087313617855, -1.281138669075842, 1.1504056885484608]"
1.43,"(0.11290901971893655, 0.09051632028697915, 0.1924225140921297)","(0.13715139373417498, -0.014764243181234137, 0.25096448502551005)","[-1.0078025353018323, -0.06702907890640881, 1.0690209679304086]"
1.44,"(0.13715139373417498, -0.014764243181234137, 0.25096448502551005)","(0.005019781829618293, 0.036504057719140864, 0.3215978435353854)","[-0.12973508066109674, -0.4739606854815128, 0.5315790643330746]"
1.45,"(0.005019781829618293, 0.036504057719140864, 0.3215978435353854)","(-0.08738110626557895, 0.08400153473218744, 0.2676269845253545)","[0.3981742382063015, -0.9522408116738763, 0.6089453688549695]"
1.46,"(-0.08738110626557895, 0.08400153473218744, 0.2676269845253545)","(0.013724477639224512, 0.0891045985470347, 0.2471923317008159)","[-0.4600009380819695, -1.4171663781554398, 1.2877239502594227]"
1.47,"(0.013724477639224512, 0.0891045985470347, 0.2471923317008159)","(-0.033159637411086906, -0.124264499515159, 0.17346082781801983)","[0.3709523707408711, 1.4255547858180886, 0.282404959365603]"
1.48,"(-0.033159637411086906, -0.124264499515159, 0.17346082781801983)","(-0.13255237485502397, 0.03619695527060376, 0.21857808190735298)","[0.6613679375527585, -0.7535202096457503, 1.5270389173462602]"
1.49,"(-0.13255237485502397, 0.03619695527060376, 0.21857808190735298)","(-0.18186893896846776, 0.07216052297411257, 0.15050193693047223)","[1.4387481298953733, -0.8081947520783134, -0.09943247095735407]"
1.5,"(-0.18186893896846776, 0.07216052297411257, 0.15050193693047223)","(-0.07219483611398894, -0.0952443718176269, 0.14504219802418203)","[0.6671540469999431, 1.4017389948865024, 1.2463278415034813]"
1.51,"(-0.07219483611398894, -0.0952443718176269, 0.14504219802418203)","(0.05213454822140426, -0.12696689692535978, 0.208457857927713)","[-0.5329135623679103, 1.133019620784871, 0.011703041218033998]"
1.52,"(0.05213454822140426, -0.12696689692535978, 0.208457857927713)","(-0.1556011248325614, 0.025050981046440195, 0.21430458700798075)","[1.2603828736200013, -0.5318784554268311, -1.2123545518751897]"
1.53,"(-0.1556011248325614, 0.025050981046440195, 0.21430458700798075)","(-0.022749523191766232, -0.1011649907841623, 0.2790705865450013)","[0.22558420665807763, 0.678335205563368, -0.27410638232452406]"
1.54,"(-0.022749523191766232, -0.1011649907841623, 0.2790705865450013)","(-0.010979693723662136, 0.017057383472430312, 0.3195499665019608)","[0.22509667599962332, -0.3881738078827403, -0.826619851422752]"
1.55,"(-0.010979693723662136, 0.017057383472430312, 0.3195499665019608)","(0.06456586001992176, -0.01269227657387721, 0.29325163420562855)","[-0.6060248189677471, -0.14891534910223508, 1.2634408044498124]"
1.56,"(0.06456586001992176, -0.01269227657387721, 0.29325163420562855)","(-0.16915839388348922, -0.007311837316267119, 0.13405464057851085)","[1.1747364444190516, -0.23064242828790027, 1.51661894808041]"
1.57,"(-0.16915839388348922, -0.007311837316267119, 0.13405464057851085)","(0.07397614961988658, -0.12648488812855976, 0.15474848564393784)","[-0.9859929048630249, 1.3127808143665345, -0.27651545251493875]"
1.58,"(0.07397614961988658, -0.12648488812855976, 0.15474848564393784)","(-0.06728466261418202, -0.12562847342545366, 0.13819910873808516)","[1.124456235021453, 1.409070617880392, 0.29898831861788394]"
1.59,"(-0.06728466261418202, -0.12562847342545366, 0.13819910873808516)","(0.05039092937866073, -0.11604846824675698, 0.15889196201991718)","[-1.3978047787554329, 1.5524911127540877, 0.6719016729018887]"
1.6,"(0.05039092937866073, -0.11604846824675698, 0.15889196201991718)","(-0.09996597598052338, 0.10942659312885267, 0.2278672622086213)","[0.8213562026917044, -1.1396051094189505, -0.26323107039485116]"
1.61,"(-0.09996597598052338, 0.10942659312885267, 0.2278672622086213)","(-0.04544771884649825, 0.05058046862621328, 0.29303727314965866)","[0.009874250247171737, -0.6756627124279735, 1.1147041109034097]"
1.62,"(-0.04544771884649825, 0.05058046862621328, 0.29303727314965866)","(-0.07140453618477127, 0.06909312855297728, 0.2894543645821415)","[0.5425571102238589, -0.7474032734437484, -0.6243906928765024]"
1.63,"(-0.07140453618477127, 0.06909312855297728, 0.2894543645821415)","(0.03951599094024162, 0.1241367685352229, 0.22161589130335507)","[-0.2685009730236229, -1.5293208545341002, -0.2259788651097334]"
1.64,"(0.03951599094024162, 0.1241367685352229, 0.22161589130335507)","(0.19423404257281288, -0.01692594095991419, 0.1679124283452047)","[-1.452504574493209, -0.04249856774720622, 0.6208016201433437]"
1.65,"(0.19423404257281288, -0.01692594095991419, 0.1679124283452047)","(0.05978850404614305, -0.10316406121548508, 0.1865375368353528)","[-0.2614229121968652, 1.3515656803859926, -1.0886873706980305]"
1.66,"(0.05978850404614305, -0.10316406121548508, 0.1865375368353528)","(-0.14072868806960878, 0.0456170251856914, 0.19955088571534688)","[1.3283747356189064, -0.7751271478121696, -1.4739166011867813]"
1.67,"(-0.14072868806960878, 0.0456170251856914, 0.19955088571534688)","(-0.11601664404783625, -0.08767670377034778, 0.11919044733429565)","[1.1683314401204545, 0.9893651650784343, 1.3286490483137041]"
1.68,"(-0.11601664404783625, -0.08767670377034778, 0.11919044733429565)","(-0.14457802898411476, -0.02937697901839777, 0.25383140561306206)","[0.6395894124869927, 0.059877759032135595, 0.6647617356311087]"
1.69,"(-0.14457802898411476, -0.02937697901839777, 0.25383140561306206)","(-0.1006282407735876, -0.03330118854055794, 0.2524550038863629)","[0.34444912567878244, 0.12430638524550325, 1.556992778381143]"
1.7,"(-0.1006282407735876, -0.03330118854055794, 0.2524550038863629)","(-0.033796067962988605, -0.12089870730785499, 0.17687266311572813)","[0.18821715787511664, 1.5191865485841822, 0.4276277665393513]"
1.71,"(-0.033796067962988605, -0.12089870730785499, 0.17687266311572813)","(0.06164718373169169, 0.040719409163489935, 0.2858697300785058)","[-0.1152192256006599, -0.6286543331047643, -1.2770305924644996]"
1.72,"(0.06164718373169169, 0.040719409163489935, 0.2858697300785058)","(0.16177868389883235, 0.001572051848886791, 0.17096637115708976)","[-1.555018425587292, -0.27180508516765783, 1.5666370659262772]"
1.73,"(0.16177868389883235, 0.001572051848886791, 0.17096637115708976)","(-0.04894912697804294, 0.09357944936643085, 0.27633415777118914)","[0.41305273933960157, -1.0234695003552, -0.5975438906294656]"
1.74,"(-0.04894912697804294, 0.09357944936643085, 0.27633415777118914)","(0.16532453699208818, -0.026412815890462817, 0.16653163444304675)","[-1.0419180048578252, 0.039269847735284885, -1.443978199573298]"
1.75,"(0.16532453699208818, -0.026412815890462817, 0.16653163444304675)","(-0.07304872083303424, -0.11496874625534835, 0.23415220155433472)","[0.6476571913091661, 0.9496473702046504, -0.3359083564952409]"
1.76,"(-0.07304872083303424, -0.11496874625534835, 0.23415220155433472)","(-0.07961283131877378, -0.0975643478404108, 0.20011696197131115)","[0.3539999664297096, 1.1013347750939062, 1.1766233869346836]"
1.77,"(-0.07961283131877378, -0.0975643478404108, 0.20011696197131115)","(-0.09826472589028692, -0.10533466248158127, 0.18331427270651365)","[0.6415860133964787, 1.0720222465141827, 0.8513313301695152]"
1.78,"(-0.09826472589028692, -0.10533466248158127, 0.18331427270651365)","(0.08352244257277665, -0.12629672721836382, 0.13706336933723778)","[-1.5455589345150385, 1.3319624879291554, 0.20644615115992238]"
1.79,"(0.08352244257277665, -0.12629672721836382, 0.13706336933723778)","(-0.06685156652428552, -0.08555466711900095, 0.2249054592092472)","[0.9149813399621046, 0.9357666493794324, -1.3995313233228284]"
1.8,"(-0.06685156652428552, -0.08555466711900095, 0.2249054592092472)","(0.04718898467102348, -0.0038533945209933192, 0.2963770493522184)","[-0.04783989829777778, -0.2104320693848337, -1.3334054403414246]"
1.81,"(0.04718898467102348, -0.0038533945209933192, 0.2963770493522184)","(-0.09791582116818312, -0.0807680554001235, 0.2175657978286956)","[1.0904797059387636, 0.7725207804052873, -1.3279862952982184]"
1.82,"(-0.09791582116818312, -0.0807680554001235, 0.2175657978286956)","(-0.08118885408426817, 0.12312848071735319, 0.19101741717234524)","[0.6906657310488364, -1.5336195277605742, 0.315244126916599]"
1.83,"(-0.08118885408426817, 0.12312848071735319, 0.19101741717234524)","(-0.12530247395271635, 0.019840806564638745, 0.28690455109662805)","[0.5551302952858188, -0.28330715649958116, 0.17874337036822127]"
1.84,"(-0.12530247395271635, 0.019840806564638745, 0.28690455109662805)","(-0.10361535064382331, 0.11218996488301551, 0.2087820186986864)","[0.9852739033277909, -1.2472258915758907, -0.46311395002993994]"
1.85,"(-0.10361535064382331, 0.11218996488301551, 0.2087820186986864)","(0.1429721531847966, 0.08393422269399002, 0.19944825701386837)","[-1.232818736679047, -0.9616956932950613, 0.7742580223324309]"
1.86,"(0.1429721531847966, 0.08393422269399002, 0.19944825701386837)","(-0.017981497404528916, -0.01077575395443874, 0.32068905101436096)","[-0.05670353322260933, -0.08136253697053879, 0.7231719015026523]"
1.87,"(-0.017981497404528916, -0.01077575395443874, 0.32068905101436096)","(0.1355975259023328, -0.10883750977653002, 0.1449553963407838)","[-1.2147012038798288, 0.9021815213451158, -0.49146569363105214]"
1.88,"(0.1355975259023328, -0.10883750977653002, 0.1449553963407838)","(0.11501747816787947, 0.12098777302222467, 0.1535346857002912)","[-1.3393530659790012, -1.3378084123909346, 0.15688355070225682]"
1.89,"(0.11501747816787947, 0.12098777302222467, 0.1535346857002912)","(0.07220948111775109, 0.09831571643407624, 0.2567865063386042)","[-0.3047925270420492, -1.0699062808840762, -0.6216946599503284]"
1.9,"(0.07220948111775109, 0.09831571643407624, 0.2567865063386042)","(0.035821715945870046, -0.007008358691839954, 0.3175883036955677)","[-0.34458574609577214, -0.09172627858171085, 0.8154156680286128]"
1.91,"(0.035821715945870046, -0.007008358691839954, 0.3175883036955677)","(-0.1743105242919355, 0.010027142154291353, 0.19349232465617175)","[1.365846176137185, -0.27839116044126083, -1.067113252511419]"
1.92,"(-0.1743105242919355, 0.010027142154291353, 0.19349232465617175)","(0.1720456167139195, -0.05902597023119951, 0.08721165574140488)","[-1.5301664882586334, 0.37342433209941756, -0.8423469290443157]"
1.93,"(0.1720456167139195, -0.05902597023119951, 0.08721165574140488)","(-0.15146348432854415, -0.10387091531629268, 0.14773566246794248)","[1.3819960339115847, 0.7781410834726853, -0.03940936821830035]"
1.94,"(-0.15146348432854415, -0.10387091531629268, 0.14773566246794248)","(-0.008545358941579581, 0.08398342699639158, 0.24938173794316923)","[0.4262716022662204, -1.3275632265116024, -1.3854412061328176]"
1.95,"(-0.008545358941579581, 0.08398342699639158, 0.24938173794316923)","(-0.06752244933597705, -0.11169925977547492, 0.24095692922331516)","[0.3517947219698639, 0.9133645843190753, 0.45280453885654326]"
1.96,"(-0.06752244933597705, -0.11169925977547492, 0.24095692922331516)","(-0.03746256269032944, 0.031015906273364, 0.30051849350111004)","[-0.04794184754933563, -0.5288621431002597, 1.1911463517374026]"
1.97,"(-0.03746256269032944, 0.031015906273364, 0.30051849350111004)","(0.025464167531113246, -0.09261027097982726, 0.22083278635738246)","[-0.7402888045145652, 1.1861449864177134, 1.3601361628290458]"
1.98,"(0.025464167531113246, -0.09261027097982726, 0.22083278635738246)","(0.1039756037003029, 0.1167784734556239, 0.20517080442605812)","[-0.8817424717419177, -1.2521616678714413, -0.08267952877555086]"
1.99,"(0.1039756037003029, 0.1167784734556239, 0.20517080442605812)","(0.1543899372729459, -0.05190007930930892, 0.20441813539974035)","[-1.3256866286588753, 0.31106774355065714, 1.096929950512697]"
2.0,"(-0.0069182944928305725, -0.021220120641544972, 0.33059863058447564)","(0.11056034176299077, 0.012025704788911578, 0.2747232651390379)","[-0.8695982894369642, -0.33049549203843026, 1.1162004549482274]"
2.1,"(0.11056034176299077, 0.012025704788911578, 0.2747232651390379)","(-0.09421734153002502, -0.010866998856127047, 0.28402859297634164)","[0.2605506437261657, -0.11546661787474524, 1.1405074977634844]"
2.2,"(-0.09421734153002502, -0.010866998856127047, 0.28402859297634164)","(-0.0399628413228887, -0.07540188108585705, 0.2984448058702808)","[0.07134251763938501, 0.4667164138202941, 0.46059855225810065]"
2.3,"(-0.0399628413228887, -0.07540188108585705, 0.2984448058702808)","(0.1756592051807378, -0.07219164073709948, 0.1704636153708866)","[-1.2127068515796173, 0.4290109377155008, -0.36769265702988746]"
2.4,"(0.1756592051807378, -0.07219164073709948, 0.1704636153708866)","(-0.10142683051182211, 0.1042483281488029, 0.24000946472895976)","[0.6778339801037567, -1.0867864745166602, -0.06861344759218911]"
2.5,"(-0.10142683051182211, 0.1042483281488029, 0.24000946472895976)","(0.06990643076805353, 0.09801517182697242, 0.21305361343664067)","[-1.060637484262137, -1.5482491559995137, 1.1551929310828795]"
2.6,"(0.06990643076805353, 0.09801517182697242, 0.21305361343664067)","(-0.15621477636529052, -0.07052394624265508, 0.1316949650624353)","[1.1540616052291364, 0.49444797584207145, 1.1194706929716796]"
2.7,"(-0.15621477636529052, -0.07052394624265508, 0.1316949650624353)","(0.16879632145709228, 0.041572386841904826, 0.21994765691448082)","[-1.158734311077635, -0.5618472355237587, 0.5675942241536467]"
2.8,"(0.16879632145709228, 0.041572386841904826, 0.21994765691448082)","(-0.1591059752362014, 0.021545031499283114, 0.1783640268009216)","[1.4242013299785214, -0.5552447427920707, -1.500421741541915]"
2.9,"(-0.1591059752362014, 0.021545031499283114, 0.1783640268009216)","(-0.04099860368348883, 0.01733353781027091, 0.29820660966482637)","[0.41532213864882345, -0.45281610761035335, -1.238439246789717]"
2.1,"(-0.04099860368348883, 0.01733353781027091, 0.29820660966482637)","(0.15983030643396612, 0.024582751927013997, 0.24912332863572384)","[-0.8529581540994253, -0.39965204096397855, -0.31305760167194957]"
2.11,"(0.15983030643396612, 0.024582751927013997, 0.24912332863572384)","(-0.07048937854274646, 0.042228349695866876, 0.31082595851799505)","[0.240158807707516, -0.5382467899280106, 0.3095551669169183]"
2.12,"(-0.07048937854274646, 0.042228349695866876, 0.31082595851799505)","(-0.06891061337038348, -0.12239752317777886, 0.21500785502149808)","[0.48419974208867606, 1.0870252397097813, 0.28915024066812156]"
2.13,"(-0.06891061337038348, -0.12239752317777886, 0.21500785502149808)","(0.08906236144309103, -0.12270729239093725, 0.19070635584419224)","[-1.0444131448461564, 1.0717420423468014, 0.3058201460575945]"
2.14,"(0.08906236144309103, -0.12270729239093725, 0.19070635584419224)","(0.06551853325275905, -0.12401263816614054, 0.15183874012455142)","[-0.9161886595055885, 1.4017138817867034, -0.40207283702668156]"
2.15,"(0.06551853325275905, -0.12401263816614054, 0.15183874012455142)","(0.0746282601327912, 0.02991904880962193, 0.31465350832517874)","[-0.36183359214747113, -0.40998765449684726, -0.040528068368300765]"
2.16,"(0.0746282601327912, 0.02991904880962193, 0.31465350832517874)","(0.09407034003668319, -0.035258129065706405, 0.30267114343067913)","[-0.4228329419791783, 0.09531425450631363, -0.29552032714355486]"
2.17,"(0.09407034003668319, -0.035258129065706405, 0.30267114343067913)","(-0.14749884992594506, -0.07536115118758888, 0.22952673807251228)","[0.8368821213529455, 0.4448463328248228, 0.29447519491227525]"
2.18,"(-0.14749884992594506, -0.07536115118758888, 0.22952673807251228)","(-0.1666466826507728, 0.023271097991593673, 0.1688617733840984)","[0.9992062072410518, -0.5152058282946158, 1.3972191605088655]"
2.19,"(-0.1666466826507728, 0.023271097991593673, 0.1688617733840984)","(0.07741559379749086, -0.06963111646055092, 0.2716189099620815)","[-0.6957706068677154, 0.46884064749595955, 0.9799661196314299]"
2.2,"(0.07741559379749086, -0.06963111646055092, 0.2716189099620815)","(0.026741154918491016, -0.11865424832180263, 0.20696407021611968)","[-0.6328973402100334, 1.3265103387853912, 0.6507283677717216]"
2.21,"(0.026741154918491016, -0.11865424832180263, 0.20696407021611968)","(-0.0856438713946732, -0.11378352106376138, 0.16939929032117446)","[0.7163789563498751, 1.2343109617726806, 0.8025927301894176]"
2.22,"(-0.0856438713946732, -0.11378352106376138, 0.16939929032117446)","(0.11586937989572246, 0.10243684602372251, 0.22669378066575288)","[-0.8834339501906655, -1.0445878184339965, 0.2312209537290816]"
2.23,"(0.11586937989572246, 0.10243684602372251, 0.22669378066575288)","(0.01531328313210811, 0.09611643045207681, 0.24243835920636944)","[0.24810369910994592, -1.4226796749854755, -1.1607183552349511]"
2.24,"(0.01531328313210811, 0.09611643045207681, 0.24243835920636944)","(-0.11107490973025566, -0.11709337679384142, 0.16753770492675632)","[1.3589126158274454, 1.0048296744845915, -0.44701485272349734]"
2.25,"(-0.11107490973025566, -0.11709337679384142, 0.16753770492675632)","(-0.10257034348708895, -0.1201344623769655, 0.12324564283036549)","[1.3381227973725127, 1.1454148672242244, 0.5207169011819126]"
2.26,"(-0.10257034348708895, -0.1201344623769655, 0.12324564283036549)","(0.053090513710313786, -0.018376162366110046, 0.283672317836961)","[-0.016999587701122514, -0.0880786234531012, -1.566302180509098]"
2.27,"(0.053090513710313786, -0.018376162366110046, 0.283672317836961)","(-0.07984831315943351, 0.039629307106027314, 0.3083708607459014)","[0.36317598783526606, -0.5133098467568051, 0.26249088035430523]"
2.28,"(-0.07984831315943351, 0.039629307106027314, 0.3083708607459014)","(-0.0298809680156763, 0.026953525333412352, 0.2931705425585769)","[0.4608295933162391, -0.5877997016927384, -1.4262406216551293]"
2.29,"(-0.0298809680156763, 0.026953525333412352, 0.2931705425585769)","(0.03765988132082711, -0.11124318719235977, 0.21645503250322906)","[-0.7273017712544028, 1.1704160233911447, 0.8869807119414511]"
2.3,"(0.03765988132082711, -0.11124318719235977, 0.21645503250322906)","(-0.09013970872949775, 0.03751096695248676, 0.3040295597460033)","[0.5225198969445606, -0.49170089883608836, -0.2821896459683182]"
2.31,"(-0.09013970872949775, 0.03751096695248676, 0.3040295597460033)","(0.057500762543754955, -0.10452269789935846, 0.23506789989956473)","[-0.7432857485573913, 0.9430050091027187, 0.8953083699021683]"
2.32,"(0.057500762543754955, -0.10452269789935846, 0.23506789989956473)","(0.04706666941647786, -0.12560816581127393, 0.15043706545868762)","[-1.0330733436434052, 1.5432306960334556, -0.02475120404334289]"
2.33,"(0.04706666941647786, -0.12560816581127393, 0.15043706545868762)","(0.037331470803983656, 0.1098634775643828, 0.2621301090790344)","[-0.3441805922995899, -1.1483385686867253, 0.30783157058025645]"
2.34,"(0.037331470803983656, 0.1098634775643828, 0.2621301090790344)","(-0.0740226062460599, -0.09068985759588954, 0.09866287194354739)","[1.25645648474357, 1.4131991971375524, 1.347401524038795]"
2.35,"(-0.0740226062460599, -0.09068985759588954, 0.09866287194354739)","(0.15785937717546022, -0.02004259292077764, 0.25611562991715897)","[-0.7882898797020494, -0.032369310928349306, -0.14573611463047798]"
2.36,"(0.15785937717546022, -0.02004259292077764, 0.25611562991715897)","(-0.12583490590249147, 0.11247577218165208, 0.18341825034019119)","[1.056688406757277, -1.2409252405445008, 0.16076166942860778]"
2.37,"(-0.12583490590249147, 0.11247577218165208, 0.18341825034019119)","(0.03727026508490279, -0.11086665509286227, 0.17694982710474208)","[-1.1301792352741944, 1.5203683468531055, 0.8369431337428108]"
2.38,"(0.03727026508490279, -0.11086665509286227, 0.17694982710474208)","(0.08903394214610277, -0.11986238809384726, 0.21005420429750435)","[-0.8147592741057341, 0.9169901087151332, 0.17995867278880684]"
2.39,"(0.08903394214610277, -0.11986238809384726, 0.21005420429750435)","(-0.1736449588925022, 0.008291586745715963, 0.11399689578126923)","[1.3213222564127929, -0.42498433422549053, 1.3922747957102717]"
2.4,"(-0.1736449588925022, 0.008291586745715963, 0.11399689578126923)","(0.12487493927382316, -0.09683576894076301, 0.18421811355608037)","[-0.800588671274498, 0.7634151652428871, -0.8995997036385548]"
2.41,"(0.12487493927382316, -0.09683576894076301, 0.18421811355608037)","(0.12915935756184937, 0.08983628264632011, 0.21980406571884964)","[-0.7153142573488396, -1.0528686679694284, -0.5418860858361055]"
2.42,"(0.12915935756184937, 0.08983628264632011, 0.21980406571884964)","(0.1266201417232837, 0.11586139650065189, 0.15172304364946243)","[-1.2166518992147728, -1.3528334234762651, -0.1871813680917893]"
2.43,"(0.1266201417232837, 0.11586139650065189, 0.15172304364946243)","(0.10204346508364184, 0.1175660396167637, 0.20316283099196594)","[-0.8132317752460874, -1.3609882396318358, -0.0921837328314565]"
2.44,"(0.10204346508364184, 0.1175660396167637, 0.20316283099196594)","(0.14257212821383156, 0.10804167852005642, 0.11067336026994426)","[-1.5259963805157377, -1.2254203089391253, -0.27191160103364903]"
2.45,"(0.14257212821383156, 0.10804167852005642, 0.11067336026994426)","(0.03140494827037029, -0.002051617104195826, 0.30534535371817023)","[-0.3934722337058921, -0.24850873798695905, 1.2308861264337911]"
2.46,"(0.03140494827037029, -0.002051617104195826, 0.30534535371817023)","(0.0611330347672839, -0.034026826924574524, 0.29082918467652485)","[-0.5826052070302732, 0.09165693296272492, 1.24064381441568]"
2.47,"(0.0611330347672839, -0.034026826924574524, 0.29082918467652485)","(-0.06740200100661198, -0.08568887811798373, 0.28467745647382414)","[0.4565379855411188, 0.5190720373989239, -0.24197462197598887]"
2.48,"(-0.06740200100661198, -0.08568887811798373, 0.28467745647382414)","(-0.04676431422776783, -0.07178269769969713, 0.2559022221167391)","[0.0015500895930519265, 0.6379040831484784, 1.4533176379926194]"
2.49,"(-0.04676431422776783, -0.07178269769969713, 0.2559022221167391)","(0.15206569247094345, 0.08975646537550802, 0.1998230338294058)","[-1.0377399359075052, -0.9448213705887749, -0.16298699985020762]"
2.5,"(0.15206569247094345, 0.08975646537550802, 0.1998230338294058)","(0.20311970398540916, -0.006277812173775225, 0.15258349858548048)","[-1.465048845516761, -0.1350902690158402, 0.3064051060155745]"
2.51,"(0.20311970398540916, -0.006277812173775225, 0.15258349858548048)","(-0.15791891822050683, 0.04212030476269383, 0.23023396958004416)","[1.0437720266870876, -0.5669597447778391, -0.7330050697117638]"
2.52,"(-0.15791891822050683, 0.04212030476269383, 0.23023396958004416)","(-0.04714783078236111, -0.10200081388115814, 0.18674606570530594)","[0.020168919715404007, 1.40103555804212, 1.116492601955981]"
2.53,"(-0.04714783078236111, -0.10200081388115814, 0.18674606570530594)","(0.14548608692415002, -0.03224585689037559, 0.2656774525961263)","[-0.8790168704316053, 0.04377861729820142, 0.20272404420062043]"
2.54,"(0.14548608692415002, -0.03224585689037559, 0.2656774525961263)","(-0.14483770192808257, 0.06762976135080011, 0.15281224220489595)","[0.9648075624572355, -1.0928824346831303, 1.3592000936011188]"
2.55,"(-0.14483770192808257, 0.06762976135080011, 0.15281224220489595)","(-0.18885544712287222, -0.04851475018295685, 0.14842888858558045)","[1.5349650731839943, 0.18481772131204616, -0.5856143654214253]"
2.56,"(-0.18885544712287222, -0.04851475018295685, 0.14842888858558045)","(0.19685473302167628, -0.04445031607121173, 0.1392884380020449)","[-1.4617427480453857, 0.14374512556482524, 0.26421257206492593]"
2.57,"(0.19685473302167628, -0.04445031607121173, 0.1392884380020449)","(-0.1476061539738675, 0.017376743555742404, 0.2572881259162797)","[0.9412153094585345, -0.36581958193502606, -0.6662699653277293]"
2.58,"(-0.1476061539738675, 0.017376743555742404, 0.2572881259162797)","(-0.0419739721451374, -0.11299935948884299, 0.23448926184925897)","[0.09184808799545396, 1.015247421579699, 0.6971185745107817]"
2.59,"(-0.0419739721451374, -0.11299935948884299, 0.23448926184925897)","(-0.1868798438817113, 0.05675517797802922, 0.13967355047597885)","[1.3178703596860666, -0.6742942791290003, 0.4835781567596134]"
2.6,"(-0.1868798438817113, 0.05675517797802922, 0.13967355047597885)","(0.045012064266528096, 0.037545989406752266, 0.2906820734122353)","[-0.5050227386058039, -0.6602799378950499, 1.3217920276137993]"
2.61,"(0.045012064266528096, 0.037545989406752266, 0.2906820734122353)","(-0.0030457771291310873, -0.05388924723393223, 0.31273899033245667)","[-0.112930161470329, 0.2522002663204772, 0.6217710610892427]"
2.62,"(-0.0030457771291310873, -0.05388924723393223, 0.31273899033245667)","(-0.17508742158191787, 0.006670257234663584, 0.16889223173947918)","[1.5341456882286055, -0.3254532469266255, -1.2534547496073767]"
2.63,"(-0.17508742158191787, 0.006670257234663584, 0.16889223173947918)","(0.04275119846134385, -0.1269358160953572, 0.21354606486871658)","[-0.4341859488561057, 1.182750458220868, 0.08401221390746232]"
2.64,"(0.04275119846134385, -0.1269358160953572, 0.21354606486871658)","(0.12288841616591545, 0.07043782737643595, 0.25972514828444443)","[-0.7991758004242838, -0.7640604223511116, 0.44457551736253237]"
2.65,"(0.12288841616591545, 0.07043782737643595, 0.25972514828444443)","(0.1292126265424538, -0.04655090316221587, 0.26422930474194967)","[-0.5507789174828616, 0.20616871263007958, -0.6861011665108195]"
2.66,"(0.1292126265424538, -0.04655090316221587, 0.26422930474194967)","(0.18311853600333736, -0.06908112502194759, 0.15271154632609518)","[-1.4244093983550918, 0.3902782899706906, 0.2518647357054862]"
2.67,"(0.18311853600333736, -0.06908112502194759, 0.15271154632609518)","(-0.1788549058460347, -0.06865931870470124, 0.12985083163033043)","[1.2893711226809452, 0.4073954885889944, 0.5808114555753546]"
2.68,"(-0.1788549058460347, -0.06865931870470124, 0.12985083163033043)","(-0.03396319088055169, -0.12792698431510321, 0.20884712183820828)","[0.30083406425212755, 1.2762588036489237, 0.008213576517978115]"
2.69,"(-0.03396319088055169, -0.12792698431510321, 0.20884712183820828)","(0.10584220119205039, 0.07053274721713344, 0.23197466269781994)","[-0.5168678486215604, -1.0012276572525667, -1.2798966629078357]"
2.7,"(0.10584220119205039, 0.07053274721713344, 0.23197466269781994)","(-0.1253555146074373, -0.04483925949390711, 0.27669021557060347)","[0.5439193200847761, 0.2129185114347457, 0.3473339321602804]"
2.71,"(-0.1253555146074373, -0.04483925949390711, 0.27669021557060347)","(0.08996455604416571, -0.03141457720468198, 0.3003534755665227)","[-0.630870516257785, 0.09827783411479316, 0.6099188211112375]"
2.72,"(0.08996455604416571, -0.03141457720468198, 0.3003534755665227)","(-0.1767541942715083, -0.030388141183205004, 0.18939462397773332)","[1.3179181340072772, 0.08903007088632438, -0.9265515834802065]"
2.73,"(-0.1767541942715083, -0.030388141183205004, 0.18939462397773332)","(0.08620973938853126, 0.11807223013901309, 0.19103985796477826)","[-1.1171573872631586, -1.4763230695403997, 0.5717864908503819]"
2.74,"(0.08620973938853126, 0.11807223013901309, 0.19103985796477826)","(0.036511310943536504, -0.09105365126956162, 0.2669010221863046)","[0.01046936277620315, 0.7124017656020946, -0.9229107398824693]"
2.75,"(0.036511310943536504, -0.09105365126956162, 0.2669010221863046)","(0.07719452714847491, -0.04755518298017519, 0.2715117646042423)","[-0.7473910467181493, 0.24481258634588512, 1.3536898883353965]"
2.76,"(0.07719452714847491, -0.04755518298017519, 0.2715117646042423)","(0.04802692729153326, 0.08058046810440711, 0.27995381543702197)","[-0.505173480422169, -0.998517730297524, 0.7833324711476877]"
2.77,"(0.04802692729153326, 0.08058046810440711, 0.27995381543702197)","(0.007188390613101371, 0.10226893069778305, 0.2671269710015371)","[-0.24519066455391736, -1.2318062784954902, 0.6031877832598085]"
