index,act_pos,next_pos,changes
0.25,"(-0.05179001707396905, -0.10488323309369513, 0.2521600754131156)","(-0.0742176019653132, 0.0765283411461867, 0.282596592207486)","[0.5754573305770432, -0.8768020561984159, -0.6070889616370944]"
0.26,"(-0.0742176019653132, 0.0765283411461867, 0.282596592207486)","(-0.12737175066884507, -0.07787120852014393, 0.2232144823329977)","[0.6580325706414409, 0.5335213935210319, 0.9316449795151437]"
0.27,"(-0.12737175066884507, -0.07787120852014393, 0.2232144823329977)","(0.08490198538966008, 0.07849834297468226, 0.21261761448949862)","[-0.3630710226053594, -1.413533420622244, -1.5104685724990286]"
0.28,"(0.08490198538966008, 0.07849834297468226, 0.21261761448949862)","(-0.03951893366758311, 0.010019419717537018, 0.3007021397133679)","[0.46506015668669, -0.34485061260447697, -1.1940014884345376]"
0.29,"(-0.03951893366758311, 0.010019419717537018, 0.3007021397133679)","(-0.17660923006596407, -0.05707718696514367, 0.17147062119070772)","[1.1177290203327293, 0.3069642776046726, 0.7410720023522028]"
0.3,"(-0.17660923006596407, -0.05707718696514367, 0.17147062119070772)","(-0.1040067512150779, -0.08021080360590266, 0.23193686319842338)","[0.4743730464713911, 0.6556995069113902, 1.1216881382892487]"
0.31,"(-0.1040067512150779, -0.08021080360590266, 0.23193686319842338)","(-0.08721367163525952, -0.008578754214459625, 0.2849198020801862)","[0.7342477177872035, -0.15079391692154676, -1.221825365812926]"
0.32,"(-0.08721367163525952, -0.008578754214459625, 0.2849198020801862)","(-0.05285550409172942, -0.0835382591250336, 0.2311879949811329)","[0.05785443131713679, 0.9335682413393356, 1.446127492958453]"
0.33,"(-0.05285550409172942, -0.0835382591250336, 0.2311879949811329)","(0.10278846127383193, -0.08690760843333298, 0.1382254734052204)","[-0.949489624067598, 1.113243846875074, -1.4214464671096565]"
0.34,"(0.10278846127383193, -0.08690760843333298, 0.1382254734052204)","(0.16322264271993014, -0.07725657743309215, 0.17791405082999565)","[-1.06586956829399, 0.49301483230534904, -0.5271767614896334]"
0.35,"(0.16322264271993014, -0.07725657743309215, 0.17791405082999565)","(-0.17374570707455703, -0.014666893241700991, 0.17490796377446532)","[1.4324459967390348, -0.09749606533450361, -1.2139586131696896]"
0.36,"(-0.17374570707455703, -0.014666893241700991, 0.17490796377446532)","(-0.18121682241547482, -0.041307992890264926, 0.1602462490180257)","[1.5343173850340488, 0.16230496693460736, -0.8273189846152104]"
0.37,"(-0.18121682241547482, -0.041307992890264926, 0.1602462490180257)","(-0.11014347834506173, 0.11999830519309272, 0.1512242382767015)","[1.092854744992508, -1.4488895991511577, 0.42391430306275013]"
0.38,"(-0.11014347834506173, 0.11999830519309272, 0.1512242382767015)","(-0.06639656449294984, -0.10153056157712441, 0.18580163328039218)","[0.27726687719702997, 1.228936298044475, 1.1532117803872215]"
0.39,"(-0.06639656449294984, -0.10153056157712441, 0.18580163328039218)","(0.026410846259482305, -0.12645621201312285, 0.21790927300510826)","[-0.4003530114837171, 1.152857161698236, 0.1646120534916035]"
0.4,"(0.026410846259482305, -0.12645621201312285, 0.21790927300510826)","(-0.014548573051008092, -0.11733572868634036, 0.22007605792149593)","[0.4134113455464692, 1.173708498631052, -0.6999172905721416]"
0.41,"(-0.014548573051008092, -0.11733572868634036, 0.22007605792149593)","(0.15130213446134763, -0.08024246564205689, 0.13508245669749464)","[-1.2179647331133234, 0.568540642467391, -1.0492703448408467]"
0.42,"(0.15130213446134763, -0.08024246564205689, 0.13508245669749464)","(-0.1722025882139817, 0.06552588445220112, 0.09310181303771915)","[1.4401134897957564, -0.840345332844872, 0.7742150427036563]"
0.43,"(-0.1722025882139817, 0.06552588445220112, 0.09310181303771915)","(-0.053942508886049664, -0.12682279439075567, 0.15652990181518103)","[0.8940887828463486, 1.399046812460452, 0.04489843863739097]"
0.44,"(-0.053942508886049664, -0.12682279439075567, 0.15652990181518103)","(-0.04640994969487663, -0.07111294356737238, 0.3049343546080032)","[0.19984782808629697, 0.32037342091458804, -0.11332468570914178]"
0.45,"(-0.04640994969487663, -0.07111294356737238, 0.3049343546080032)","(0.08900368053490886, -0.026690348622076455, 0.2858215342522259)","[-0.775133973566494, -0.041298488311650665, 1.095398726890254]"
0.46,"(0.08900368053490886, -0.026690348622076455, 0.2858215342522259)","(-0.1978763192363049, -0.023397747133725517, 0.17516798984845078)","[1.1754920322572822, -0.06027996802670107, 0.10781510162633638]"
0.47,"(-0.1978763192363049, -0.023397747133725517, 0.17516798984845078)","(0.0013555582574883672, -0.11449214625074043, 0.19114260782660153)","[-0.5583093457978922, 1.44904495539171, 0.7497588220233686]"
0.48,"(0.0013555582574883672, -0.11449214625074043, 0.19114260782660153)","(-0.0433096934936888, -0.016214119418998477, 0.3177813501939452)","[0.022953872412245054, -0.10486854471046772, 0.6918090120302057]"
0.49,"(-0.0433096934936888, -0.016214119418998477, 0.3177813501939452)","(0.1762017696438284, -0.03972604112678539, 0.1319550920924262)","[-1.279716385974367, 0.12557807110731292, -1.1354150259319122]"
0.5,"(0.1762017696438284, -0.03972604112678539, 0.1319550920924262)","(-0.11561843688991691, 0.08305407025930987, 0.2587210480613368)","[0.6579686720794735, -0.8982075669214803, -0.06467546095454078]"
0.51,"(-0.11561843688991691, 0.08305407025930987, 0.2587210480613368)","(-0.16951099990763735, 0.021755843763489338, 0.07817491774182293)","[1.549995532101579, -0.5063335131064781, 1.2925517986307582]"
0.52,"(-0.16951099990763735, 0.021755843763489338, 0.07817491774182293)","(0.037222435250979, -0.09106375382976271, 0.275823249495871)","[-0.4439259316161936, 0.643481087831258, 0.7148552942808954]"
0.53,"(0.037222435250979, -0.09106375382976271, 0.275823249495871)","(0.030644733310694783, 0.1079557924898154, 0.2527428293857461)","[-0.01671319952225404, -1.3092191250967293, -0.6655368122231606]"
0.54,"(0.030644733310694783, 0.1079557924898154, 0.2527428293857461)","(-0.05801425797771618, -0.005210360311463396, 0.3152193123012569)","[0.4349716604421353, -0.15235192773945477, -0.691325382219125]"
0.55,"(-0.05801425797771618, -0.005210360311463396, 0.3152193123012569)","(-0.12814916049350691, 0.012522606045436872, 0.28647164394349334)","[0.6946595771484423, -0.27817406910405307, -0.16709318717430197]"
0.56,"(-0.12814916049350691, 0.012522606045436872, 0.28647164394349334)","(0.025835725205946226, 0.08613441190285248, 0.24234793336550492)","[0.17398744117205417, -1.4534340756824915, -1.3831072152216888]"
0.57,"(0.025835725205946226, 0.08613441190285248, 0.24234793336550492)","(-0.042788270000932715, -0.12017773480496417, 0.16430389540233026)","[1.1914943924923118, 1.4596713538665023, -0.4653477806257468]"
0.58,"(-0.042788270000932715, -0.12017773480496417, 0.16430389540233026)","(0.0009307670261735207, -0.10396407961077747, 0.22570025318495102)","[-0.4041346606481723, 1.1014309309948271, 1.0693119896613497]"
0.59,"(0.0009307670261735207, -0.10396407961077747, 0.22570025318495102)","(0.10924078866543221, -0.11855231316373527, 0.18848690203276852)","[-1.0557560738894032, 0.8952949235605762, 0.13252006744110847]"
0.6,"(0.10924078866543221, -0.11855231316373527, 0.18848690203276852)","(-0.0969567795938704, -0.10204601179809815, 0.2107716388270589)","[1.0683274043794333, 0.8454219799516101, -0.8975029776856762]"
0.61,"(-0.0969567795938704, -0.10204601179809815, 0.2107716388270589)","(-0.13266196257429194, 0.08095714499063883, 0.2444966508257442)","[0.772449332667623, -0.8865825112328701, 0.052107472817666436]"
0.62,"(-0.13266196257429194, 0.08095714499063883, 0.2444966508257442)","(0.1937256699820653, -0.016189502803007783, 0.1767263338574555)","[-1.3696857628151757, -0.09836665092292972, 0.5311318610728094]"
0.63,"(0.1937256699820653, -0.016189502803007783, 0.1767263338574555)","(0.0648622835081177, -0.01760724299093784, 0.28534331027977755)","[-0.6216294929410607, -0.10680282208806953, 1.4383326093014672]"
0.64,"(0.0648622835081177, -0.01760724299093784, 0.28534331027977755)","(0.184250567770019, 0.005788402863358656, 0.21812311074758914)","[-1.0515873154212232, -0.2605380880784593, -0.046209097941458076]"
0.65,"(0.184250567770019, 0.005788402863358656, 0.21812311074758914)","(0.0290427904255715, -0.10399411755769272, 0.2766778365038856)","[-0.16660348063345004, 0.7090995699791347, -0.005943000334026393]"
0.66,"(0.0290427904255715, -0.10399411755769272, 0.2766778365038856)","(0.05710622290094736, -0.0836455448994452, 0.28347170961752016)","[-0.17819730805718595, 0.5185157634643299, -0.5793226517784789]"
0.67,"(0.05710622290094736, -0.0836455448994452, 0.28347170961752016)","(0.18766996414580595, 0.011000253817087932, 0.2013170088249907)","[-1.0486438068953932, -0.30891490474595523, -0.4155849358562733]"
0.68,"(0.18766996414580595, 0.011000253817087932, 0.2013170088249907)","(-0.09157917157490628, -0.12327294322843844, 0.18783831820157743)","[0.9886117855625399, 1.0686510897192176, -0.17989711668326258]"
0.69,"(-0.09157917157490628, -0.12327294322843844, 0.18783831820157743)","(-0.025311102316915104, -0.09311459803121906, 0.22239910354609074)","[-0.23883399257999993, 1.1426661135438845, 1.3344949805935147]"
0.7,"(-0.025311102316915104, -0.09311459803121906, 0.22239910354609074)","(-0.07754283403022913, -0.09723991861568218, 0.15569394401291822)","[0.5971869762339336, 1.3538637904649675, 1.1916551293873456]"
0.71,"(-0.07754283403022913, -0.09723991861568218, 0.15569394401291822)","(-0.0322913331020346, -0.0827193532226364, 0.2714165996101526)","[-0.08037123871508817, 0.6326998584065108, 1.0255776113944242]"
0.72,"(-0.0322913331020346, -0.0827193532226364, 0.2714165996101526)","(0.07761100962742065, -0.1165515970925668, 0.22956738195740506)","[-0.7256587695464475, 0.9282578548343031, 0.21954432171440325]"
0.73,"(0.07761100962742065, -0.1165515970925668, 0.22956738195740506)","(-0.07805599301133792, -0.09437384612915017, 0.26537877724791264)","[0.34360543867216276, 0.6360698707725271, 0.45867411615771475]"
0.74,"(-0.07805599301133792, -0.09437384612915017, 0.26537877724791264)","(-0.13224349757980206, 0.1148405313101406, 0.13412517157919554)","[1.522367594308231, -1.2806673535635142, -0.23695256448491012]"
0.75,"(-0.13224349757980206, 0.1148405313101406, 0.13412517157919554)","(0.05720638046772261, -0.11260298432222414, 0.09189335832255524)","[-1.4684907920151289, 1.4293028480719303, -0.7811519232930649]"
0.76,"(0.05720638046772261, -0.11260298432222414, 0.09189335832255524)","(0.059259970152267624, -0.10158587778166116, 0.2215070339460222)","[-0.11223498450142905, 0.9852678130954039, -1.0720072868930026]"
0.77,"(0.059259970152267624, -0.10158587778166116, 0.2215070339460222)","(0.0041894067690202465, -0.12523830582203446, 0.2222813832801132)","[0.15435451122339192, 1.1496501121312679, -0.28206228822008816]"
0.78,"(0.0041894067690202465, -0.12523830582203446, 0.2222813832801132)","(-0.16192432008395297, -0.07676043400636096, 0.1677307573686457)","[1.1400914318775437, 0.4528915874475721, 0.7783044412674107]"
0.79,"(-0.16192432008395297, -0.07676043400636096, 0.1677307573686457)","(0.10275906848181156, -0.08382052146619123, 0.18933669219654659)","[-1.2607454115145436, 0.8499702120622227, 1.4062112681299055]"
0.8,"(0.10275906848181156, -0.08382052146619123, 0.18933669219654659)","(-0.11653420404873883, -0.04215224909108492, 0.2473002062316988)","[0.5407566405827711, 0.15803682525834536, 1.2931174155580831]"
0.81,"(-0.11653420404873883, -0.04215224909108492, 0.2473002062316988)","(0.06744242263962605, -0.0846900852640446, 0.17591604851508122)","[-0.2733591269066832, 1.3154704048436456, -1.506432693503499]"
0.82,"(0.06744242263962605, -0.0846900852640446, 0.17591604851508122)","(0.0010062751523316898, -0.08084456268914353, 0.23293214142740512)","[0.48425209987412293, 0.9937484133466212, -1.494880132419677]"
0.83,"(0.0010062751523316898, -0.08084456268914353, 0.23293214142740512)","(-0.19585068222431415, 0.041406732515786804, 0.15031486917530307)","[1.5265878633356955, -0.5328052597290269, -0.24807481906915735]"
0.84,"(-0.19585068222431415, 0.041406732515786804, 0.15031486917530307)","(-0.14477996897682716, 0.006790727851882961, 0.2646745870601428)","[0.6963233994756509, -0.26226026116392187, 0.6338861429005044]"
0.85,"(-0.14477996897682716, 0.006790727851882961, 0.2646745870601428)","(-0.16146589179779655, 0.07804442845035574, 0.20374504456894452)","[1.1785679597259342, -0.8462048224299588, -0.19700330985217254]"
0.86,"(-0.16146589179779655, 0.07804442845035574, 0.20374504456894452)","(-0.0819338377394497, 0.10830316662815043, 0.2351246860835821)","[0.4901239459879234, -1.2843855522302703, 0.577108655051867]"
0.87,"(-0.0819338377394497, 0.10830316662815043, 0.2351246860835821)","(-0.059430892484287165, 0.10489678056175208, 0.26220882826757247)","[0.5356652150976557, -1.1704163879475897, -0.3388120082909994]"
0.88,"(-0.059430892484287165, 0.10489678056175208, 0.26220882826757247)","(-0.12637368173339392, -0.09356147048443506, 0.11486151957617405)","[1.315196608174136, 0.8448537936590881, 1.1192424672825323]"
0.89,"(-0.12637368173339392, -0.09356147048443506, 0.11486151957617405)","(0.08146228994535708, -0.11841747768589092, 0.09605404087104095)","[-1.452657650571027, 1.266697151538562, -0.6338532945973926]"
0.9,"(0.08146228994535708, -0.11841747768589092, 0.09605404087104095)","(0.16636746565690674, 0.0013327198062066635, 0.07698589797468877)","[-1.5116629108817623, -0.30839668027773554, -1.39774821511856]"
0.91,"(0.16636746565690674, 0.0013327198062066635, 0.07698589797468877)","(-0.1266394385122105, -0.07667770446317136, 0.21613101391239198)","[1.1969076557373517, 0.5584782819062615, -1.0015222562158232]"
0.92,"(-0.1266394385122105, -0.07667770446317136, 0.21613101391239198)","(-0.02804427012115563, -0.061347057918678415, 0.26966829311471097)","[-0.11097606404244167, 0.479253361164523, 1.492010961958031]"
0.93,"(-0.02804427012115563, -0.061347057918678415, 0.26966829311471097)","(-0.048847905014622856, -0.01178322741000019, 0.30715288775348754)","[0.4876480394244298, -0.13255006233381922, -1.0483903740166909]"
0.94,"(-0.048847905014622856, -0.01178322741000019, 0.30715288775348754)","(-0.1193082161824282, 0.06880065788765158, 0.19521418732818288)","[0.6968467290063387, -1.2089107292257855, 1.4942333727583925]"
0.95,"(-0.1193082161824282, 0.06880065788765158, 0.19521418732818288)","(0.07507127209536024, -0.09566393720628724, 0.23037100931819254)","[-0.27177106248935345, 0.8348432087534589, -1.0607630038777105]"
0.96,"(0.07507127209536024, -0.09566393720628724, 0.23037100931819254)","(-0.15212330156382223, -0.09626241282228142, 0.10672672009777062)","[1.4824486909168741, 0.6655036337090796, 0.5677218444112839]"
0.97,"(-0.15212330156382223, -0.09626241282228142, 0.10672672009777062)","(0.11473214278013535, -0.07518125748226805, 0.07863681413309401)","[-1.4363024713643382, 0.769769526074087, -1.5209951910269357]"
0.98,"(0.11473214278013535, -0.07518125748226805, 0.07863681413309401)","(-0.005162728622556692, 0.01546074347276563, 0.3204256381407607)","[-0.08082892632051633, -0.36393214223745446, 0.8016991441373442]"
0.99,"(-0.005162728622556692, 0.01546074347276563, 0.3204256381407607)","(0.03312565171447328, 0.10265328455732291, 0.26843981143963097)","[-0.3224374416417272, -1.1956380325529985, 0.5033133621169056]"
1.0,"(0.010235843204640516, -0.02809933927832807, 0.3290947398531459)","(0.1464121744601643, 0.10317614859216893, 0.1480047429627429)","[-1.4459097538705408, -1.1799587699831113, 0.42516289319448203]"
1.1,"(0.1464121744601643, 0.10317614859216893, 0.1480047429627429)","(0.18101696472415077, 0.06595352727481278, 0.16115436387813348)","[-1.3782627987505738, -0.7592786544501071, 0.3718108119868707]"
1.2,"(0.18101696472415077, 0.06595352727481278, 0.16115436387813348)","(-0.14759570247462672, 0.040177355821521675, 0.19250491314336357)","[0.8220013608988916, -0.7732859490284961, 1.4789355856745927]"
1.3,"(-0.14759570247462672, 0.040177355821521675, 0.19250491314336357)","(-0.060852147175393355, -0.04182731345388814, 0.3156730600119083)","[0.32421449594105367, 0.12156698224754431, -0.15246047501683396]"
1.4,"(-0.060852147175393355, -0.04182731345388814, 0.3156730600119083)","(-0.13976543373348535, 0.09418748287664139, 0.2080458517390706)","[1.101858224990681, -1.0345546523044256, -0.3606662356599615]"
1.5,"(-0.13976543373348535, 0.09418748287664139, 0.2080458517390706)","(0.09445811222908436, -0.017632716146960832, 0.30220502968239005)","[-0.34514675681347473, -0.06685932611591658, -0.5499430121894376]"
1.6,"(0.09445811222908436, -0.017632716146960832, 0.30220502968239005)","(0.024526767410116796, 0.11652333149664179, 0.2496889148827157)","[-0.0551826814320324, -1.357543064421808, -0.32305994259568127]"
1.7,"(0.024526767410116796, 0.11652333149664179, 0.2496889148827157)","(0.024190369263361294, 0.02485335415374889, 0.3251570349684097)","[-0.007842251866846192, -0.39463040877795474, -0.4430705253356854]"
1.8,"(0.024190369263361294, 0.02485335415374889, 0.3251570349684097)","(0.11664904672263916, -0.07762113800531972, 0.1694691703260082)","[-0.791875799092631, 0.8041330063276975, -1.48728974156702]"
1.9,"(0.11664904672263916, -0.07762113800531972, 0.1694691703260082)","(-0.01748130990835517, -0.04508389176628831, 0.31001580321635563)","[0.2816206438053023, 0.17441216150205963, -0.8296416834781567]"
1.1,"(-0.01748130990835517, -0.04508389176628831, 0.31001580321635563)","(0.1449946673266915, -0.09349679539136187, 0.19243402249817837)","[-0.9613636683842016, 0.6400141481435788, -0.45852837666812607]"
1.11,"(0.1449946673266915, -0.09349679539136187, 0.19243402249817837)","(0.05524798804199804, -0.117885457181213, 0.2425634634242917)","[-0.4413743173996399, 0.9457389443017998, 0.08924439132720118]"
1.12,"(0.05524798804199804, -0.117885457181213, 0.2425634634242917)","(0.12514388570521026, 0.08861901413835631, 0.11941457014290432)","[-1.2197881383954818, -1.3353703359383002, -1.2274252876265908]"
1.13,"(0.12514388570521026, 0.08861901413835631, 0.11941457014290432)","(0.0008961084703151406, -0.08167001255294323, 0.196927134556029)","[-0.7158483765338123, 1.5659670080709842, 1.4987493344600002]"
1.14,"(0.0008961084703151406, -0.08167001255294323, 0.196927134556029)","(-0.04963349947035161, -0.08202718068694087, 0.17699213667116423)","[1.41933393868568, 1.5075498727370769, -1.4964010645213743]"
1.15,"(-0.04963349947035161, -0.08202718068694087, 0.17699213667116423)","(0.12446019199872602, 0.10200768105854774, 0.1735279461541806)","[-1.371560691332923, -1.2563000946095657, 0.8017468802435835]"
1.16,"(0.12446019199872602, 0.10200768105854774, 0.1735279461541806)","(0.052521000367338866, -0.12578087906782168, 0.13783095580436297)","[-1.3035783940915011, 1.4852748939320757, 0.02036214405016857]"
1.17,"(0.052521000367338866, -0.12578087906782168, 0.13783095580436297)","(-0.09162637373011825, 0.09681941892177257, 0.2344190045323712)","[0.9045199735623366, -1.1681505692663707, -0.8397157457821642]"
1.18,"(-0.09162637373011825, 0.09681941892177257, 0.2344190045323712)","(0.03228795925515177, -0.11744253118959466, 0.2086530051503972)","[-0.6958313875273076, 1.2551212285649824, 0.7107094127979834]"
1.19,"(0.03228795925515177, -0.11744253118959466, 0.2086530051503972)","(0.08785168526610194, -0.10555270992961756, 0.08449568038477162)","[-1.555053617753728, 1.1894870408242515, -1.017003815666935]"
1.2,"(0.08785168526610194, -0.10555270992961756, 0.08449568038477162)","(0.1066611082346526, -0.00036927267135576994, 0.2827448965995121)","[-0.7816631255889119, -0.2331179807645827, 1.0021181058224085]"
1.21,"(0.1066611082346526, -0.00036927267135576994, 0.2827448965995121)","(-0.07804818193327769, 0.011454468815363304, 0.2980920068146137)","[0.20512677984885264, -0.3410928456372159, 0.9328051997362934]"
1.22,"(-0.07804818193327769, 0.011454468815363304, 0.2980920068146137)","(0.10067518055235757, -0.046149844140944446, 0.2512929617154019)","[-0.9394650842556808, 0.249677478137526, 1.4419713355238601]"
1.23,"(0.10067518055235757, -0.046149844140944446, 0.2512929617154019)","(0.12087092761675355, 0.06291312978428733, 0.26477366622868775)","[-0.5612640426369752, -0.7359312694409103, -0.5445260656802196]"
1.24,"(0.12087092761675355, 0.06291312978428733, 0.26477366622868775)","(-0.08239113560237335, 0.013947365967564867, 0.30950219123107814)","[0.3006928125138431, -0.31137342388634787, 0.5240605070948973]"
1.25,"(-0.08239113560237335, 0.013947365967564867, 0.30950219123107814)","(-0.0512189763647294, -0.0961518822959909, 0.1946431606125229)","[1.1654290075719567, 1.3187378018246039, -1.2598532338080968]"
1.26,"(-0.0512189763647294, -0.0961518822959909, 0.1946431606125229)","(0.10284840932572437, 0.07135610508501156, 0.2770044353052825)","[-0.6225888708042759, -0.7540175093684806, 0.31996180511917843]"
1.27,"(0.10284840932572437, 0.07135610508501156, 0.2770044353052825)","(-0.14770474763179153, 0.002163253272597575, 0.24827976022825732)","[1.0506767516333395, -0.21698756677701378, -0.941247873287652]"
1.28,"(-0.14770474763179153, 0.002163253272597575, 0.24827976022825732)","(0.06236821783795543, -0.023296488909022913, 0.31840791768709337)","[-0.21481751401160523, 0.011508223959961435, -0.3171651615372036]"
1.29,"(0.06236821783795543, -0.023296488909022913, 0.31840791768709337)","(-0.03834256227906299, 0.10451910422206992, 0.27308020116084114)","[0.30469704345518844, -1.1008683767120178, -0.12681471332503194]"
1.3,"(-0.03834256227906299, 0.10451910422206992, 0.27308020116084114)","(0.1813693013849452, 0.041225588736469546, 0.14346826890097789)","[-1.19574123903345, -0.589935759472797, -0.9608557453358395]"
1.31,"(0.1813693013849452, 0.041225588736469546, 0.14346826890097789)","(0.1391034088247488, -0.07401972814195079, 0.21122561593629144)","[-0.7321362408834051, 0.5186110432019901, -0.9113267933364283]"
1.32,"(0.1391034088247488, -0.07401972814195079, 0.21122561593629144)","(0.1322759816519216, 0.06776024722312456, 0.20625106949926947)","[-1.2642229858551801, -0.9784797972854182, 1.224586524740895]"
1.33,"(0.1322759816519216, 0.06776024722312456, 0.20625106949926947)","(0.10429744181783729, 0.11703506904917471, 0.10425821942634)","[-1.4763892621749557, -1.5442016478627734, -0.6003576410677247]"
1.34,"(0.10429744181783729, 0.11703506904917471, 0.10425821942634)","(0.09889511720857792, 0.05105731186970499, 0.25257236231484337)","[-0.9181413156926092, -0.8331463577563676, 1.3973916875116503]"
1.35,"(0.09889511720857792, 0.05105731186970499, 0.25257236231484337)","(0.025820684728426625, -0.08036969407717201, 0.28319758091247227)","[0.07411144585122136, 0.5699362626042279, -0.8983349105218328]"
1.36,"(0.025820684728426625, -0.08036969407717201, 0.28319758091247227)","(-0.02094930117532479, -0.12301163652156102, 0.20643799194561835)","[0.5141949395002731, 1.3289298709325676, -0.45569973623113047]"
1.37,"(-0.02094930117532479, -0.12301163652156102, 0.20643799194561835)","(0.11547026773920746, -0.10864566467266745, 0.19578719273696205)","[-1.1444865166329559, 0.8837171115207806, 0.5700586539750299]"
1.38,"(0.11547026773920746, -0.10864566467266745, 0.19578719273696205)","(-0.015608303731800575, 0.09175738822869962, 0.26089133705515244)","[-0.1637141787991577, -1.2226805542247297, 1.0653682178790256]"
