index,current_distance,current_norm_distance,current_unit_vector,action_to_next,pred_norm_distance,pred_unit_vector,next_norm_distance,next_unit_vector
0.1,0.4196271570879239,0.9890706944896788,"(0.854, 0.517, -0.047)","[0.47813475532135163, 0.07531035546406756, 0.7097787502688636]",1.1562607,"[0.7351242, 0.6485218, -0.2498689]",0.98154284218316,"(0.887, 0.307, -0.344)"
0.11,0.4164333598396978,0.98154284218316,"(0.887, 0.307, -0.344)","[1.098827164575291, 0.30286798523776304, 1.0845286935401435]",1.2087017,"[0.7835254, 0.62944746, -0.044124514]",1.0533126787957703,"(0.942, 0.332, -0.053)"
0.12,0.44688272273175417,1.0533126787957703,"(0.942, 0.332, -0.053)","[1.0911576379902164, 0.31553576065721844, 0.9064583927928608]",1.2509503,"[0.78262174, 0.62669325, -0.062234253]",1.0621028854317827,"(0.939, 0.336, -0.068)"
0.13,0.4506120915639674,1.0621028854317827,"(0.939, 0.336, -0.068)","[0.5485566542712191, 0.7461916747505929, 0.090903789408154]",1.1949897,"[0.6341753, 0.7636813, -0.18483058]",0.9638804671568519,"(0.827, 0.486, -0.284)"
0.14,0.4089398487479204,0.9638804671568519,"(0.827, 0.486, -0.284)","[1.5184248150485018, 1.1356175631652108, 1.4551314072740167]",1.2161685,"[0.7008359, 0.73926187, 0.12093139]",0.9236236111671764,"(0.876, 0.462, 0.142)"
0.15,0.39186031123219045,0.9236236111671764,"(0.876, 0.462, 0.142)","[1.5367144058788822, 0.5988519786537625, 0.1473109790354826]",1.2743262,"[0.77100646, 0.63730824, 0.09037906]",1.0810462831211356,"(0.914, 0.404, 0.041)"
0.16,0.4586490945428804,1.0810462831211356,"(0.914, 0.404, 0.041)","[0.22251775838090734, 1.0570134535864322, 1.2158098117763785]",1.1289243,"[0.6191621, 0.7882293, -0.13330743]",0.8919393259690093,"(0.838, 0.502, -0.213)"
0.17,0.3784178074797869,0.8919393259690093,"(0.838, 0.502, -0.213)","[1.0256428489116303, 1.1831015643564615, 1.4941015669423816]",1.1733459,"[0.6893655, 0.7369157, 0.053229958]",0.92725704698681,"(0.889, 0.457, 0.019)"
0.18,0.39340184749643187,0.92725704698681,"(0.889, 0.457, 0.019)","[0.9827027983865271, 1.205370096545556, 0.8260237684161259]",1.1936498,"[0.67987126, 0.75537735, 0.025992721]",0.9568438125401467,"(0.862, 0.507, -0.026)"
0.19,0.40595444903011646,0.9568438125401467,"(0.862, 0.507, -0.026)","[1.394296061860563, 1.5332966153410743, 1.2441605094931811]",1.1776818,"[0.6463163, 0.76527834, 0.16874033]",0.8710231514271886,"(0.851, 0.51, 0.123)"
0.2,0.3695438261667852,0.8710231514271886,"(0.851, 0.51, 0.123)","[0.0736281010199438, 0.25860916356368485, 1.5302588788810245]",1.0043106,"[0.715856, 0.64005446, -0.2245991]",0.8568041484174465,"(0.843, 0.379, -0.381)"
0.21,0.3635112140968449,0.8568041484174465,"(0.843, 0.379, -0.381)","[1.5421459461269644, 0.19353276270266048, 0.7625377742876374]",1.2772735,"[0.7915193, 0.5756278, 0.09830725]",1.0825191165658397,"(0.949, 0.301, 0.095)"
0.22,0.4592739648526656,1.0825191165658397,"(0.949, 0.301, 0.095)","[0.5560256183725097, 1.1869557116568523, 0.18186007204357102]",1.1623809,"[0.59112084, 0.807359, -0.1056678]",0.9186061000385896,"(0.806, 0.564, -0.181)"
0.23,0.38973156154596883,0.9186061000385896,"(0.806, 0.564, -0.181)","[0.31508807623230134, 0.07802385787323327, 1.1989891052992467]",1.1017557,"[0.72269243, 0.657974, -0.254366]",0.9314179511154786,"(0.88, 0.315, -0.356)"
0.24,0.3951671696115811,0.9314179511154786,"(0.88, 0.315, -0.356)","[0.3740131521279238, 0.20941399353470908, 1.4618229155680813]",1.1113322,"[0.73247516, 0.63732034, -0.20126048]",0.9337872219930217,"(0.892, 0.34, -0.298)"
0.25,0.39617236611396817,0.9337872219930217,"(0.892, 0.34, -0.298)","[0.11774503451864296, 0.17509476351469633, 0.5240703721010044]",1.0826882,"[0.6533179, 0.6855149, -0.33844683]",0.8800962806601162,"(0.798, 0.368, -0.477)"
0.26,0.3733932288910963,0.8800962806601162,"(0.798, 0.368, -0.477)","[1.480361222764146, 1.1598907462533707, 0.060318232657212846]",1.2096574,"[0.66066897, 0.7603274, 0.07434946]",0.9888534340854644,"(0.852, 0.523, 0.022)"
0.27,0.41953498130486194,0.9888534340854644,"(0.852, 0.523, 0.022)","[0.754419452857125, 1.3882957196417522, 0.6804289923166067]",1.1791931,"[0.628632, 0.8114541, -0.0021273792]",0.917282622620153,"(0.836, 0.546, -0.056)"
0.28,0.3891700576315746,0.917282622620153,"(0.836, 0.546, -0.056)","[0.2456044539882265, 1.5586624893536205, 0.4480243157844948]",1.1172227,"[0.5645851, 0.83757925, -0.04208365]",0.8491870880876141,"(0.795, 0.598, -0.102)"
0.29,0.360279569089686,0.8491870880876141,"(0.795, 0.598, -0.102)","[1.2042653035615865, 0.365319605622767, 1.1682168040532255]",1.2184047,"[0.7956637, 0.6278758, 0.05895278]",1.0490484280758485,"(0.941, 0.338, -0.001)"
0.3,0.44507355437131235,1.0490484280758485,"(0.941, 0.338, -0.001)","[0.1744695343795454, 0.09116513539650062, 0.971192605927537]",1.0875016,"[0.6890157, 0.671913, -0.29791012]",0.9023891263344925,"(0.845, 0.33, -0.42)"
0.31,0.38285128230007426,0.9023891263344925,"(0.845, 0.33, -0.42)","[1.540952124764013, 0.7638950168192618, 1.1459752528444265]",1.2149613,"[0.739486, 0.6699087, 0.1357091]",1.0081897060972818,"(0.899, 0.419, 0.129)"
0.32,0.4277386667423162,1.0081897060972818,"(0.899, 0.419, 0.129)","[1.0785129321675853, 1.2944404063445893, 0.24678692620979706]",1.2056499,"[0.64426243, 0.794075, 0.0149903]",0.9510404923234861,"(0.837, 0.546, -0.042)"
0.33,0.40349230878295783,0.9510404923234861,"(0.837, 0.546, -0.042)","[1.1509437633218627, 1.4597529741273516, 0.510451364154458]",1.199604,"[0.63321155, 0.807936, 0.067396104]",0.9165232665893513,"(0.831, 0.556, 0.017)"
0.34,0.3888478901523457,0.9165232665893513,"(0.831, 0.556, 0.017)","[1.1857634141068707, 0.30220248179977316, 1.1283719575217808]",1.2260491,"[0.7973888, 0.6211156, 0.03767875]",1.0552542907246028,"(0.946, 0.324, -0.013)"
0.35,0.4477064789085402,1.0552542907246028,"(0.946, 0.324, -0.013)","[1.1676405906837797, 1.1994601709203372, 0.637170431378877]",1.219709,"[0.67261577, 0.7802628, 0.009272426]",0.9722930045001659,"(0.859, 0.512, 0.005)"
0.36,0.4125089860693858,0.9722930045001659,"(0.859, 0.512, 0.005)","[0.2701528542837992, 0.7874650231553267, 0.0356486492449773]",1.1427861,"[0.58578223, 0.796969, -0.2373474]",0.900767654906216,"(0.776, 0.525, -0.35)"
0.37,0.38216335023461356,0.900767654906216,"(0.776, 0.525, -0.35)","[1.5608199208547775, 0.2866012479888059, 0.8360053011906868]",1.2649376,"[0.80900824, 0.6245246, 0.09782478]",1.076089456365816,"(0.94, 0.324, 0.104)"
0.38,0.4565460910557684,1.076089456365816,"(0.94, 0.324, 0.104)","[0.04169761719586664, 1.071443695896216, 0.018739424626010758]",1.1157885,"[0.5404184, 0.8214957, -0.21693537]",0.83261699311012,"(0.73, 0.614, -0.301)"
0.39,0.3532494731755913,0.83261699311012,"(0.73, 0.614, -0.301)","[0.6472291573170466, 1.1895688917515717, 0.9148311595359168]",1.1670814,"[0.647772, 0.77303225, -0.04052189]",0.93934399622023,"(0.853, 0.511, -0.106)"
0.4,0.3985299057565172,0.93934399622023,"(0.853, 0.511, -0.106)","[0.11567260175498016, 1.4916659090699977, 0.7363750728663504]",1.1087425,"[0.5703226, 0.82899904, -0.068226665]",0.8526460688628158,"(0.805, 0.578, -0.132)"
0.41,0.3617470903469694,0.8526460688628158,"(0.805, 0.578, -0.132)","[1.1721568201846966, 1.4536218816346465, 1.42747577538378]",1.1558584,"[0.6535785, 0.74271965, 0.14402223]",0.8877038109021553,"(0.872, 0.483, 0.082)"
0.42,0.3766208306244328,0.8877038109021553,"(0.872, 0.483, 0.082)","[0.9410613555488282, 0.3799656055131935, 1.5534226170892622]",1.2126565,"[0.75435936, 0.61047745, 0.009615123]",1.001092262595401,"(0.936, 0.344, -0.076)"
0.43,0.42472747648475523,1.001092262595401,"(0.936, 0.344, -0.076)","[1.0037049200266444, 1.3990561534674657, 0.885911205991677]",1.1813747,"[0.6557091, 0.7838737, 0.051219523]",0.92171127039536,"(0.852, 0.523, 0.013)"
0.44,0.39104897375557596,0.92171127039536,"(0.852, 0.523, 0.013)","[1.271446517915886, 0.54673452729846, 1.114614677008816]",1.2404386,"[0.7878676, 0.65147626, 0.06820598]",1.0414554780853753,"(0.926, 0.376, 0.024)"
0.45,0.441852138514828,1.0414554780853753,"(0.926, 0.376, 0.024)","[0.8971233705736908, 1.2335140303227894, 0.4177170120434784]",1.197034,"[0.6353744, 0.79913676, -0.03238663]",0.9540491083930128,"(0.84, 0.536, -0.078)"
0.46,0.4047687564778073,0.9540491083930128,"(0.84, 0.536, -0.078)","[0.02977481313252564, 0.6980505721629875, 0.8027100444629813]",1.1107397,"[0.60182333, 0.78363127, -0.25844505]",0.8727302888778049,"(0.782, 0.5, -0.371)"
0.47,0.37026810324743425,0.8727302888778049,"(0.782, 0.5, -0.371)","[1.5153511261186072, 1.0353154469669377, 0.39877033760398956]",1.2289037,"[0.7023772, 0.7319246, 0.08981618]",1.0103108175438371,"(0.868, 0.493, 0.068)"
0.48,0.4286385781148232,1.0103108175438371,"(0.868, 0.493, 0.068)","[1.4995839268029019, 1.4720932644451383, 1.4338393122324353]",1.1892262,"[0.6618805, 0.75445867, 0.17650875]",0.8676549952521333,"(0.857, 0.493, 0.15)"
0.49,0.3681148385238991,0.8676549952521333,"(0.857, 0.493, 0.15)","[1.032783083852838, 0.9534531931115025, 1.3931445936120355]",1.1564151,"[0.769987, 0.61723804, 0.06466797]",0.9673152865200488,"(0.9, 0.435, -0.001)"
0.5,0.41039711918624083,0.9673152865200488,"(0.9, 0.435, -0.001)","[0.999209481746101, 0.39316055168916303, 0.6112751959345827]",1.2399726,"[0.78626984, 0.629115, -0.08058289]",1.0664241869551583,"(0.926, 0.356, -0.123)"
0.51,0.45244546453040574,1.0664241869551583,"(0.926, 0.356, -0.123)","[1.3067613743262567, 1.569485728361551, 1.552343083244243]",1.1758626,"[0.65090054, 0.7809943, 0.14852273]",0.8541282688252763,"(0.869, 0.48, 0.122)"
0.52,0.36237593453368755,0.8541282688252763,"(0.869, 0.48, 0.122)","[1.1978448038122196, 1.0192395352229384, 0.91821626044407]",1.17628,"[0.757341, 0.634853, 0.09731257]",0.9905502550265688,"(0.882, 0.472, 0.022)"
0.53,0.4202548814612105,0.9905502550265688,"(0.882, 0.472, 0.022)","[0.7912894811140573, 0.04244611071638338, 0.6624364834578029]",1.2102863,"[0.79680485, 0.5942204, -0.1707528]",1.0436721104591449,"(0.934, 0.278, -0.224)"
0.54,0.44279257598456206,1.0436721104591449,"(0.934, 0.278, -0.224)","[0.9644342867228038, 1.2483571033634395, 0.6032452514257344]",1.1933725,"[0.6398649, 0.7962334, -0.02667579]",0.9521799867439362,"(0.848, 0.528, -0.038)"
0.55,0.40397575532205254,0.9521799867439362,"(0.848, 0.528, -0.038)","[0.13997295970436013, 0.9687611073641926, 0.06025564390398649]",1.1203609,"[0.55741686, 0.8243537, -0.22014365]",0.8622780512918053,"(0.75, 0.583, -0.313)"
0.56,0.3658335944020543,0.8622780512918053,"(0.75, 0.583, -0.313)","[0.7855479632588995, 0.5981333620406826, 0.961872668543249]",1.2045925,"[0.7303325, 0.6900978, -0.09702805]",1.0157320449425282,"(0.9, 0.407, -0.153)"
0.57,0.43093861010840445,1.0157320449425282,"(0.9, 0.407, -0.153)","[0.6645786881622546, 1.2845652979451339, 0.10794722551506249]",1.1792963,"[0.5878086, 0.8321661, -0.08627495]",0.9114098609248543,"(0.807, 0.574, -0.138)"
0.58,0.3866784558601516,0.9114098609248543,"(0.807, 0.574, -0.138)","[0.15212176470649247, 1.4911365710122235, 0.8425240956559128]",1.1124556,"[0.5785924, 0.8255938, -0.057155997]",0.8567547801439651,"(0.815, 0.567, -0.119)"
0.59,0.36349026891227243,0.8567547801439651,"(0.815, 0.567, -0.119)","[1.1405220859223537, 0.7213864658600689, 0.41872560799482517]",1.2384717,"[0.75331026, 0.68036675, -0.014792979]",1.0510574624233524,"(0.898, 0.435, -0.066)"
0.6,0.44592591545776644,1.0510574624233524,"(0.898, 0.435, -0.066)","[0.5122645626489768, 0.8577713011491938, 0.2453654070890569]",1.1965017,"[0.61923516, 0.7962424, -0.1726934]",0.9560488929867974,"(0.823, 0.507, -0.256)"
0.61,0.4056171932261138,0.9560488929867974,"(0.823, 0.507, -0.256)","[0.04304870413175615, 0.33624541640116556, 1.3165471039571104]",1.0763546,"[0.6475171, 0.73380566, -0.28418162]",0.8696952449809805,"(0.829, 0.402, -0.389)"
0.62,0.3689804431750482,0.8696952449809805,"(0.829, 0.402, -0.389)","[0.6541740173889884, 1.1068354522621209, 0.8622613531566515]",1.1593462,"[0.6501903, 0.75630236, -0.062390298]",0.9509098690635153,"(0.856, 0.503, -0.116)"
0.63,0.40343689002721417,0.9509098690635153,"(0.856, 0.503, -0.116)","[0.4040857910159922, 1.1327360727615046, 0.8439608948027947]",1.1597015,"[0.6273071, 0.7866591, -0.10003325]",0.9211674179984402,"(0.835, 0.523, -0.171)"
0.64,0.39081823672488,0.9211674179984402,"(0.835, 0.523, -0.171)","[0.1930423806011665, 1.4673805110192346, 0.7897784516417052]",1.1162395,"[0.58071667, 0.8233551, -0.061075836]",0.8636258384469139,"(0.815, 0.566, -0.122)"
0.65,0.3664054120642383,0.8636258384469139,"(0.815, 0.566, -0.122)","[0.6594461635352472, 0.8057096573423196, 0.045043827877949284]",1.19861,"[0.65894336, 0.7376086, -0.13294849]",0.978048442922311,"(0.837, 0.49, -0.245)"
0.66,0.41495081179158605,0.978048442922311,"(0.837, 0.49, -0.245)","[1.1989805633199535, 0.4553193152518807, 0.015647947072839112]",1.2662365,"[0.7599964, 0.66852117, -0.085733265]",1.0816576702739846,"(0.921, 0.376, -0.104)"
0.67,0.4589084841439063,1.0816576702739846,"(0.921, 0.376, -0.104)","[1.4375693676960395, 0.605341065268772, 1.0128110463604554]",1.2683945,"[0.7960057, 0.68572384, 0.052173525]",1.0412513359410853,"(0.916, 0.394, 0.08)"
0.68,0.441765528338096,1.0412513359410853,"(0.916, 0.394, 0.08)","[0.650532913223947, 1.2029733042944077, 0.9602878409634535]",1.1711905,"[0.6479189, 0.7787978, -0.040593833]",0.935168708343618,"(0.857, 0.507, -0.094)"
0.69,0.3967584811339422,0.935168708343618,"(0.857, 0.507, -0.094)","[1.5252194750837456, 1.3344425781283868, 1.5370551000449564]",1.192369,"[0.6767673, 0.7320181, 0.16912913]",0.8830458001590495,"(0.868, 0.474, 0.15)"
0.7,0.3746446040344589,0.8830458001590495,"(0.868, 0.474, 0.15)","[1.294389184781481, 0.2836416370333362, 0.10520470850837774]",1.272908,"[0.7757611, 0.5777333, 0.010040224]",1.1004584420173316,"(0.943, 0.326, -0.066)"
0.71,0.46688497605866297,1.1004584420173316,"(0.943, 0.326, -0.066)","[0.8673920901114828, 1.2169790693532303, 1.1429579958696954]",1.1947696,"[0.6631781, 0.78719395, -0.022435874]",0.9413809384134706,"(0.871, 0.49, -0.03)"
0.72,0.3993941071391524,0.9413809384134706,"(0.871, 0.49, -0.03)","[1.3579320676183746, 1.3829153430427752, 1.2983211527507017]",1.1857216,"[0.66907966, 0.7452311, 0.13932094]",0.9015141593407308,"(0.863, 0.493, 0.109)"
0.73,0.38248006524331224,0.9015141593407308,"(0.863, 0.493, 0.109)","[0.07568924958879013, 0.46540999998724547, 0.8727589921587624]",1.0611411,"[0.6515664, 0.7058676, -0.25541797]",0.8807644062354576,"(0.8, 0.441, -0.406)"
0.74,0.3736766905661011,0.8807644062354576,"(0.8, 0.441, -0.406)","[0.7365487019244042, 1.3293291961569738, 1.1459138903640056]",1.1530495,"[0.6497279, 0.77287865, 0.0050061047]",0.9177025944522016,"(0.863, 0.503, -0.045)"
0.75,0.3893482365897839,0.9177025944522016,"(0.863, 0.503, -0.045)","[0.8228179013769816, 0.6280616164190176, 1.4812511588429764]",1.1780694,"[0.75774777, 0.681893, -0.034655273]",0.9828449604143907,"(0.914, 0.392, -0.105)"
0.76,0.4169858018184237,0.9828449604143907,"(0.914, 0.392, -0.105)","[1.4347561814722418, 1.3156561053169424, 0.8019739753584548]",1.2130591,"[0.66768277, 0.7658719, 0.093981326]",0.9376103627114337,"(0.849, 0.522, 0.087)"
0.77,0.39779438735041994,0.9376103627114337,"(0.849, 0.522, 0.087)","[0.4737718532415508, 0.4279754221914261, 0.32795935706418033]",1.1582736,"[0.68520784, 0.6907078, -0.21139243]",0.9711949307168188,"(0.844, 0.407, -0.349)"
0.78,0.41204311281831707,0.9711949307168188,"(0.844, 0.407, -0.349)","[0.5025104716050559, 0.8854971981364333, 1.4117638577289435]",1.1406056,"[0.65844446, 0.75637746, -0.12100443]",0.9340689596785736,"(0.878, 0.448, -0.172)"
0.79,0.39629189729074993,0.9340689596785736,"(0.878, 0.448, -0.172)","[0.4297176093911716, 0.9639944721161436, 0.1975544820275421]",1.1717381,"[0.60751337, 0.7872345, -0.16474739]",0.9258955608068276,"(0.801, 0.538, -0.263)"
0.8,0.3928242178302175,0.9258955608068276,"(0.801, 0.538, -0.263)","[0.3926272920005503, 1.2043291111990206, 1.0953710891049153]",1.1507844,"[0.62735873, 0.7902829, -0.082898885]",0.9078645685706327,"(0.845, 0.513, -0.152)"
0.81,0.3851743157011762,0.9078645685706327,"(0.845, 0.513, -0.152)","[0.39315214062171866, 1.5347812630914706, 0.6344411178334701]",1.1289529,"[0.58892226, 0.824504, -0.018784255]",0.8695351148892622,"(0.815, 0.573, -0.087)"
0.82,0.3689125057308126,0.8695351148892622,"(0.815, 0.573, -0.087)","[1.233115825473445, 1.4513486818840327, 0.8614964584807403]",1.1771204,"[0.6413281, 0.76754594, 0.118920565]",0.9123836502027134,"(0.845, 0.532, 0.059)"
0.83,0.3870915996612441,0.9123836502027134,"(0.845, 0.532, 0.059)","[0.5376254577455832, 0.3904064636641366, 1.430682011526985]",1.1491523,"[0.7520505, 0.6495042, -0.12049535]",0.9640652368875946,"(0.903, 0.364, -0.229)"
0.84,0.40901823990566005,0.9640652368875946,"(0.903, 0.364, -0.229)","[1.0715183833462643, 0.7903721545037897, 0.8742778017269036]",1.2239974,"[0.7378268, 0.709639, -0.016521096]",1.0253234766588364,"(0.901, 0.432, -0.05)"
0.85,0.435007909953138,1.0253234766588364,"(0.901, 0.432, -0.05)","[0.8002286999004333, 0.882791404648204, 1.0370059408210879]",1.2081884,"[0.69195086, 0.7542344, -0.07012561]",0.9889347018706752,"(0.885, 0.451, -0.112)"
0.86,0.4195694603060707,0.9889347018706752,"(0.885, 0.451, -0.112)","[1.3874141361131247, 1.0093729742212263, 0.42693263042837076]",1.251049,"[0.7210464, 0.75242656, 0.05938953]",1.0174669775773584,"(0.874, 0.485, 0.024)"
0.87,0.43167467968699863,1.0174669775773584,"(0.874, 0.485, 0.024)","[0.2288927059139178, 0.5455371354038948, 1.3869324561666538]",1.1294409,"[0.6696764, 0.735253, -0.19284049]",0.9041600301047391,"(0.854, 0.419, -0.308)"
0.88,0.3836026131389364,0.9041600301047391,"(0.854, 0.419, -0.308)","[1.5293936599101325, 0.20473460754550485, 1.3212632725698372]",1.2633846,"[0.78848034, 0.59614146, 0.13276616]",1.0345734284465282,"(0.943, 0.309, 0.122)"
0.89,0.43893233213397326,1.0345734284465282,"(0.943, 0.309, 0.122)","[1.2285116667505596, 0.4086384978894166, 0.18251050927943735]",1.2751833,"[0.76768494, 0.61466765, -0.052483827]",1.0899895486078328,"(0.93, 0.358, -0.083)"
0.9,0.4624434007458375,1.0899895486078328,"(0.93, 0.358, -0.083)","[0.42434278997546365, 0.6751773471738458, 0.6997784244526539]",1.1906692,"[0.6508585, 0.7608251, -0.19610915]",0.960528543834738,"(0.843, 0.455, -0.287)"
0.91,0.4075177481212699,0.960528543834738,"(0.843, 0.455, -0.287)","[0.5357671643040259, 0.8263343873672533, 0.11380669543506702]",1.1906226,"[0.62063754, 0.7798511, -0.18039456]",0.9561261036053877,"(0.82, 0.501, -0.275)"
0.92,0.4056499509173047,0.9561261036053877,"(0.82, 0.501, -0.275)","[0.7930286041051886, 0.7634913643073877, 0.8452922397915594]",1.2143852,"[0.6970192, 0.74166924, -0.092402786]",1.0079401295278272,"(0.886, 0.44, -0.146)"
0.93,0.4276327803715042,1.0079401295278272,"(0.886, 0.44, -0.146)","[0.13336125166192245, 1.3255636518674279, 1.3335017547989145]",1.1084274,"[0.60349435, 0.80695105, -0.083657056]",0.8614605801771581,"(0.842, 0.515, -0.163)"
0.94,0.3654867707808996,0.8614605801771581,"(0.842, 0.515, -0.163)","[0.05209677848293325, 1.5100782552280536, 0.1391032803786124]",1.09668,"[0.5388153, 0.8374932, -0.08966938]",0.81687379445665,"(0.756, 0.638, -0.145)"
0.95,0.3465701996603299,0.81687379445665,"(0.756, 0.638, -0.145)","[0.8292050551328995, 0.5608270723017205, 1.537677717142919]",1.1713367,"[0.76343256, 0.6650245, -0.023331642]",0.9842142011424861,"(0.92, 0.377, -0.104)"
0.96,0.41756672146077156,0.9842142011424861,"(0.92, 0.377, -0.104)","[0.8732087081250297, 0.11184851695578606, 1.058065827701511]",1.2201867,"[0.7806083, 0.59427595, -0.10584453]",1.0387184106969345,"(0.944, 0.292, -0.156)"
0.97,0.44069089916826937,1.0387184106969345,"(0.944, 0.292, -0.156)","[0.9385247398765167, 0.05987705023909529, 0.07566251211353184]",1.2481889,"[0.79108506, 0.588384, -0.18610087]",1.062303795503749,"(0.933, 0.276, -0.229)"
0.98,0.45069733048854504,1.062303795503749,"(0.933, 0.276, -0.229)","[0.7260735600732735, 0.533180045485247, 1.1599760515551207]",1.1776549,"[0.7181813, 0.70463103, -0.118413776]",1.0037870866503547,"(0.907, 0.387, -0.169)"
0.99,0.4258707935027726,1.0037870866503547,"(0.907, 0.387, -0.169)","[0.3053477534180702, 0.035821484064580814, 1.3164124477171792]",1.1019499,"[0.7309915, 0.64655685, -0.25492844]",0.9255732274166297,"(0.885, 0.309, -0.349)"
1.0,0.36420749184902895,0.8584452908179754,"(0.468, 0.811, -0.35)","[0.8382969530169496, 1.023076746290536, 0.7893420486643885]",1.1905401,"[0.63128555, 0.7818253, -0.08759615]",1.1172351474487632,"(0.59, 0.806, 0.058)"
1.1,0.4740027293645836,1.1172351474487632,"(0.59, 0.806, 0.058)","[1.0821123704864017, 1.0813289979275553, 0.2532014543583866]",1.2515385,"[0.6149161, 0.85303015, -0.07182923]",1.1408546736338312,"(0.575, 0.814, 0.077)"
1.2,0.4840236456449086,1.1408546736338312,"(0.575, 0.814, 0.077)","[0.8547274133246028, 1.405723767961819, 1.1999497251625084]",1.2055576,"[0.6095802, 0.8580001, -0.022978872]",1.0694526430168239,"(0.555, 0.819, 0.147)"
1.3,0.4537303296210433,1.0694526430168239,"(0.555, 0.819, 0.147)","[0.25808418711939835, 0.6069466773227211, 0.8394695147526114]",1.1694708,"[0.60630625, 0.7902025, -0.24651542]",1.0296066644518536,"(0.562, 0.814, -0.143)"
1.4,0.43682511263326074,1.0296066644518536,"(0.562, 0.814, -0.143)","[0.7311788778527659, 1.22108734579729, 0.0772450991081982]",1.2065717,"[0.5570609, 0.8720936, -0.13236877]",1.0990811505543359,"(0.515, 0.857, 0.019)"
1.5,0.46630064077877015,1.0990811505543359,"(0.515, 0.857, 0.019)","[0.48014549496461845, 0.1868857252259456, 1.0993535316566343]",1.181699,"[0.68749726, 0.7245058, -0.2345371]",1.0163292390425624,"(0.672, 0.729, -0.13)"
1.6,0.4311919781070957,1.0163292390425624,"(0.672, 0.729, -0.13)","[0.6165432534109889, 1.2046095925518114, 1.304265803513077]",1.179592,"[0.63122237, 0.81803805, -0.06696257]",1.0624628997936534,"(0.575, 0.815, 0.073)"
1.7,0.4507648327219294,1.0624628997936534,"(0.575, 0.815, 0.073)","[1.1775610178242584, 0.17476182283519828, 0.9705454626396635]",1.2519319,"[0.78743917, 0.65801626, -0.0636504]",1.1153311802736452,"(0.741, 0.663, 0.105)"
1.8,0.4731949445041741,1.1153311802736452,"(0.741, 0.663, 0.105)","[0.9921664722787731, 0.03286624589916378, 0.8005757392543866]",1.2540255,"[0.80026245, 0.63317543, -0.14047596]",1.0848806584911215,"(0.759, 0.651, 0.014)"
1.9,0.46027588223831944,1.0848806584911215,"(0.759, 0.651, 0.014)","[1.0019117741312082, 1.3905362354963346, 0.815737467874244]",1.2217445,"[0.63152444, 0.8434977, 0.0006109774]",1.0979157542963611,"(0.54, 0.829, 0.147)"
