index,current_distance,current_norm_distance,current_unit_vector,action_to_next,pred_norm_distance,pred_unit_vector,next_norm_distance,next_unit_vector
1.1,0.4658062050207002,1.0979157542963611,"(0.54, 0.829, 0.147)","[1.2699471799085496, 0.8321361611141378, 1.433780936532127]",1.2324417,"[0.71699274, 0.7733327, 0.03251621]",1.1056832627962057,"(0.63, 0.752, 0.192)"
1.11,0.46910167978059875,1.1056832627962057,"(0.63, 0.752, 0.192)","[1.5140189688607049, 0.11993262510243784, 1.0878388208412804]",1.2632964,"[0.8105256, 0.6450057, 0.060847074]",1.1265078458888451,"(0.724, 0.648, 0.238)"
1.12,0.47793680213271156,1.1265078458888451,"(0.724, 0.648, 0.238)","[0.7321664252907687, 0.7705661132927548, 1.2693679212789348]",1.1915215,"[0.67186314, 0.7737709, -0.10199383]",1.0825872877723857,"(0.631, 0.775, 0.03)"
1.13,0.45930288744612374,1.0825872877723857,"(0.631, 0.775, 0.03)","[0.18956993226399152, 1.4156714425828887, 0.02696343336211176]",1.1493112,"[0.49675876, 0.90599716, -0.16872892]",1.0415960372032587,"(0.421, 0.907, 0.018)"
1.14,0.4419117726980758,1.0415960372032587,"(0.421, 0.907, 0.018)","[1.1623927148833741, 0.10181862372087556, 0.38591981657142066]",1.2764633,"[0.7716359, 0.64502245, -0.13652357]",1.1195754427452285,"(0.76, 0.648, 0.039)"
1.15,0.4749956325690494,1.1195754427452285,"(0.76, 0.648, 0.039)","[0.03687470005633888, 0.050165293184835674, 0.996778395677653]",1.0927211,"[0.64453423, 0.74306995, -0.35907134]",0.9059410902497369,"(0.558, 0.784, -0.271)"
1.16,0.3843582529626738,0.9059410902497369,"(0.558, 0.784, -0.271)","[0.8581711727074857, 0.3189715381764142, 0.5645603319657756]",1.2384101,"[0.7386042, 0.66848713, -0.15615973]",1.1015408880697726,"(0.702, 0.711, -0.046)"
1.17,0.46734421902503276,1.1015408880697726,"(0.702, 0.711, -0.046)","[0.3220371487353545, 0.08835481377857787, 0.5504215982060096]",1.1708875,"[0.6716832, 0.72630006, -0.32386068]",0.9730554094674894,"(0.621, 0.746, -0.241)"
1.18,0.4128324471028286,0.9730554094674894,"(0.621, 0.746, -0.241)","[0.21653566715036926, 0.8594478814756997, 0.23925919137127127]",1.1707582,"[0.55776006, 0.83175296, -0.2640411]",1.0422877227802332,"(0.48, 0.868, -0.131)"
1.19,0.4422052300352324,1.0422877227802332,"(0.48, 0.868, -0.131)","[0.11917596727305355, 1.4578984350113058, 1.3575997187787727]",1.1057348,"[0.5402081, 0.86974555, -0.10478398]",1.0086503528539936,"(0.523, 0.851, 0.046)"
1.2,0.4279341026095577,1.0086503528539936,"(0.523, 0.851, 0.046)","[0.01422738919202374, 0.94165593983632, 0.9089717572951111]",1.1302307,"[0.5631088, 0.81615156, -0.22661671]",1.0166399648131743,"(0.486, 0.868, -0.101)"
1.21,0.4313238078867892,1.0166399648131743,"(0.486, 0.868, -0.101)","[0.5529437007019743, 0.6887125887240807, 0.5935547656879564]",1.2088536,"[0.6207758, 0.79966587, -0.18870416]",1.0850376331401015,"(0.598, 0.797, -0.082)"
1.22,0.4603424809415803,1.0850376331401015,"(0.598, 0.797, -0.082)","[0.4152118130723751, 1.1671823799235241, 1.2559837697682497]",1.1642271,"[0.5915888, 0.8451883, -0.12912533]",1.0498995596170477,"(0.56, 0.828, 0.026)"
1.23,0.4454346589019906,1.0498995596170477,"(0.56, 0.828, 0.026)","[1.113551608059945, 0.13949684649150332, 0.7071988941568966]",1.2648592,"[0.78503203, 0.6503092, -0.11242625]",1.114853758950931,"(0.75, 0.659, 0.056)"
1.24,0.4729923917913096,1.114853758950931,"(0.75, 0.659, 0.056)","[0.11218522377325887, 0.5959074994400414, 1.3925268228620629]",1.1358306,"[0.61810565, 0.79164284, -0.26124683]",0.9819654029639836,"(0.555, 0.821, -0.131)"
1.25,0.4166126371958481,0.9819654029639836,"(0.555, 0.821, -0.131)","[0.3434142056408366, 0.3639211990437109, 0.4804461697405451]",1.1781645,"[0.6402674, 0.7477917, -0.28031734]",1.0165036099877112,"(0.587, 0.784, -0.202)"
1.26,0.4312659574337496,1.0165036099877112,"(0.587, 0.784, -0.202)","[0.358604629413404, 1.1044200878480785, 1.273821327108417]",1.1514196,"[0.5968735, 0.827533, -0.13935003]",1.0433742886818176,"(0.559, 0.829, 0.003)"
1.27,0.44266622090556224,1.0433742886818176,"(0.559, 0.829, 0.003)","[1.4029124465139091, 0.5427792914216975, 0.39681204328339775]",1.2896997,"[0.75546753, 0.7136643, -0.021428436]",1.1765743997341813,"(0.685, 0.714, 0.145)"
1.28,0.4991782419735188,1.1765743997341813,"(0.685, 0.714, 0.145)","[0.931455074845188, 0.14150647359942084, 1.1835450281761588]",1.2294908,"[0.7715924, 0.68225724, -0.13045111]",1.0780517059085069,"(0.734, 0.679, 0.029)"
1.29,0.45737860303057853,1.0780517059085069,"(0.734, 0.679, 0.029)","[0.5135140357036603, 0.7398012040826746, 0.5269265404126369]",1.216514,"[0.6330668, 0.8004818, -0.18283865]",1.0830960906207576,"(0.581, 0.809, -0.086)"
1.3,0.4595187542127463,1.0830960906207576,"(0.581, 0.809, -0.086)","[0.7540450461873917, 1.5376286014095146, 0.05298302389538933]",1.1953713,"[0.5292729, 0.91404355, -0.0727801]",1.0692245527692412,"(0.468, 0.879, 0.087)"
1.31,0.4536335591245704,1.0692245527692412,"(0.468, 0.879, 0.087)","[0.16021909949800747, 1.2060927516368332, 1.1994500226120948]",1.1186806,"[0.55417526, 0.8430735, -0.14807251]",1.0289064849138887,"(0.523, 0.852, -0.007)"
1.32,0.43652805161365493,1.0289064849138887,"(0.523, 0.852, -0.007)","[0.0604188404604636, 0.8741550930885755, 1.4980716876674165]",1.1019188,"[0.585856, 0.80860597, -0.20325556]",0.9879142607971835,"(0.536, 0.841, -0.075)"
1.33,0.4191365238243503,0.9879142607971835,"(0.536, 0.841, -0.075)","[1.008057428213459, 0.15354763883682748, 0.5476492788682198]",1.2608927,"[0.77213037, 0.64626634, -0.1459103]",1.1082060892499588,"(0.742, 0.67, 0.003)"
1.34,0.4701720243965221,1.1082060892499588,"(0.742, 0.67, 0.003)","[0.5085754442924544, 0.01912978425625886, 0.6096915603781372]",1.1976297,"[0.72029066, 0.6846345, -0.27840087]",1.0043402592208512,"(0.686, 0.704, -0.185)"
1.35,0.4261054847482313,1.0043402592208512,"(0.686, 0.704, -0.185)","[0.9769329937827698, 1.4973103311885503, 1.2740466894805722]",1.1917782,"[0.62927806, 0.8289222, 0.046832412]",1.054641905543396,"(0.544, 0.818, 0.188)"
1.36,0.4474466658799426,1.054641905543396,"(0.544, 0.818, 0.188)","[0.23404918801358643, 1.176257815470699, 1.252108785238849]",1.1220942,"[0.581098, 0.8199561, -0.119371265]",1.030841659360643,"(0.539, 0.842, 0.006)"
1.37,0.4373490765981023,1.030841659360643,"(0.539, 0.842, 0.006)","[0.7105942588784189, 1.223228778025502, 1.1063251703699364]",1.1916112,"[0.6171454, 0.8236889, -0.06452373]",1.0787299649710844,"(0.568, 0.818, 0.091)"
1.38,0.4576663639801084,1.0787299649710844,"(0.568, 0.818, 0.091)","[0.7326192277637252, 0.08493095028234703, 0.5129063318964343]",1.2400001,"[0.73623216, 0.6675458, -0.21863636]",1.0564248079871925,"(0.717, 0.688, -0.11)"
1.39,0.44820308732486414,1.0564248079871925,"(0.717, 0.688, -0.11)","[0.28501908504394385, 0.3203063743561393, 1.1409206511623318]",1.1585432,"[0.67038596, 0.7437824, -0.2534168]",0.998714456997904,"(0.611, 0.775, -0.16)"
1.4,0.4237186590073551,0.998714456997904,"(0.611, 0.775, -0.16)","[0.5309524109240698, 0.9606887742619903, 0.36844689597674696]",1.2013705,"[0.5862376, 0.83061546, -0.18953463]",1.0917803229930012,"(0.543, 0.839, -0.047)"
1.41,0.46320316197263417,1.0917803229930012,"(0.543, 0.839, -0.047)","[0.5297371657887536, 1.1488117020641162, 1.4910338307100317]",1.157017,"[0.60439897, 0.83812934, -0.1019558]",1.041459625246165,"(0.581, 0.812, 0.058)"
1.42,0.4418538980061382,1.041459625246165,"(0.581, 0.812, 0.058)","[1.2272792564906752, 1.2541970009784185, 1.5422982980351534]",1.2010536,"[0.6562594, 0.7925011, 0.05514732]",1.0670271761226295,"(0.578, 0.788, 0.213)"
1.43,0.4527012911679863,1.0670271761226295,"(0.578, 0.788, 0.213)","[0.5835773050457497, 0.7427379613966595, 1.4460848020397454]",1.1573851,"[0.64885175, 0.77043635, -0.14125547]",1.0511542584637876,"(0.625, 0.781, 0.005)"
1.44,0.4459669825397166,1.0511542584637876,"(0.625, 0.781, 0.005)","[0.5799072149892975, 0.3701011423839283, 0.15001317924313606]",1.2263244,"[0.6672452, 0.7364082, -0.24010411]",1.0577926741729482,"(0.626, 0.763, -0.162)"
1.45,0.44878342379828634,1.0577926741729482,"(0.626, 0.763, -0.162)","[1.056773673139521, 0.22245034303101427, 0.49909341480450736]",1.2829257,"[0.76622534, 0.6770004, -0.1447942]",1.1227949828169788,"(0.733, 0.681, 0.014)"
1.46,0.47636156773927124,1.1227949828169788,"(0.733, 0.681, 0.014)","[0.7737066478137723, 1.335475439884872, 1.108384703987136]",1.207938,"[0.62240183, 0.846618, -0.042968243]",1.0765713102252559,"(0.556, 0.823, 0.119)"
1.47,0.45675052433469887,1.0765713102252559,"(0.556, 0.823, 0.119)","[1.4394469168262858, 0.9352030458043464, 0.28304167145773684]",1.2747729,"[0.69083667, 0.79629004, 0.03294605]",1.1719839599593536,"(0.605, 0.78, 0.156)"
1.48,0.4972306833174733,1.1719839599593536,"(0.605, 0.78, 0.156)","[1.5225765418397896, 0.3960467195185053, 1.435284322352532]",1.2624767,"[0.79373163, 0.7100657, 0.067391515]",1.1168521510388492,"(0.672, 0.695, 0.254)"
1.49,0.4738402377494114,1.1168521510388492,"(0.672, 0.695, 0.254)","[1.4761250283604217, 0.21368669175684615, 1.06508958351916]",1.2601352,"[0.80556464, 0.6508682, 0.055755734]",1.1352519531074936,"(0.714, 0.664, 0.222)"
1.5,0.48164661263854874,1.1352519531074936,"(0.714, 0.664, 0.222)","[1.2515517214897722, 1.2047670084199498, 1.0278729947141667]",1.2471752,"[0.67188656, 0.80736923, 0.01364243]",1.1115521426855655,"(0.569, 0.8, 0.191)"
1.51,0.47159163464124015,1.1115521426855655,"(0.569, 0.8, 0.191)","[0.09824221977497544, 1.486020685497056, 0.2717673084452731]",1.1243441,"[0.48985326, 0.89985603, -0.14906701]",1.0395856810596642,"(0.43, 0.902, 0.042)"
1.52,0.44105885082103435,1.0395856810596642,"(0.43, 0.902, 0.042)","[0.2668489931406203, 1.2336650165917757, 0.28714951130600197]",1.1463203,"[0.51466686, 0.8688368, -0.18014684]",1.0591471907760552,"(0.46, 0.887, -0.019)"
1.53,0.4493580965234584,1.0591471907760552,"(0.46, 0.887, -0.019)","[1.1878371242570143, 0.9412570615206327, 0.31932645622475614]",1.2516872,"[0.64353234, 0.8263772, -0.03257987]",1.1559850113969379,"(0.603, 0.792, 0.091)"
1.54,0.4904429043052699,1.1559850113969379,"(0.603, 0.792, 0.091)","[0.4395019537407322, 0.2155555507967295, 0.9677614157816982]",1.1940273,"[0.680001, 0.7380048, -0.24937358]",1.0175909715183526,"(0.651, 0.744, -0.152)"
1.55,0.4317272858609004,1.0175909715183526,"(0.651, 0.744, -0.152)","[1.0197358102202048, 1.5624691833022266, 0.4155345602601634]",1.2101871,"[0.58970594, 0.8764056, 0.012401193]",1.083403153090565,"(0.494, 0.857, 0.146)"
1.56,0.45964902978553546,1.083403153090565,"(0.494, 0.857, 0.146)","[1.2731931700384214, 0.7630438095202079, 0.573091484043211]",1.2623369,"[0.69939774, 0.77033854, -0.012814552]",1.1645245731421296,"(0.64, 0.758, 0.125)"
1.57,0.49406593351630174,1.1645245731421296,"(0.64, 0.758, 0.125)","[0.8369111957847337, 0.8812665349971074, 0.022000581633078584]",1.2440559,"[0.6060482, 0.8492406, -0.13370785]",1.1194088848489478,"(0.577, 0.817, -0.024)"
1.58,0.4749249680382973,1.1194088848489478,"(0.577, 0.817, -0.024)","[0.241823068623124, 0.6004416494349143, 0.7560967263101339]",1.190036,"[0.5941498, 0.82171804, -0.27523503]",1.0300867824834863,"(0.547, 0.823, -0.152)"
1.59,0.4370288094628232,1.0300867824834863,"(0.547, 0.823, -0.152)","[1.3906585490373686, 0.9329287242730432, 1.56017221668064]",1.2278708,"[0.7042562, 0.7739932, 0.05850461]",1.090571447720639,"(0.606, 0.76, 0.234)"
1.6,0.4626902796310165,1.090571447720639,"(0.606, 0.76, 0.234)","[0.23503848655039858, 0.5340904282159075, 0.9699039047104266]",1.1565096,"[0.6219625, 0.77527606, -0.23426667]",1.0169364806996688,"(0.567, 0.81, -0.149)"
1.61,0.43144960892323103,1.0169364806996688,"(0.567, 0.81, -0.149)","[0.512671102672188, 0.3872513921139048, 1.4003053540462596]",1.1673715,"[0.6882739, 0.74035066, -0.17925426]",1.0303224641586874,"(0.651, 0.756, -0.067)"
1.62,0.4371288007292649,1.0303224641586874,"(0.651, 0.756, -0.067)","[0.8715821591576403, 0.06293814135790006, 1.388235575298529]",1.2030677,"[0.7858665, 0.6492393, -0.12000176]",1.0520603533664639,"(0.731, 0.683, 0.021)"
1.63,0.44635140604976525,1.0520603533664639,"(0.731, 0.683, 0.021)","[1.3737612560175563, 0.6778790071737272, 0.5983773896962089]",1.2851398,"[0.7621188, 0.7233778, 0.0093841255]",1.1704074337627175,"(0.655, 0.739, 0.154)"
1.64,0.4965618198988575,1.1704074337627175,"(0.655, 0.739, 0.154)","[0.31477124525417566, 0.6774530080265859, 0.885676717079475]",1.1861898,"[0.6007552, 0.817175, -0.2511988]",1.0432781754348794,"(0.562, 0.819, -0.116)"
1.65,0.44262544350835914,1.0432781754348794,"(0.562, 0.819, -0.116)","[1.2602106891101321, 0.4125451910567143, 0.11194501731286723]",1.288132,"[0.74064964, 0.70861703, -0.09340003]",1.159892090326749,"(0.705, 0.707, 0.06)"
1.66,0.49210053750881017,1.159892090326749,"(0.705, 0.707, 0.06)","[0.6521232576620315, 1.454326712339338, 0.6484237928920068]",1.1951066,"[0.5677994, 0.8881359, -0.07102218]",1.0762637353444218,"(0.508, 0.856, 0.097)"
1.67,0.4566200313643226,1.0762637353444218,"(0.508, 0.856, 0.097)","[0.4183069486000844, 0.9855082129165086, 1.111277280182114]",1.1614983,"[0.5930753, 0.8198451, -0.16057107]",1.0604710242109485,"(0.565, 0.825, -0.014)"
1.68,0.449919751482843,1.0604710242109485,"(0.565, 0.825, -0.014)","[1.0350450544580603, 1.450002530876622, 0.10228897879104552]",1.2210311,"[0.5687616, 0.88582706, -0.03425935]",1.0936943634550254,"(0.496, 0.862, 0.107)"
1.69,0.46401522056673183,1.0936943634550254,"(0.496, 0.862, 0.107)","[1.4297964995437298, 0.17988450482004378, 1.039982356905864]",1.2620043,"[0.79082966, 0.66597533, 0.009272069]",1.1330501309993617,"(0.728, 0.656, 0.198)"
1.7,0.4807124586323728,1.1330501309993617,"(0.728, 0.656, 0.198)","[1.2025355259647457, 0.20460480264388572, 0.9792173360751325]",1.2555431,"[0.79837507, 0.65505505, -0.049149543]",1.1210874379212141,"(0.735, 0.669, 0.113)"
1.71,0.4756371177942859,1.1210874379212141,"(0.735, 0.669, 0.113)","[1.433959428659732, 1.1020332423229382, 0.8212175560138139]",1.2701921,"[0.695992, 0.8068388, 0.061461896]",1.1403270161013517,"(0.577, 0.79, 0.205)"
1.72,0.4837997795132923,1.1403270161013517,"(0.577, 0.79, 0.205)","[0.9432454737739273, 1.4960990428549776, 1.4270210934079093]",1.1856025,"[0.6196046, 0.841763, 0.03958887]",1.044650112003142,"(0.555, 0.811, 0.183)"
1.73,0.4432075068988249,1.044650112003142,"(0.555, 0.811, 0.183)","[0.8384523079817926, 0.3543416121313885, 1.4968396716410908]",1.1794184,"[0.7417259, 0.6946207, -0.08531156]",1.0634846185028812,"(0.694, 0.72, 0.033)"
1.74,0.4511983112585855,1.0634846185028812,"(0.694, 0.72, 0.033)","[1.1836305465463592, 1.0101895172598834, 0.5467820471111589]",1.2574326,"[0.676681, 0.81212306, -0.00074622035]",1.1499872773222384,"(0.599, 0.792, 0.116)"
1.75,0.4878982812436857,1.1499872773222384,"(0.599, 0.792, 0.116)","[0.46293193764484425, 0.4563496015945615, 0.7012509340566347]",1.2115568,"[0.64512056, 0.77812773, -0.23163334]",1.0506866408583952,"(0.615, 0.776, -0.141)"
1.76,0.4457685891918515,1.0506866408583952,"(0.615, 0.776, -0.141)","[0.11460715456739778, 0.9391595364207322, 1.5275103733733069]",1.1169418,"[0.5913627, 0.82281715, -0.19327006]",0.9949025486633029,"(0.544, 0.838, -0.056)"
1.77,0.4221014032677603,0.9949025486633029,"(0.544, 0.838, -0.056)","[1.5194254770066216, 0.574455884275184, 0.39499900796478754]",1.2916228,"[0.76667506, 0.70428073, 0.016103536]",1.1849256357325966,"(0.674, 0.715, 0.187)"
1.78,0.5027213713369799,1.1849256357325966,"(0.674, 0.715, 0.187)","[0.4579118156317296, 1.359747995277596, 0.42400416668670476]",1.1787747,"[0.54042155, 0.8884817, -0.1288726]",1.0751104420182516,"(0.49, 0.871, 0.034)"
1.79,0.45613073044534336,1.0751104420182516,"(0.49, 0.871, 0.034)","[1.0604099906772018, 1.450283523036555, 1.3446107040305695]",1.1968694,"[0.6156866, 0.8354636, 0.03721419]",1.0607027837700158,"(0.554, 0.81, 0.195)"
1.8,0.45001807873633587,1.0607027837700158,"(0.554, 0.81, 0.195)","[0.8831169351173318, 0.6220645594736004, 1.1893127663345162]",1.2049981,"[0.70146453, 0.74693406, -0.0674105]",1.1005686582525056,"(0.663, 0.746, 0.052)"
1.81,0.46693173684703604,1.1005686582525056,"(0.663, 0.746, 0.052)","[0.27270335714710986, 1.324504438166249, 1.1817557701473271]",1.1499078,"[0.57676333, 0.85322547, -0.10945204]",1.038449365101561,"(0.533, 0.845, 0.032)"
1.82,0.4405767527893072,1.038449365101561,"(0.533, 0.845, 0.032)","[0.7424134479729657, 1.453689411738542, 0.49180317357115655]",1.1833509,"[0.56604964, 0.86888474, -0.045418948]",1.0864905617032807,"(0.508, 0.856, 0.096)"
1.83,0.46095890632534253,1.0864905617032807,"(0.508, 0.856, 0.096)","[0.001377969584815008, 1.5142498536524505, 0.3832125832341482]",1.1123323,"[0.4790386, 0.90584004, -0.15828368]",1.0358265559851394,"(0.431, 0.902, 0.039)"
1.84,0.4394639891221195,1.0358265559851394,"(0.431, 0.902, 0.039)","[0.06975426677679272, 1.029727177613279, 0.35597760375461807]",1.1408652,"[0.5169039, 0.85093594, -0.24822602]",1.0365624352289209,"(0.445, 0.891, -0.091)"
1.85,0.43977619624416686,1.0365624352289209,"(0.445, 0.891, -0.091)","[1.324076094261981, 0.817147453300574, 1.1162738366106923]",1.2547619,"[0.71034515, 0.77784705, 0.024350762]",1.1382132195312804,"(0.633, 0.75, 0.19)"
1.86,0.4829029715800445,1.1382132195312804,"(0.633, 0.75, 0.19)","[0.03587086628675819, 1.441080590930341, 1.1411721279868208]",1.1160938,"[0.5390533, 0.8691477, -0.12085089]",1.0189181809366434,"(0.5, 0.866, 0.027)"
1.87,0.4322903731287373,1.0189181809366434,"(0.5, 0.866, 0.027)","[1.2364941692944675, 1.4499370817389736, 1.2012268872775202]",1.1958133,"[0.614756, 0.81626314, 0.0741747]",1.075103848786933,"(0.54, 0.813, 0.218)"
1.88,0.4561279331741982,1.075103848786933,"(0.54, 0.813, 0.218)","[0.9909420781754056, 0.7522919533192385, 1.2066796893714364]",1.2128758,"[0.69375145, 0.7654583, -0.03527245]",1.1120802595731698,"(0.648, 0.755, 0.099)"
1.89,0.47181569566073056,1.1120802595731698,"(0.648, 0.755, 0.099)","[1.4188867189243117, 1.1536166088759832, 0.7450279871972499]",1.2682999,"[0.6730708, 0.8218796, 0.03902176]",1.1405948505052932,"(0.57, 0.797, 0.202)"
1.9,0.4839134120272496,1.1405948505052932,"(0.57, 0.797, 0.202)","[0.9521074927397796, 1.3449681921108412, 0.776922781805057]",1.2124131,"[0.6019171, 0.8526689, -0.031564444]",1.104793942141964,"(0.546, 0.828, 0.127)"
1.91,0.4687243729814406,1.104793942141964,"(0.546, 0.828, 0.127)","[0.9422010176411634, 0.051014519978270036, 0.28092261930818163]",1.2731943,"[0.7571955, 0.6532005, -0.19501725]",1.0806831033383677,"(0.753, 0.655, -0.056)"
1.92,0.45849501041056934,1.0806831033383677,"(0.753, 0.655, -0.056)","[0.08005746148120646, 0.8452901162447944, 0.7463461827026421]",1.1708089,"[0.58117545, 0.82365453, -0.2622911]",1.0242920886487947,"(0.492, 0.861, -0.13)"
1.93,0.434570329079577,1.0242920886487947,"(0.492, 0.861, -0.13)","[0.7893577628780255, 1.4492759359122371, 1.3858904130155447]",1.1759897,"[0.611225, 0.84262574, -0.0013833344]",1.050820905112913,"(0.562, 0.814, 0.147)"
1.94,0.4458255526907558,1.050820905112913,"(0.562, 0.814, 0.147)","[0.680710767164428, 0.6733487964236942, 1.1630210290914729]",1.1903108,"[0.66774, 0.7697976, -0.11441323]",1.0816307023196015,"(0.642, 0.767, -0.004)"
1.95,0.4588970426098549,1.0816307023196015,"(0.642, 0.767, -0.004)","[0.9316977858794663, 0.2713698658618099, 0.9864656073621922]",1.2408942,"[0.75698763, 0.69268984, -0.12589982]",1.0978116682392556,"(0.72, 0.694, 0.02)"
1.96,0.4657620450466164,1.0978116682392556,"(0.72, 0.694, 0.02)","[1.0631746457576372, 0.8056626983939381, 1.3944041773875333]",1.233201,"[0.718922, 0.7794169, -0.010669917]",1.1015379120723552,"(0.644, 0.754, 0.131)"
1.97,0.46734295641625995,1.1015379120723552,"(0.644, 0.754, 0.131)","[1.4156380908513946, 0.47381047132000664, 0.4789902998207063]",1.2973299,"[0.77711594, 0.6967819, -0.019284517]",1.1737574374151623,"(0.698, 0.699, 0.154)"
1.98,0.4979831060786435,1.1737574374151623,"(0.698, 0.699, 0.154)","[0.7084629333233088, 0.8365179139903527, 0.02792218973752263]",1.2351147,"[0.60308915, 0.841191, -0.16371855]",1.1043846493689404,"(0.573, 0.817, -0.065)"
1.99,0.46855072476426324,1.1043846493689404,"(0.573, 0.817, -0.065)","[1.1248390267313733, 1.2403547580278775, 0.3067204054886784]",1.2498274,"[0.5957682, 0.8719587, -0.072207004]",1.1318391057752482,"(0.55, 0.828, 0.104)"
2.0,0.36582832518414676,0.862265631626092,"(0.326, 0.303, -0.895)","[0.5052573521998057, 0.28884234457634533, 0.8008995296429111]",1.0642508,"[0.5954193, 0.663643, -0.2482262]",0.9050601262960828,"(0.621, 0.373, -0.689)"
2.1,0.383984491611308,0.9050601262960828,"(0.621, 0.373, -0.689)","[1.3735942055108317, 0.6653620244967073, 0.8442489284939872]",1.2119642,"[0.7376199, 0.679813, 0.0013966858]",0.8222457798570335,"(0.797, 0.504, -0.331)"
2.2,0.3488493400433577,0.8222457798570335,"(0.797, 0.504, -0.331)","[0.8401064355926615, 1.3274565936814584, 0.9666623015720567]",1.1561366,"[0.6494054, 0.761612, 0.031930298]",0.763407349571969,"(0.646, 0.614, -0.455)"
2.3,0.32388630821399306,0.763407349571969,"(0.646, 0.614, -0.455)","[0.8761796790940533, 0.4778883598907129, 0.4029430091838292]",1.2061045,"[0.733058, 0.64717066, -0.1199421]",0.9120549921733347,"(0.703, 0.429, -0.568)"
2.4,0.38695216186848513,0.9120549921733347,"(0.703, 0.429, -0.568)","[0.6989089816462719, 1.012816617575353, 0.13389942561343218]",1.169303,"[0.5875771, 0.796188, -0.15259328]",0.8603896383506064,"(0.574, 0.573, -0.585)"
2.5,0.365032408644213,0.8603896383506064,"(0.574, 0.573, -0.585)","[1.2188135986345596, 0.6678671240672016, 1.3927687485533056]",1.1820124,"[0.7300284, 0.69393027, 0.017387748]",0.7849057863235845,"(0.791, 0.488, -0.368)"
2.6,0.33300732246117953,0.7849057863235845,"(0.791, 0.488, -0.368)","[0.15291386325330847, 0.5936567280708815, 0.23591186162734346]",1.0797606,"[0.5996579, 0.74262065, -0.2789804]",0.8820963759787224,"(0.42, 0.479, -0.771)"
2.7,0.3742417974687798,0.8820963759787224,"(0.42, 0.479, -0.771)","[0.18223772808233063, 1.4593200129119288, 0.0020052834293317035]",0.9839175,"[0.45950514, 0.8822657, -0.23474982]",0.7508463470434568,"(0.423, 0.685, -0.594)"
2.8,0.31855712617414567,0.7508463470434568,"(0.423, 0.685, -0.594)","[1.1017059754344374, 0.381222215268073, 1.4274731440368342]",1.079979,"[0.7330389, 0.67725825, -0.038816392]",0.8138658769857334,"(0.804, 0.416, -0.425)"
2.9,0.34529404835576916,0.8138658769857334,"(0.804, 0.416, -0.425)","[0.4162245915063401, 0.3373660914006673, 0.6905504860966744]",1.1326262,"[0.7006281, 0.6510459, -0.22572497]",0.9051041861285644,"(0.581, 0.39, -0.714)"
2.1,0.38400318461510335,0.9051041861285644,"(0.581, 0.39, -0.714)","[0.40968015016658327, 0.5062512955185785, 0.6297543550307526]",1.1317737,"[0.6184894, 0.7195072, -0.2472972]",0.8997605735208279,"(0.567, 0.437, -0.698)"
2.11,0.38173608178852475,0.8997605735208279,"(0.567, 0.437, -0.698)","[0.11248366821550941, 0.5884858352910313, 0.1604887362477753]",1.1181065,"[0.54943085, 0.76515, -0.33045098]",0.8782406971996326,"(0.399, 0.481, -0.78)"
2.12,0.37260597150231695,0.8782406971996326,"(0.399, 0.481, -0.78)","[0.03205351101365204, 1.0509542507373237, 0.6562000987375256]",1.0553463,"[0.5099356, 0.7878274, -0.23410502]",0.8214128748386869,"(0.442, 0.584, -0.681)"
2.13,0.3484959683714234,0.8214128748386869,"(0.442, 0.584, -0.681)","[0.019759490063265273, 0.11355780021709158, 1.3678158488814507]",1.0343118,"[0.59963757, 0.6864048, -0.32578042]",0.8383897109867776,"(0.48, 0.345, -0.806)"
2.14,0.3556986299494681,0.8383897109867776,"(0.48, 0.345, -0.806)","[0.6066736367241818, 0.3673828677246545, 1.1389816736812086]",1.0844883,"[0.66228056, 0.65842384, -0.18156669]",0.8735551942544041,"(0.678, 0.396, -0.619)"
2.15,0.37061808095881255,0.8735551942544041,"(0.678, 0.396, -0.619)","[1.1692234018926335, 0.42878497559804385, 0.5060245670954387]",1.2159733,"[0.7523285, 0.6380526, -0.07832876]",0.8871964250943464,"(0.788, 0.426, -0.444)"
2.16,0.3764055650572051,0.8871964250943464,"(0.788, 0.426, -0.444)","[0.8309011412727976, 1.413525311271542, 0.2630528049353327]",1.1613884,"[0.59808, 0.81485337, -0.018086582]",0.7730900954483911,"(0.568, 0.66, -0.491)"
2.17,0.3279943493758276,0.7730900954483911,"(0.568, 0.66, -0.491)","[1.078217802992479, 0.6682089207131525, 0.44367635490902196]",1.2112396,"[0.71727437, 0.6851464, -0.05684328]",0.8824450024913366,"(0.73, 0.492, -0.474)"
2.18,0.37438970717148234,0.8824450024913366,"(0.73, 0.492, -0.474)","[1.310325138815845, 1.4319947318296864, 0.7600970838339375]",1.1763903,"[0.6204699, 0.78399384, 0.081516]",0.719020473770169,"(0.649, 0.673, -0.354)"
2.19,0.3050545516889104,0.719020473770169,"(0.649, 0.673, -0.354)","[1.396488720022448, 1.1741434165981666, 0.1756701711893783]",1.191243,"[0.6497489, 0.73790026, 0.09101853]",0.7967979774519609,"(0.67, 0.636, -0.383)"
2.2,0.3380527518552044,0.7967979774519609,"(0.67, 0.636, -0.383)","[0.06541082706603298, 0.2811173134199741, 0.879061406759708]",1.0582703,"[0.63637495, 0.7102009, -0.312135]",0.872075507171343,"(0.448, 0.387, -0.806)"
