index,act_pos,next_pos,changes
8.49,"(-0.023980128776575585, -0.09458298079494804, 0.19619877621883575)","(-0.09647498214279113, 0.0869367445958241, 0.1975020365561828)","[1.296892576923099, -1.371257569618095, -1.241720594523194]"
8.5,"(-0.09647498214279113, 0.0869367445958241, 0.1975020365561828)","(0.0008181397347668817, -0.09032727247681793, 0.19517096881833013)","[-0.6541350698518033, 1.515063920714489, 1.3159244660040734]"
8.51,"(0.0008181397347668817, -0.09032727247681793, 0.19517096881833013)","(0.09451931557734411, -0.0824543556281232, 0.15400677074038127)","[-0.7407290331320067, 1.0951274858780318, -1.562642114899254]"
8.52,"(0.09451931557734411, -0.0824543556281232, 0.15400677074038127)","(-0.16914927859836995, 0.005739579822041933, 0.11106772541705909)","[1.3378364995242154, -0.3682135290756209, 1.487553322778601]"
8.53,"(-0.16914927859836995, 0.005739579822041933, 0.11106772541705909)","(-0.029119715228248022, -0.040208798659489633, 0.3147972541458641)","[0.0057588053097121054, 0.12410091289543222, 0.6093269633677632]"
8.54,"(-0.029119715228248022, -0.040208798659489633, 0.3147972541458641)","(0.13570562183314944, -0.05356700719667116, 0.2558511300627561)","[-0.9016174954684745, 0.2364687645933639, 0.4941931141948607]"
8.55,"(0.13570562183314944, -0.05356700719667116, 0.2558511300627561)","(-0.02334915918704738, -0.0849471752277077, 0.2849793042778138)","[0.3153112449896677, 0.5862250699674791, -0.7307885309377822]"
8.56,"(-0.02334915918704738, -0.0849471752277077, 0.2849793042778138)","(0.178326646196158, 0.07000748165590144, 0.1666562366117033)","[-1.2648525945689493, -0.764300131785135, -0.10135004220060387]"
8.57,"(0.178326646196158, 0.07000748165590144, 0.1666562366117033)","(-0.05077789525580908, -0.11540394628653898, 0.212673630771434)","[0.21177714455292124, 1.153466741669796, 0.7120548433908199]"
8.58,"(-0.05077789525580908, -0.11540394628653898, 0.212673630771434)","(-0.12513966457724318, -0.061288758230609745, 0.25553446304818056)","[0.5803138338478496, 0.30680787117582786, 0.6700379593051603]"
8.59,"(-0.12513966457724318, -0.061288758230609745, 0.25553446304818056)","(0.08517277604719414, 0.09109647375517506, 0.2658206167068903)","[-0.44213697846451067, -1.0118200023683097, -0.3282742737658682]"
8.6,"(0.08517277604719414, 0.09109647375517506, 0.2658206167068903)","(-0.10605514633041951, -0.10014613929502499, 0.23854987883649906)","[0.8053544371520303, 0.683882760168319, -0.28338296745273583]"
8.61,"(-0.10605514633041951, -0.10014613929502499, 0.23854987883649906)","(-0.1481924446951443, -0.06359196133223595, 0.21186067260817898)","[1.2240920226785001, 0.34696706534161886, -0.9399492130315035]"
8.62,"(-0.1481924446951443, -0.06359196133223595, 0.21186067260817898)","(-0.09093077219370303, -0.0891341624616764, 0.14093765646333126)","[0.8587304050780405, 1.2216271034103456, 1.4210180428823076]"
8.63,"(-0.09093077219370303, -0.0891341624616764, 0.14093765646333126)","(-0.15370784561416917, -0.023341562852205004, 0.18650050044891606)","[1.4448301742692622, -0.034432753772018765, -1.5460634365023593]"
8.64,"(-0.15370784561416917, -0.023341562852205004, 0.18650050044891606)","(-0.16539332504373017, 0.05945904971815474, 0.21542738512309562)","[0.9595734255148224, -0.7041791052234428, 0.3834036016673912]"
8.65,"(-0.16539332504373017, 0.05945904971815474, 0.21542738512309562)","(-0.13347439986728507, -0.059497114718315126, 0.2558654729073322)","[0.6603502599576959, 0.2804986350512367, 0.49970924827168517]"
8.66,"(-0.13347439986728507, -0.059497114718315126, 0.2558654729073322)","(0.14501033866003832, -0.08618720732562199, 0.118129761836549)","[-1.279172853494407, 0.6802015698529768, -0.9974708823970379]"
8.67,"(0.14501033866003832, -0.08618720732562199, 0.118129761836549)","(-0.02053516856328965, 0.06665955735093891, 0.29301975648237066)","[-0.07658381950721982, -0.863995167586326, 0.9456500870864613]"
8.68,"(-0.02053516856328965, 0.06665955735093891, 0.29301975648237066)","(-0.13441035223656356, -0.004150254464743136, 0.22744084029186468)","[0.647266831589412, -0.2395209019907967, 1.5494812539016218]"
8.69,"(-0.13441035223656356, -0.004150254464743136, 0.22744084029186468)","(-0.010023423711603932, -0.10469999636809861, 0.2048436035578719)","[0.6425550514867606, 1.3819269838972579, -1.0595008627251814]"
8.7,"(-0.010023423711603932, -0.10469999636809861, 0.2048436035578719)","(-0.15597424442586316, 0.09762806873899701, 0.13076022492081896)","[1.4260596104859764, -1.0294838623885048, 0.37105676578783003]"
8.71,"(-0.15597424442586316, 0.09762806873899701, 0.13076022492081896)","(0.02607980301247878, -0.03385126612802365, 0.30371972472118475)","[-0.3224030787639134, 0.12522993232538565, 1.1318071499306215]"
8.72,"(0.02607980301247878, -0.03385126612802365, 0.30371972472118475)","(0.125492993242096, -0.10650142107400275, 0.20341381574734685)","[-0.9774258751006902, 0.8129054190442687, 0.08062335655714681]"
8.73,"(0.125492993242096, -0.10650142107400275, 0.20341381574734685)","(0.03312679396204892, -0.11366584377149155, 0.25779071312124135)","[-0.21143707727773736, 0.9201329924514151, -0.004704460977612048]"
8.74,"(0.03312679396204892, -0.11366584377149155, 0.25779071312124135)","(0.18972131833600922, -0.050065853616704695, 0.14889824335962928)","[-1.4670029140092116, 0.23856551336735457, 0.44941091707656605]"
8.75,"(0.18972131833600922, -0.050065853616704695, 0.14889824335962928)","(0.07761120832638303, -0.1193792568225121, 0.15800117560489207)","[-1.4212405573648843, 1.3422701168915592, 0.6392698805445629]"
8.76,"(0.07761120832638303, -0.1193792568225121, 0.15800117560489207)","(0.10734157731464947, 0.11210296693191162, 0.2035125535565081)","[-0.9970629582932916, -1.200484111419062, 0.32324688830124637]"
8.77,"(0.10734157731464947, 0.11210296693191162, 0.2035125535565081)","(-0.15138751570786294, 0.028223914109140248, 0.2589995814938071)","[0.7694176062475062, -0.3283119423941338, 0.20711522047849862]"
8.78,"(-0.15138751570786294, 0.028223914109140248, 0.2589995814938071)","(0.0799791476250523, -0.1000580626453947, 0.08647069625605447)","[-1.4524089594348497, 1.3335309970847296, -1.1586619578161046]"
8.79,"(0.0799791476250523, -0.1000580626453947, 0.08647069625605447)","(-0.07313964244903928, -0.11135727428887067, 0.1639294185759238)","[1.4205926583844488, 1.401149766002809, -0.8218193706530535]"
8.8,"(-0.07313964244903928, -0.11135727428887067, 0.1639294185759238)","(0.15631454932890657, -0.01277548073668785, 0.23600881753527875)","[-1.096777609028503, -0.061308766165587295, 0.8909086676354908]"
8.81,"(0.15631454932890657, -0.01277548073668785, 0.23600881753527875)","(0.14989620842310197, -0.07950294668755441, 0.13240953350429147)","[-1.2105204164976682, 0.663201771152219, -1.0784088207923785]"
8.82,"(0.14989620842310197, -0.07950294668755441, 0.13240953350429147)","(0.09987890304330661, 0.11334572641161661, 0.21298738025830888)","[-0.8936605163110831, -1.2253025000266293, 0.23957564576962315]"
8.83,"(0.09987890304330661, 0.11334572641161661, 0.21298738025830888)","(-0.18969360466247845, -0.04515773060261161, 0.16480654368230307)","[1.1953326184861781, 0.2157485901105514, 0.4458011757376377]"
8.84,"(-0.18969360466247845, -0.04515773060261161, 0.16480654368230307)","(0.0867480657169353, 0.10833010309531269, 0.2247418173066138)","[-0.5219236492705621, -1.2603249339679434, -0.5730583061015799]"
8.85,"(0.0867480657169353, 0.10833010309531269, 0.2247418173066138)","(0.07468171756345326, -0.0840299322898515, 0.14479618577014824)","[-0.6785150791028053, 1.3934815648169494, -1.5065592766099247]"
8.86,"(0.07468171756345326, -0.0840299322898515, 0.14479618577014824)","(-0.10873959822226018, -0.08667654074445878, 0.07952195026991975)","[1.5136624453854286, 0.9091122516710699, 1.346363968644508]"
8.87,"(-0.10873959822226018, -0.08667654074445878, 0.07952195026991975)","(0.04784942550473485, -0.12513809086365682, 0.17739595029157224)","[-0.8973832744698781, 1.392168257508183, 0.21981835170582253]"
8.88,"(0.04784942550473485, -0.12513809086365682, 0.17739595029157224)","(-0.19805662452209152, -0.008792240733109413, 0.15374710214468632)","[1.2444775933704146, -0.13092032599215755, 0.5466072187783217]"
8.89,"(-0.19805662452209152, -0.008792240733109413, 0.15374710214468632)","(-0.0733282726910952, -0.12649264521495263, 0.15673763438359148)","[1.0163595193889483, 1.3322063282729044, 0.09383395552475335]"
8.9,"(-0.0733282726910952, -0.12649264521495263, 0.15673763438359148)","(-0.1503773076914451, -0.10061298833218357, 0.16086809459569015)","[1.349755346360618, 0.7029625150214741, -0.28843938130733054]"
8.91,"(-0.1503773076914451, -0.10061298833218357, 0.16086809459569015)","(-0.1146354538242324, 0.11295771995290851, 0.17214745352763997)","[0.9529651719423899, -1.3541432880886157, 0.5160327512671656]"
8.92,"(-0.1146354538242324, 0.11295771995290851, 0.17214745352763997)","(0.1680041786315277, 0.04814697614784339, 0.19782024916401336)","[-0.9372971246791568, -0.6294967303412781, -0.8261486966154591]"
8.93,"(0.1680041786315277, 0.04814697614784339, 0.19782024916401336)","(-0.05981060297674177, 0.06559256831969351, 0.29194583324505047)","[0.1737819677671753, -0.7804277160804011, 0.7206616616012883]"
8.94,"(-0.05981060297674177, 0.06559256831969351, 0.29194583324505047)","(0.08535713925430893, -0.10099589977738439, 0.10943359506597838)","[-1.2115476978773057, 1.2851013788814716, -1.138718635066052]"
8.95,"(0.08535713925430893, -0.10099589977738439, 0.10943359506597838)","(-0.03843606591257244, -0.030709903360621744, 0.3157529780101577)","[0.33130441928453624, 0.035851107151774766, -0.660505378045002]"
8.96,"(-0.03843606591257244, -0.030709903360621744, 0.3157529780101577)","(0.07871171459461943, -0.10140882856614543, 0.18314347129845865)","[-1.330166433472257, 1.183317955425657, 1.138629455617409]"
8.97,"(0.07871171459461943, -0.10140882856614543, 0.18314347129845865)","(-0.06711289248125873, -0.11823274502387815, 0.15136345108210292)","[1.470585921323273, 1.4301109704383155, -0.6321423441986112]"
8.98,"(-0.06711289248125873, -0.11823274502387815, 0.15136345108210292)","(-0.041412186481331326, -0.12393180267920802, 0.18743886001340065)","[0.7169938666924861, 1.3887902773226548, -0.3663009729141017]"
8.99,"(-0.041412186481331326, -0.12393180267920802, 0.18743886001340065)","(-0.013643535157250083, 0.006813747131393739, 0.32920022600507665)","[-0.0653737202288981, -0.22947197964500207, 0.3080565543686604]"
9.0,"(-0.013822630584509978, -0.022359958383665755, 0.3289175681829369)","(-0.17104124904706067, -0.04245357534568937, 0.21104587567448563)","[0.879785364510351, 0.1739839750949232, 0.6395642254088042]"
9.1,"(-0.17104124904706067, -0.04245357534568937, 0.21104587567448563)","(0.1575834660926788, 0.04492168221768228, 0.2291089075898199)","[-0.8363387527150414, -0.5820851252938941, -0.6690422531748202]"
9.2,"(0.1575834660926788, 0.04492168221768228, 0.2291089075898199)","(-0.05961976472687526, -0.08947301312154647, 0.23255430205736505)","[0.8059821129582383, 0.9069330251334279, -1.2707146177014745]"
9.3,"(-0.05961976472687526, -0.08947301312154647, 0.23255430205736505)","(0.19437734460127604, -0.036056493537766, 0.16850081354579904)","[-1.273657742916865, 0.0823817896794041, -0.13748635844380724]"
9.4,"(0.19437734460127604, -0.036056493537766, 0.16850081354579904)","(0.09750322058808056, -0.034652995763757605, 0.3007004257335861)","[-0.5141497631049821, 0.07133020416103898, 0.145553020106655]"
9.5,"(0.09750322058808056, -0.034652995763757605, 0.3007004257335861)","(0.11257021761384181, -0.032897800470124014, 0.28001631083291273)","[-0.4436243702656356, 0.06376320952991876, -0.7581431015828375]"
9.6,"(0.11257021761384181, -0.032897800470124014, 0.28001631083291273)","(-0.018623437821193366, 0.10486247357609085, 0.26368831957238176)","[-0.03385102918516699, -1.2373180755376605, 0.5726800717888817]"
9.7,"(-0.018623437821193366, 0.10486247357609085, 0.26368831957238176)","(0.16133457786839062, 0.06863299239320816, 0.21225607235087413)","[-0.9763074936030155, -0.7604622944714147, -0.26684138955082004]"
9.8,"(0.16133457786839062, 0.06863299239320816, 0.21225607235087413)","(0.1345497302556687, -0.06828897583417623, 0.24986576386473008)","[-0.8757608634486036, 0.3661017386060701, 0.3515202629771769]"
9.9,"(0.1345497302556687, -0.06828897583417623, 0.24986576386473008)","(-0.049721612054529116, -0.09242219812032873, 0.23691845889986524)","[0.7392225299809054, 0.9341549767625364, -1.2021296449566283]"
9.1,"(-0.049721612054529116, -0.09242219812032873, 0.23691845889986524)","(-0.13064307888621776, -0.11527369905386069, 0.1401531599229246)","[1.4347928652843485, 0.9343950216023285, -0.058774044309702976]"
9.11,"(-0.13064307888621776, -0.11527369905386069, 0.1401531599229246)","(-0.07514804863831749, 0.09690784596555131, 0.21814793968773716)","[0.9983928458200948, -1.3918469829575442, -1.1136582229533027]"
9.12,"(-0.07514804863831749, 0.09690784596555131, 0.21814793968773716)","(-0.08151747959970303, 0.06676793033265228, 0.24819202133894702)","[0.8658573055426151, -1.0201042750227591, -1.3944074866219145]"
9.13,"(-0.08151747959970303, 0.06676793033265228, 0.24819202133894702)","(0.19147285374854484, 0.010985683864450698, 0.17695704912894206)","[-1.117614322356283, -0.24915230478020858, -0.5638623084312174]"
9.14,"(0.19147285374854484, 0.010985683864450698, 0.17695704912894206)","(0.14656944682221873, 0.06850776458227315, 0.1673255221667107)","[-1.546472446062018, -0.9877004136774838, 1.2415692895927526]"
9.15,"(0.14656944682221873, 0.06850776458227315, 0.1673255221667107)","(-0.028713568765115726, -0.11092321222051647, 0.21095714840145566)","[-0.08132905868115295, 1.2609831706955572, 0.8399134619418046]"
9.16,"(-0.028713568765115726, -0.11092321222051647, 0.21095714840145566)","(-0.029741960998149512, 0.054455777745144256, 0.31550780239343085)","[0.09710451553906083, -0.6168156844534936, 0.223505779974536]"
9.17,"(-0.029741960998149512, 0.054455777745144256, 0.31550780239343085)","(0.13953465134937035, -0.060279044126982616, 0.25470073837118135)","[-0.812366746313402, 0.2989479080673267, 0.05189475127415798]"
9.18,"(0.13953465134937035, -0.060279044126982616, 0.25470073837118135)","(0.13996470079099355, -0.052165265038021075, 0.2524111176287211)","[-0.928606681579381, 0.24001048345406317, 0.5376257154339965]"
9.19,"(0.13996470079099355, -0.052165265038021075, 0.2524111176287211)","(0.16395928765133946, -0.03150804193061374, 0.1965836802742441)","[-1.363695715129778, 0.07013308837703708, 1.1571435871303952]"
9.2,"(0.16395928765133946, -0.03150804193061374, 0.1965836802742441)","(-0.07826904601910573, -0.04170310557214204, 0.30827147232906005)","[0.34217057488150654, 0.14225566685695476, 0.07386608207651262]"
9.21,"(-0.07826904601910573, -0.04170310557214204, 0.30827147232906005)","(0.11260060292881958, 0.07980325773221443, 0.12070900698975615)","[-1.1762652171686674, -1.5602091105758702, -1.5345904405001811]"
9.22,"(0.11260060292881958, 0.07980325773221443, 0.12070900698975615)","(-0.16843852945018392, -0.07245259424750905, 0.1676311388887566)","[1.3738070266593911, 0.4329608505855015, -0.6381528444170372]"
9.23,"(-0.16843852945018392, -0.07245259424750905, 0.1676311388887566)","(-0.02349407934106977, -0.11232954066687925, 0.21424302884001226)","[-0.17180856802477826, 1.2591344005308442, 0.8437554578224611]"
9.24,"(-0.02349407934106977, -0.11232954066687925, 0.21424302884001226)","(-0.0729929869219964, -0.1234965314664829, 0.13432455993666836)","[1.13338747104439, 1.401617899946255, 0.35085992709142144]"
9.25,"(-0.0729929869219964, -0.1234965314664829, 0.13432455993666836)","(0.10304026186715824, 0.12248982935803826, 0.13500317164433664)","[-1.5652143859059324, -1.4555990024525505, 0.21964929435410493]"
9.26,"(0.10304026186715824, 0.12248982935803826, 0.13500317164433664)","(-0.02568761670959994, 0.09088401882517022, 0.28236936898153675)","[0.027897515717412145, -0.950418676507674, 0.5842684078351807]"
9.27,"(-0.02568761670959994, 0.09088401882517022, 0.28236936898153675)","(-0.08858351642742675, -0.08646789012462172, 0.22898722181982006)","[0.40084935592600396, 0.8260328546142657, 1.1786757874943783]"
9.28,"(-0.08858351642742675, -0.08646789012462172, 0.22898722181982006)","(0.12530861935347573, -0.09221885864498523, 0.18366733738601873)","[-1.332218613551692, 0.8284736872515785, 0.9712211220450533]"
9.29,"(0.12530861935347573, -0.09221885864498523, 0.18366733738601873)","(-0.06241130367197728, -0.11380069754920716, 0.10431068768839949)","[1.3424598720644074, 1.5499580437164875, 0.6951013280456194]"
9.3,"(-0.06241130367197728, -0.11380069754920716, 0.10431068768839949)","(-0.014636852743934767, -0.11196393745372117, 0.20512291336256566)","[0.5602603028602503, 1.4102717084439884, -0.8557230127486604]"
9.31,"(-0.014636852743934767, -0.11196393745372117, 0.20512291336256566)","(0.06282643504836458, -0.12542132615689364, 0.16147671389166235)","[-0.877863298103033, 1.4358177164001682, -0.2486864575382721]"
9.32,"(0.06282643504836458, -0.12542132615689364, 0.16147671389166235)","(0.1260893274491493, -0.08050582334235401, 0.24789945745789566)","[-0.7405852003672737, 0.5158085483278692, -0.1960683051389256]"
9.33,"(0.1260893274491493, -0.08050582334235401, 0.24789945745789566)","(-0.07015931420215123, -0.12061374425293586, 0.15599256199425549)","[1.3758140320390455, 1.4234277354590146, -0.5467007214568113]"
9.34,"(-0.07015931420215123, -0.12061374425293586, 0.15599256199425549)","(0.13187874786297366, 0.1032418340192389, 0.17325189699877544)","[-1.0064826272824987, -1.2107793459075182, -0.550541751318686]"
9.35,"(0.13187874786297366, 0.1032418340192389, 0.17325189699877544)","(-0.11208313930828168, 0.04766899357146634, 0.24486110028251012)","[0.9755410563325784, -0.6994709549651208, -1.3762770973523326]"
9.36,"(-0.11208313930828168, 0.04766899357146634, 0.24486110028251012)","(-0.13788146225645448, 0.07551581597180157, 0.19858780947375732)","[0.7747838032943317, -0.9450361909802116, 1.0384245431987114]"
9.37,"(-0.13788146225645448, 0.07551581597180157, 0.19858780947375732)","(-0.08953169422184411, -0.08694592552840068, 0.1852150952532712)","[0.5008170050873334, 1.0868660866498627, 1.4308321631917786]"
9.38,"(-0.08953169422184411, -0.08694592552840068, 0.1852150952532712)","(-0.1041348038874057, 0.1184298199024032, 0.10745650048291498)","[1.4826368698289325, -1.5569110676936317, 0.4386600297234539]"
9.39,"(-0.1041348038874057, 0.1184298199024032, 0.10745650048291498)","(-0.0880900133092393, 0.10117550213084399, 0.24543272196423696)","[0.46585553751748177, -1.0434012831164454, 0.42204265767864124]"
9.4,"(-0.0880900133092393, 0.10117550213084399, 0.24543272196423696)","(0.075326903765036, -0.05376970949889312, 0.27482616855165964)","[-0.21715527916107294, 0.386402418686618, -1.204520577824853]"
9.41,"(0.075326903765036, -0.05376970949889312, 0.27482616855165964)","(-0.022711262563022527, 0.07582135982469156, 0.2922889023649445)","[0.3029867111698093, -0.8368643784573182, -0.7307379893151599]"
9.42,"(-0.022711262563022527, 0.07582135982469156, 0.2922889023649445)","(-0.019178434303565167, -0.12167794603562969, 0.19853128483567994)","[-0.057288197630729454, 1.4037205396676444, 0.5103528948798758]"
9.43,"(-0.019178434303565167, -0.12167794603562969, 0.19853128483567994)","(-0.1799600869692664, -0.07201078321892308, 0.13874505328777903)","[1.5384156194162106, 0.42588495302966595, -0.37056041907851467]"
9.44,"(-0.1799600869692664, -0.07201078321892308, 0.13874505328777903)","(-0.11053411124165428, -0.10498930292080848, 0.17937968106209512)","[1.337614907154414, 0.9891278989274153, -0.8625454420933463]"
9.45,"(-0.11053411124165428, -0.10498930292080848, 0.17937968106209512)","(0.08961275191511987, 0.12180259348714009, 0.17806985722175958)","[-1.1068585436159164, -1.4989298361407846, 0.32149955172937383]"
9.46,"(0.08961275191511987, 0.12180259348714009, 0.17806985722175958)","(-0.14464967443708238, -0.008159576329652725, 0.2680354459560855)","[0.6893661956077497, -0.07126856179285841, 0.39853681450435113]"
9.47,"(-0.14464967443708238, -0.008159576329652725, 0.2680354459560855)","(-0.04192278324864358, 0.10625260300910877, 0.2594947147906979)","[0.4429207430926588, -1.1758918047549314, -0.4922648920158368]"
9.48,"(-0.04192278324864358, 0.10625260300910877, 0.2594947147906979)","(-0.14327234510705872, 0.0008462084211560681, 0.24658234270099655)","[0.6386941038605941, -0.19521290525512738, 1.0562624240662781]"
9.49,"(-0.14327234510705872, 0.0008462084211560681, 0.24658234270099655)","(0.05721062346001643, -0.09779953780803671, 0.22029911969670846)","[-0.8888381400862702, 1.0876254644666612, 1.1650832848118409]"
9.5,"(0.05721062346001643, -0.09779953780803671, 0.22029911969670846)","(0.05131632777669072, 0.12426799207491263, 0.21483732554133178)","[-0.5052915548239864, -1.4995051739565997, 0.023609438632771776]"
9.51,"(0.05131632777669072, 0.12426799207491263, 0.21483732554133178)","(0.2032016630405378, -0.010327713591987631, 0.13891016573899803)","[-1.4812140940974368, -0.034629062315944745, 0.1667923237807486]"
9.52,"(0.2032016630405378, -0.010327713591987631, 0.13891016573899803)","(0.09313072596459855, -0.11580818968601793, 0.21836122526991478)","[-0.7471614989861016, 0.9923712038090754, -0.023848785374337517]"
9.53,"(0.09313072596459855, -0.11580818968601793, 0.21836122526991478)","(-0.09753301695483374, 0.07245464508727205, 0.22814840839812067)","[1.0434922149860044, -1.0706066711366946, -1.3880738137245687]"
9.54,"(-0.09753301695483374, 0.07245464508727205, 0.22814840839812067)","(0.043208322415678624, 0.046427595886099196, 0.30153040022395877)","[-0.0440620439591778, -0.5647474580298755, -0.8984275608349755]"
9.55,"(0.043208322415678624, 0.046427595886099196, 0.30153040022395877)","(0.06416030019906306, -0.12431179977517719, 0.1522747168067621)","[-1.3642353772836178, 1.4562665193418063, 0.35690864588057286]"
9.56,"(0.06416030019906306, -0.12431179977517719, 0.1522747168067621)","(-0.06287779057833828, -0.09270030343692706, 0.17718791725119432)","[0.26406162569119646, 1.4261755829368057, 1.3352665686117207]"
9.57,"(-0.06287779057833828, -0.09270030343692706, 0.17718791725119432)","(0.16900764604845658, 0.0724364988291178, 0.09537659326403475)","[-1.5545620477790265, -0.7933856189706588, -0.6516956434908521]"
9.58,"(0.16900764604845658, 0.0724364988291178, 0.09537659326403475)","(-0.09250314231030367, -0.0779356627220412, 0.2467617515367867)","[0.3419278189407695, 0.6442066258809148, 1.0856395215141934]"
9.59,"(-0.09250314231030367, -0.0779356627220412, 0.2467617515367867)","(-0.08713821937230097, -0.11682652753491037, 0.14544130630003288)","[0.9670069006808656, 1.3331855972141686, 0.6580886992312033]"
9.6,"(-0.08713821937230097, -0.11682652753491037, 0.14544130630003288)","(-0.02445814384468743, 0.11420322854965825, 0.25334711109787345)","[0.06604221735879935, -1.2063564635511326, 0.2829777001948365]"
9.61,"(-0.02445814384468743, 0.11420322854965825, 0.25334711109787345)","(0.15527580444547062, -0.04314750495769161, 0.23452677349938406)","[-0.8001890137861584, 0.24026715710627156, -0.6698955297135167]"
9.62,"(0.15527580444547062, -0.04314750495769161, 0.23452677349938406)","(-0.15947678311617125, -0.06368913753227773, 0.1324160340666677)","[1.173699598604838, 0.5178412680672615, 1.2052424317164738]"
9.63,"(-0.15947678311617125, -0.06368913753227773, 0.1324160340666677)","(0.15055241669739416, 0.0802264475998404, 0.13474816458497174)","[-1.196427361048936, -1.0153709686654564, -1.011350285224431]"
9.64,"(0.15055241669739416, 0.0802264475998404, 0.13474816458497174)","(-0.09615954185646308, 0.023082482244840177, 0.2851879083669069)","[0.711003224435905, -0.37855061571678494, -0.9719006017291949]"
9.65,"(-0.09615954185646308, 0.023082482244840177, 0.2851879083669069)","(-0.08630712890682722, -0.1022564932341099, 0.24708798753001926)","[0.45340287777089094, 0.8085027769108458, 0.43566080957010034]"
9.66,"(-0.08630712890682722, -0.1022564932341099, 0.24708798753001926)","(-0.07183787381953502, -0.12319663487532902, 0.21018651492080814)","[0.6606681290650235, 1.1487279318622006, -0.008235541722597857]"
9.67,"(-0.07183787381953502, -0.12319663487532902, 0.21018651492080814)","(-0.1584384783204838, 0.017660526566602965, 0.24726715925442294)","[0.7634203412182065, -0.2823660869631646, 0.5370937858694405]"
9.68,"(-0.1584384783204838, 0.017660526566602965, 0.24726715925442294)","(0.03290641268882907, 0.0767098835860634, 0.29291660652245266)","[-0.04210443905059308, -0.846980486389678, -0.648201198797318]"
9.69,"(0.03290641268882907, 0.0767098835860634, 0.29291660652245266)","(-0.14475282979695758, 0.009111591085114756, 0.23310219378039587)","[1.1304439656262562, -0.2982450588401762, -1.2625273630019251]"
9.7,"(-0.14475282979695758, 0.009111591085114756, 0.23310219378039587)","(0.14346234056233792, 0.08916976256644696, 0.19396248140154074)","[-0.9082768384630062, -0.9999382943652178, -0.5676985820389989]"
9.71,"(0.14346234056233792, 0.08916976256644696, 0.19396248140154074)","(-0.11386155012316164, -0.012887922607611103, 0.29514462933602764)","[0.5307671252376628, -0.06439544287753891, 0.25085203949220464]"
9.72,"(-0.11386155012316164, -0.012887922607611103, 0.29514462933602764)","(-0.13688132925216304, -0.03228825860726891, 0.26793535724830886)","[0.8636632166415922, 0.09027455424603145, -0.5090288513457368]"
9.73,"(-0.13688132925216304, -0.03228825860726891, 0.26793535724830886)","(-0.06665912020521032, -0.11624265607189074, 0.20082662513729516)","[0.4282717173998964, 1.206846762559053, 0.6850699357260969]"
9.74,"(-0.06665912020521032, -0.11624265607189074, 0.20082662513729516)","(0.030674850580849615, -0.09099127902222674, 0.24188567274713346)","[0.11296497899213244, 0.9539742588497819, -1.2383334974798903]"
9.75,"(0.030674850580849615, -0.09099127902222674, 0.24188567274713346)","(0.06924767507868636, 0.08876179692173423, 0.27975426919928165)","[-0.3859820085157279, -0.9034913542344697, -0.06000641195148755]"
9.76,"(0.06924767507868636, 0.08876179692173423, 0.27975426919928165)","(0.15569064525259663, 0.062211983579091905, 0.12213558950866574)","[-1.2728991726375696, -0.9244258589200213, -1.2804138824529274]"
9.77,"(0.15569064525259663, 0.062211983579091905, 0.12213558950866574)","(-0.02243698364874453, -0.12411502215091832, 0.1769221783206938)","[0.2182717247791591, 1.497376813795909, 0.20710593253516735]"
9.78,"(-0.02243698364874453, -0.12411502215091832, 0.1769221783206938)","(0.03528402079275689, 0.08679720128096922, 0.252542422835878)","[0.04381428762658719, -1.2475541796170997, -1.2078001004064352]"
9.79,"(0.03528402079275689, 0.08679720128096922, 0.252542422835878)","(0.04204736314645581, -0.08681159224578, 0.21044941866776662)","[-0.9551950378784423, 1.1879332369798203, 1.4948636614926696]"
9.8,"(0.04204736314645581, -0.08681159224578, 0.21044941866776662)","(0.1278275357405322, 0.11471494468064894, 0.1450001832648112)","[-1.465137476290196, -1.270762436632914, 0.12772078427315997]"
9.81,"(0.1278275357405322, 0.11471494468064894, 0.1450001832648112)","(-0.08406216639092602, -0.12366216296621613, 0.11250716814854286)","[1.3833733320710482, 1.2812469866478278, 0.380937170375953]"
9.82,"(-0.08406216639092602, -0.12366216296621613, 0.11250716814854286)","(-0.013095355810321264, -0.08370388344246993, 0.21544969191962696)","[-0.44136173966372566, 1.216487201964992, 1.5670835811388277]"
9.83,"(-0.013095355810321264, -0.08370388344246993, 0.21544969191962696)","(-0.07550448553887079, 0.011380571916882331, 0.3021273451244103)","[0.15950668769449736, -0.33180267990070844, 0.8267213224515996]"
9.84,"(-0.07550448553887079, 0.011380571916882331, 0.3021273451244103)","(0.1848531145465129, 0.03606911795872697, 0.1747129660474329)","[-1.1621216219818769, -0.5320046219146422, -0.6831531633938932]"
9.85,"(0.1848531145465129, 0.03606911795872697, 0.1747129660474329)","(-0.12880847935133732, -0.0794805103790866, 0.24810265389662806)","[0.690387523640142, 0.45581092256960304, 0.13345583130786087]"
9.86,"(-0.12880847935133732, -0.0794805103790866, 0.24810265389662806)","(0.16565142366995708, 0.05376684470739975, 0.127694290415969)","[-1.279264921800335, -0.8248942144706443, -1.1976185831803472]"
9.87,"(0.16565142366995708, 0.05376684470739975, 0.127694290415969)","(-0.00543358249247855, -0.09563600420336128, 0.2844324345950652)","[0.10626911126562795, 0.6408004199577219, -0.3565466183017655]"
